Date,Course,RaceNumber
22/10/2014,HV,6
22/10/2014,HV,7
22/10/2014,HV,8
26/10/2014,ST,1
26/10/2014,ST,2
26/10/2014,ST,3
26/10/2014,ST,4
26/10/2014,ST,5
26/10/2014,ST,6
26/10/2014,ST,7
26/10/2014,ST,8
26/10/2014,ST,9
26/10/2014,ST,10
26/10/2014,ST,11
29/10/2014,HV,1
29/10/2014,HV,2
29/10/2014,HV,3
29/10/2014,HV,4
29/10/2014,HV,5
29/10/2014,HV,6
29/10/2014,HV,7
29/10/2014,HV,8
02/11/2014,ST,1
02/11/2014,ST,2
02/11/2014,ST,3
02/11/2014,ST,4
02/11/2014,ST,5
02/11/2014,ST,6
02/11/2014,ST,7
02/11/2014,ST,8
02/11/2014,ST,9
02/11/2014,ST,10
09/11/2014,ST,1
09/11/2014,ST,2
09/11/2014,ST,3
09/11/2014,ST,4
09/11/2014,ST,5
09/11/2014,ST,6
09/11/2014,ST,7
09/11/2014,ST,8
09/11/2014,ST,9
09/11/2014,ST,10
12/11/2014,HV,1
12/11/2014,HV,2
12/11/2014,HV,3
12/11/2014,HV,4
12/11/2014,HV,5
12/11/2014,HV,6
12/11/2014,HV,7
12/11/2014,HV,8
15/11/2014,ST,1
15/11/2014,ST,2
15/11/2014,ST,3
15/11/2014,ST,4
15/11/2014,ST,5
15/11/2014,ST,6
15/11/2014,ST,7
15/11/2014,ST,8
15/11/2014,ST,9
15/11/2014,ST,10
19/11/2014,HV,1
19/11/2014,HV,2
19/11/2014,HV,3
19/11/2014,HV,4
19/11/2014,HV,5
19/11/2014,HV,6
19/11/2014,HV,7
19/11/2014,HV,8
23/11/2014,ST,1
23/11/2014,ST,2
23/11/2014,ST,3
23/11/2014,ST,4
23/11/2014,ST,5
23/11/2014,ST,6
23/11/2014,ST,7
23/11/2014,ST,8
23/11/2014,ST,9
23/11/2014,ST,10
23/11/2014,ST,11
26/11/2014,HV,1
26/11/2014,HV,2
26/11/2014,HV,3
26/11/2014,HV,4
26/11/2014,HV,5
26/11/2014,HV,6
26/11/2014,HV,7
26/11/2014,HV,8
30/11/2014,ST,1
30/11/2014,ST,2
30/11/2014,ST,3
30/11/2014,ST,4
30/11/2014,ST,5
30/11/2014,ST,6
30/11/2014,ST,7
30/11/2014,ST,8
30/11/2014,ST,9
30/11/2014,ST,10
03/12/2014,HV,1
03/12/2014,HV,2
03/12/2014,HV,3
03/12/2014,HV,4
03/12/2014,HV,5
03/12/2014,HV,6
03/12/2014,HV,7
03/12/2014,HV,8
07/12/2014,ST,1
07/12/2014,ST,2
07/12/2014,ST,3
07/12/2014,ST,4
07/12/2014,ST,5
07/12/2014,ST,6
07/12/2014,ST,7
07/12/2014,ST,8
07/12/2014,ST,9
07/12/2014,ST,10
07/12/2014,ST,11
10/12/2014,HV,1
10/12/2014,HV,2
10/12/2014,HV,3
10/12/2014,HV,4
10/12/2014,HV,5
10/12/2014,HV,6
10/12/2014,HV,7
10/12/2014,HV,8
10/12/2014,HV,9
14/12/2014,ST,1
14/12/2014,ST,2
14/12/2014,ST,3
14/12/2014,ST,4
14/12/2014,ST,5
14/12/2014,ST,6
14/12/2014,ST,7
14/12/2014,ST,8
14/12/2014,ST,9
14/12/2014,ST,10
17/12/2014,HV,1
17/12/2014,HV,2
17/12/2014,HV,3
17/12/2014,HV,4
17/12/2014,HV,5
17/12/2014,HV,6
17/12/2014,HV,7
17/12/2014,HV,8
20/12/2014,ST,1
20/12/2014,ST,2
20/12/2014,ST,3
20/12/2014,ST,4
20/12/2014,ST,5
20/12/2014,ST,6
20/12/2014,ST,7
20/12/2014,ST,8
20/12/2014,ST,9
20/12/2014,ST,10
28/12/2014,ST,1
28/12/2014,ST,2
28/12/2014,ST,3
28/12/2014,ST,4
28/12/2014,ST,5
28/12/2014,ST,6
28/12/2014,ST,7
28/12/2014,ST,8
28/12/2014,ST,9
28/12/2014,ST,10
28/12/2014,ST,11
01/01/2015,ST,1
01/01/2015,ST,2
01/01/2015,ST,3
01/01/2015,ST,4
01/01/2015,ST,5
01/01/2015,ST,6
01/01/2015,ST,7
01/01/2015,ST,8
01/01/2015,ST,9
01/01/2015,ST,10
01/01/2015,ST,11
04/01/2015,ST,1
04/01/2015,ST,2
04/01/2015,ST,3
04/01/2015,ST,4
04/01/2015,ST,5
04/01/2015,ST,6
04/01/2015,ST,7
04/01/2015,ST,8
04/01/2015,ST,9
04/01/2015,ST,10
07/01/2015,HV,1
07/01/2015,HV,2
07/01/2015,HV,3
07/01/2015,HV,4
07/01/2015,HV,5
07/01/2015,HV,6
07/01/2015,HV,7
07/01/2015,HV,8
10/01/2015,ST,1
10/01/2015,ST,2
10/01/2015,ST,3
10/01/2015,ST,4
10/01/2015,ST,5
10/01/2015,ST,6
10/01/2015,ST,7
10/01/2015,ST,8
10/01/2015,ST,9
10/01/2015,ST,10
14/01/2015,HV,1
14/01/2015,HV,2
14/01/2015,HV,3
14/01/2015,HV,4
14/01/2015,HV,5
14/01/2015,HV,6
14/01/2015,HV,7
14/01/2015,HV,8
18/01/2015,ST,1
18/01/2015,ST,2
18/01/2015,ST,3
18/01/2015,ST,4
18/01/2015,ST,5
18/01/2015,ST,6
18/01/2015,ST,7
18/01/2015,ST,8
18/01/2015,ST,9
18/01/2015,ST,10
21/01/2015,HV,1
21/01/2015,HV,2
21/01/2015,HV,3
21/01/2015,HV,4
21/01/2015,HV,5
21/01/2015,HV,6
21/01/2015,HV,7
21/01/2015,HV,8
25/01/2015,ST,1
25/01/2015,ST,2
25/01/2015,ST,3
25/01/2015,ST,4
25/01/2015,ST,5
25/01/2015,ST,6
25/01/2015,ST,7
25/01/2015,ST,8
25/01/2015,ST,9
25/01/2015,ST,10
28/01/2015,HV,1
28/01/2015,HV,2
28/01/2015,HV,3
28/01/2015,HV,4
28/01/2015,HV,5
28/01/2015,HV,6
28/01/2015,HV,7
28/01/2015,HV,8
01/02/2015,ST,1
01/02/2015,ST,2
01/02/2015,ST,3
01/02/2015,ST,4
01/02/2015,ST,5
01/02/2015,ST,6
01/02/2015,ST,7
01/02/2015,ST,8
01/02/2015,ST,9
01/02/2015,ST,10
04/02/2015,HV,1
04/02/2015,HV,2
04/02/2015,HV,3
04/02/2015,HV,4
04/02/2015,HV,5
04/02/2015,HV,6
04/02/2015,HV,7
04/02/2015,HV,8
07/02/2015,ST,1
07/02/2015,ST,2
07/02/2015,ST,3
07/02/2015,ST,4
07/02/2015,ST,5
07/02/2015,ST,6
07/02/2015,ST,7
07/02/2015,ST,8
07/02/2015,ST,9
07/02/2015,ST,10
11/02/2015,HV,1
11/02/2015,HV,2
11/02/2015,HV,3
11/02/2015,HV,4
11/02/2015,HV,5
11/02/2015,HV,6
11/02/2015,HV,7
11/02/2015,HV,8
15/02/2015,ST,1
15/02/2015,ST,2
15/02/2015,ST,3
15/02/2015,ST,4
15/02/2015,ST,5
15/02/2015,ST,6
15/02/2015,ST,7
15/02/2015,ST,8
15/02/2015,ST,9
15/02/2015,ST,10
21/02/2015,ST,1
21/02/2015,ST,2
21/02/2015,ST,3
21/02/2015,ST,4
21/02/2015,ST,5
21/02/2015,ST,6
21/02/2015,ST,7
21/02/2015,ST,8
21/02/2015,ST,9
21/02/2015,ST,10
21/02/2015,ST,11
25/02/2015,HV,1
25/02/2015,HV,2
25/02/2015,HV,3
25/02/2015,HV,4
25/02/2015,HV,5
25/02/2015,HV,6
25/02/2015,HV,7
25/02/2015,HV,8
25/02/2015,HV,9
01/03/2015,ST,1
01/03/2015,ST,2
01/03/2015,ST,3
01/03/2015,ST,4
01/03/2015,ST,5
01/03/2015,ST,6
01/03/2015,ST,7
01/03/2015,ST,8
01/03/2015,ST,9
01/03/2015,ST,10
04/03/2015,HV,1
04/03/2015,HV,2
04/03/2015,HV,3
04/03/2015,HV,4
04/03/2015,HV,5
04/03/2015,HV,6
04/03/2015,HV,7
04/03/2015,HV,8
04/03/2015,HV,9
08/03/2015,ST,1
08/03/2015,ST,2
08/03/2015,ST,3
08/03/2015,ST,4
08/03/2015,ST,5
08/03/2015,ST,6
08/03/2015,ST,7
08/03/2015,ST,8
08/03/2015,ST,9
08/03/2015,ST,10
11/03/2015,HV,1
11/03/2015,HV,2
11/03/2015,HV,3
11/03/2015,HV,4
11/03/2015,HV,5
11/03/2015,HV,6
11/03/2015,HV,7
11/03/2015,HV,8
11/03/2015,HV,9
15/03/2015,ST,1
15/03/2015,ST,2
15/03/2015,ST,3
15/03/2015,ST,4
15/03/2015,ST,5
15/03/2015,ST,6
15/03/2015,ST,7
15/03/2015,ST,8
15/03/2015,ST,9
15/03/2015,ST,10
18/03/2015,HV,1
18/03/2015,HV,2
18/03/2015,HV,3
18/03/2015,HV,4
18/03/2015,HV,5
18/03/2015,HV,6
18/03/2015,HV,7
18/03/2015,HV,8
21/03/2015,ST,1
21/03/2015,ST,2
21/03/2015,ST,3
21/03/2015,ST,4
21/03/2015,ST,5
21/03/2015,ST,6
21/03/2015,ST,7
21/03/2015,ST,8
21/03/2015,ST,9
21/03/2015,ST,10
25/03/2015,ST,1
25/03/2015,ST,2
25/03/2015,ST,3
25/03/2015,ST,4
25/03/2015,ST,5
25/03/2015,ST,6
25/03/2015,ST,7
25/03/2015,ST,8
29/03/2015,ST,1
29/03/2015,ST,2
29/03/2015,ST,3
29/03/2015,ST,4
29/03/2015,ST,5
29/03/2015,ST,6
29/03/2015,ST,7
29/03/2015,ST,8
29/03/2015,ST,9
29/03/2015,ST,10
01/04/2015,HV,1
01/04/2015,HV,2
01/04/2015,HV,3
01/04/2015,HV,4
01/04/2015,HV,5
01/04/2015,HV,6
01/04/2015,HV,7
01/04/2015,HV,8
01/04/2015,HV,9
07/04/2015,ST,1
07/04/2015,ST,2
07/04/2015,ST,3
07/04/2015,ST,4
07/04/2015,ST,5
07/04/2015,ST,6
07/04/2015,ST,7
07/04/2015,ST,8
07/04/2015,ST,9
07/04/2015,ST,10
12/04/2015,ST,1
12/04/2015,ST,2
12/04/2015,ST,3
12/04/2015,ST,4
12/04/2015,ST,5
12/04/2015,ST,6
12/04/2015,ST,7
12/04/2015,ST,8
12/04/2015,ST,9
12/04/2015,ST,10
12/04/2015,ST,11
15/04/2015,HV,1
15/04/2015,HV,2
15/04/2015,HV,3
15/04/2015,HV,4
15/04/2015,HV,5
15/04/2015,HV,6
15/04/2015,HV,7
15/04/2015,HV,8
19/04/2015,ST,1
19/04/2015,ST,2
19/04/2015,ST,3
19/04/2015,ST,4
19/04/2015,ST,5
19/04/2015,ST,6
19/04/2015,ST,7
19/04/2015,ST,8
19/04/2015,ST,9
19/04/2015,ST,10
22/04/2015,HV,1
22/04/2015,HV,2
22/04/2015,HV,3
22/04/2015,HV,4
22/04/2015,HV,5
22/04/2015,HV,6
22/04/2015,HV,7
22/04/2015,HV,8
26/04/2015,ST,1
26/04/2015,ST,2
26/04/2015,ST,3
26/04/2015,ST,4
26/04/2015,ST,5
26/04/2015,ST,6
26/04/2015,ST,7
26/04/2015,ST,8
26/04/2015,ST,9
26/04/2015,ST,10
29/04/2015,HV,1
29/04/2015,HV,2
29/04/2015,HV,3
29/04/2015,HV,4
29/04/2015,HV,5
29/04/2015,HV,6
29/04/2015,HV,7
29/04/2015,HV,8
03/05/2015,ST,1
03/05/2015,ST,2
03/05/2015,ST,3
03/05/2015,ST,4
03/05/2015,ST,5
03/05/2015,ST,6
03/05/2015,ST,7
03/05/2015,ST,8
03/05/2015,ST,9
03/05/2015,ST,10
03/05/2015,ST,11
06/05/2015,HV,1
06/05/2015,HV,2
06/05/2015,HV,3
06/05/2015,HV,4
06/05/2015,HV,5
06/05/2015,HV,6
06/05/2015,HV,7
06/05/2015,HV,8
09/05/2015,ST,1
09/05/2015,ST,2
09/05/2015,ST,3
09/05/2015,ST,4
09/05/2015,ST,5
09/05/2015,ST,6
09/05/2015,ST,7
09/05/2015,ST,8
09/05/2015,ST,9
09/05/2015,ST,10
13/05/2015,HV,1
13/05/2015,HV,2
13/05/2015,HV,3
13/05/2015,HV,4
13/05/2015,HV,5
13/05/2015,HV,6
13/05/2015,HV,7
13/05/2015,HV,8
16/05/2015,ST,1
16/05/2015,ST,2
16/05/2015,ST,3
16/05/2015,ST,4
16/05/2015,ST,5
16/05/2015,ST,6
16/05/2015,ST,7
16/05/2015,ST,8
16/05/2015,ST,9
16/05/2015,ST,10
20/05/2015,HV,1
20/05/2015,HV,2
20/05/2015,HV,3
20/05/2015,HV,4
20/05/2015,HV,5
20/05/2015,HV,6
20/05/2015,HV,7
20/05/2015,HV,8
24/05/2015,ST,1
24/05/2015,ST,2
24/05/2015,ST,3
24/05/2015,ST,4
24/05/2015,ST,5
24/05/2015,ST,6
24/05/2015,ST,7
24/05/2015,ST,8
24/05/2015,ST,9
24/05/2015,ST,10
24/05/2015,ST,11
27/05/2015,ST,1
27/05/2015,ST,2
27/05/2015,ST,3
27/05/2015,ST,4
27/05/2015,ST,5
27/05/2015,ST,6
27/05/2015,ST,7
27/05/2015,ST,8
31/05/2015,ST,1
31/05/2015,ST,2
31/05/2015,ST,3
31/05/2015,ST,4
31/05/2015,ST,5
31/05/2015,ST,6
31/05/2015,ST,7
31/05/2015,ST,8
31/05/2015,ST,9
31/05/2015,ST,10
03/06/2015,HV,1
03/06/2015,HV,2
03/06/2015,HV,3
03/06/2015,HV,4
03/06/2015,HV,5
03/06/2015,HV,6
03/06/2015,HV,7
03/06/2015,HV,8
07/06/2015,ST,1
07/06/2015,ST,2
07/06/2015,ST,3
07/06/2015,ST,4
07/06/2015,ST,5
07/06/2015,ST,6
07/06/2015,ST,7
07/06/2015,ST,8
07/06/2015,ST,9
07/06/2015,ST,10
10/06/2015,HV,1
10/06/2015,HV,2
10/06/2015,HV,3
10/06/2015,HV,4
10/06/2015,HV,5
10/06/2015,HV,6
10/06/2015,HV,7
10/06/2015,HV,8
14/06/2015,ST,1
14/06/2015,ST,2
14/06/2015,ST,3
14/06/2015,ST,4
14/06/2015,ST,5
14/06/2015,ST,6
14/06/2015,ST,7
14/06/2015,ST,8
14/06/2015,ST,9
14/06/2015,ST,10
14/06/2015,ST,11
17/06/2015,HV,1
17/06/2015,HV,2
17/06/2015,HV,3
17/06/2015,HV,4
17/06/2015,HV,5
17/06/2015,HV,6
17/06/2015,HV,7
17/06/2015,HV,8
21/06/2015,ST,1
21/06/2015,ST,2
21/06/2015,ST,3
21/06/2015,ST,4
21/06/2015,ST,5
21/06/2015,ST,6
21/06/2015,ST,7
21/06/2015,ST,8
21/06/2015,ST,9
21/06/2015,ST,10
24/06/2015,HV,1
24/06/2015,HV,2
24/06/2015,HV,3
24/06/2015,HV,4
24/06/2015,HV,5
24/06/2015,HV,6
24/06/2015,HV,7
24/06/2015,HV,8
27/06/2015,ST,1
27/06/2015,ST,2
27/06/2015,ST,3
27/06/2015,ST,4
27/06/2015,ST,5
27/06/2015,ST,6
27/06/2015,ST,7
27/06/2015,ST,8
27/06/2015,ST,9
27/06/2015,ST,10
01/07/2015,ST,1
01/07/2015,ST,2
01/07/2015,ST,3
01/07/2015,ST,4
01/07/2015,ST,5
01/07/2015,ST,6
01/07/2015,ST,7
01/07/2015,ST,8
01/07/2015,ST,9
01/07/2015,ST,10
01/07/2015,ST,11
05/07/2015,ST,1
05/07/2015,ST,2
05/07/2015,ST,3
05/07/2015,ST,4
05/07/2015,ST,5
05/07/2015,ST,6
05/07/2015,ST,7
05/07/2015,ST,8
05/07/2015,ST,9
05/07/2015,ST,10
05/07/2015,ST,11
08/07/2015,HV,1
08/07/2015,HV,2
08/07/2015,HV,3
08/07/2015,HV,4
08/07/2015,HV,5
08/07/2015,HV,6
08/07/2015,HV,7
08/07/2015,HV,8
08/07/2015,HV,9
12/07/2015,ST,1
12/07/2015,ST,2
12/07/2015,ST,3
12/07/2015,ST,4
12/07/2015,ST,5
12/07/2015,ST,6
12/07/2015,ST,7
12/07/2015,ST,8
12/07/2015,ST,9
12/07/2015,ST,10
12/07/2015,ST,11
06/09/2015,ST,1
06/09/2015,ST,2
06/09/2015,ST,3
06/09/2015,ST,4
06/09/2015,ST,5
06/09/2015,ST,6
06/09/2015,ST,7
06/09/2015,ST,8
06/09/2015,ST,9
06/09/2015,ST,10
09/09/2015,HV,1
09/09/2015,HV,2
09/09/2015,HV,3
09/09/2015,HV,4
09/09/2015,HV,5
09/09/2015,HV,6
09/09/2015,HV,7
09/09/2015,HV,8
13/09/2015,ST,1
13/09/2015,ST,2
13/09/2015,ST,3
13/09/2015,ST,4
13/09/2015,ST,5
13/09/2015,ST,6
13/09/2015,ST,7
13/09/2015,ST,8
13/09/2015,ST,9
13/09/2015,ST,10
16/09/2015,HV,1
16/09/2015,HV,2
16/09/2015,HV,3
16/09/2015,HV,4
16/09/2015,HV,5
16/09/2015,HV,6
16/09/2015,HV,7
16/09/2015,HV,8
19/09/2015,ST,1
19/09/2015,ST,2
19/09/2015,ST,3
19/09/2015,ST,4
19/09/2015,ST,5
19/09/2015,ST,6
19/09/2015,ST,7
19/09/2015,ST,8
19/09/2015,ST,9
19/09/2015,ST,10
23/09/2015,HV,1
23/09/2015,HV,2
23/09/2015,HV,3
23/09/2015,HV,4
23/09/2015,HV,5
23/09/2015,HV,6
23/09/2015,HV,7
23/09/2015,HV,8
28/09/2015,ST,1
28/09/2015,ST,2
28/09/2015,ST,3
28/09/2015,ST,4
28/09/2015,ST,5
28/09/2015,ST,6
28/09/2015,ST,7
28/09/2015,ST,8
28/09/2015,ST,9
28/09/2015,ST,10
01/10/2015,ST,1
01/10/2015,ST,2
01/10/2015,ST,3
01/10/2015,ST,4
01/10/2015,ST,5
01/10/2015,ST,6
01/10/2015,ST,7
01/10/2015,ST,8
01/10/2015,ST,9
01/10/2015,ST,10
04/10/2015,ST,1
04/10/2015,ST,2
04/10/2015,ST,3
04/10/2015,ST,4
04/10/2015,ST,5
04/10/2015,ST,6
04/10/2015,ST,7
04/10/2015,ST,8
04/10/2015,ST,9
04/10/2015,ST,10
07/10/2015,HV,1
07/10/2015,HV,2
07/10/2015,HV,3
07/10/2015,HV,4
07/10/2015,HV,5
07/10/2015,HV,6
07/10/2015,HV,7
07/10/2015,HV,8
10/10/2015,ST,1
10/10/2015,ST,2
10/10/2015,ST,3
10/10/2015,ST,4
10/10/2015,ST,5
10/10/2015,ST,6
10/10/2015,ST,7
10/10/2015,ST,8
10/10/2015,ST,9
10/10/2015,ST,10
14/10/2015,HV,1
14/10/2015,HV,2
14/10/2015,HV,3
14/10/2015,HV,4
14/10/2015,HV,5
14/10/2015,HV,6
14/10/2015,HV,7
14/10/2015,HV,8
18/10/2015,ST,1
18/10/2015,ST,2
18/10/2015,ST,3
18/10/2015,ST,4
18/10/2015,ST,5
18/10/2015,ST,6
18/10/2015,ST,7
18/10/2015,ST,8
18/10/2015,ST,9
18/10/2015,ST,10
18/10/2015,ST,11
22/10/2015,HV,1
22/10/2015,HV,2
22/10/2015,HV,3
22/10/2015,HV,4
22/10/2015,HV,5
22/10/2015,HV,6
22/10/2015,HV,7
22/10/2015,HV,8
25/10/2015,ST,1
25/10/2015,ST,2
25/10/2015,ST,3
25/10/2015,ST,4
25/10/2015,ST,5
25/10/2015,ST,6
25/10/2015,ST,7
25/10/2015,ST,8
25/10/2015,ST,9
25/10/2015,ST,10
01/11/2015,HV,1
01/11/2015,HV,2
01/11/2015,HV,3
01/11/2015,HV,4
01/11/2015,HV,5
01/11/2015,HV,6
01/11/2015,HV,7
01/11/2015,HV,8
01/11/2015,HV,9
01/11/2015,HV,10
08/11/2015,ST,1
08/11/2015,ST,2
08/11/2015,ST,3
08/11/2015,ST,4
08/11/2015,ST,5
08/11/2015,ST,6
08/11/2015,ST,7
08/11/2015,ST,8
08/11/2015,ST,9
08/11/2015,ST,10
08/11/2015,ST,11
11/11/2015,HV,1
11/11/2015,HV,2
11/11/2015,HV,3
11/11/2015,HV,4
11/11/2015,HV,5
11/11/2015,HV,6
11/11/2015,HV,7
11/11/2015,HV,8
11/11/2015,HV,9
14/11/2015,ST,1
14/11/2015,ST,2
14/11/2015,ST,3
14/11/2015,ST,4
14/11/2015,ST,5
14/11/2015,ST,6
14/11/2015,ST,7
14/11/2015,ST,8
14/11/2015,ST,9
14/11/2015,ST,10
18/11/2015,ST,1
18/11/2015,ST,2
18/11/2015,ST,3
18/11/2015,ST,4
18/11/2015,ST,5
18/11/2015,ST,6
18/11/2015,ST,7
18/11/2015,ST,8
21/11/2015,ST,1
21/11/2015,ST,2
21/11/2015,ST,3
21/11/2015,ST,4
21/11/2015,ST,5
21/11/2015,ST,6
21/11/2015,ST,7
21/11/2015,ST,8
21/11/2015,ST,9
21/11/2015,ST,10
25/11/2015,HV,1
25/11/2015,HV,2
25/11/2015,HV,3
25/11/2015,HV,4
25/11/2015,HV,5
25/11/2015,HV,6
25/11/2015,HV,7
25/11/2015,HV,8
29/11/2015,ST,1
29/11/2015,ST,2
29/11/2015,ST,3
29/11/2015,ST,4
29/11/2015,ST,5
29/11/2015,ST,6
29/11/2015,ST,7
29/11/2015,ST,8
29/11/2015,ST,9
29/11/2015,ST,10
02/12/2015,HV,1
02/12/2015,HV,2
02/12/2015,HV,3
02/12/2015,HV,4
02/12/2015,HV,5
02/12/2015,HV,6
02/12/2015,HV,7
02/12/2015,HV,8
06/12/2015,ST,1
06/12/2015,ST,2
06/12/2015,ST,3
06/12/2015,ST,4
06/12/2015,ST,5
06/12/2015,ST,6
06/12/2015,ST,7
06/12/2015,ST,8
06/12/2015,ST,9
06/12/2015,ST,10
06/12/2015,ST,11
09/12/2015,HV,1
09/12/2015,HV,2
09/12/2015,HV,3
09/12/2015,HV,4
09/12/2015,HV,5
09/12/2015,HV,6
09/12/2015,HV,7
09/12/2015,HV,8
09/12/2015,HV,9
13/12/2015,ST,1
13/12/2015,ST,2
13/12/2015,ST,3
13/12/2015,ST,4
13/12/2015,ST,5
13/12/2015,ST,6
13/12/2015,ST,7
13/12/2015,ST,8
13/12/2015,ST,9
13/12/2015,ST,10
16/12/2015,HV,1
16/12/2015,HV,2
16/12/2015,HV,3
16/12/2015,HV,4
16/12/2015,HV,5
16/12/2015,HV,6
16/12/2015,HV,7
16/12/2015,HV,8
19/12/2015,ST,1
19/12/2015,ST,2
19/12/2015,ST,3
19/12/2015,ST,4
19/12/2015,ST,5
19/12/2015,ST,6
19/12/2015,ST,7
19/12/2015,ST,8
19/12/2015,ST,9
19/12/2015,ST,10
23/12/2015,HV,1
23/12/2015,HV,2
23/12/2015,HV,3
23/12/2015,HV,4
23/12/2015,HV,5
23/12/2015,HV,6
23/12/2015,HV,7
23/12/2015,HV,8
27/12/2015,ST,1
27/12/2015,ST,2
27/12/2015,ST,3
27/12/2015,ST,4
27/12/2015,ST,5
27/12/2015,ST,6
27/12/2015,ST,7
27/12/2015,ST,8
27/12/2015,ST,9
27/12/2015,ST,10
27/12/2015,ST,11
01/01/2016,ST,1
01/01/2016,ST,2
01/01/2016,ST,3
01/01/2016,ST,4
01/01/2016,ST,5
01/01/2016,ST,6
01/01/2016,ST,7
01/01/2016,ST,8
01/01/2016,ST,9
01/01/2016,ST,10
01/01/2016,ST,11
06/01/2016,HV,1
06/01/2016,HV,2
06/01/2016,HV,3
06/01/2016,HV,4
06/01/2016,HV,5
06/01/2016,HV,6
06/01/2016,HV,7
06/01/2016,HV,8
09/01/2016,ST,1
09/01/2016,ST,2
09/01/2016,ST,3
09/01/2016,ST,4
09/01/2016,ST,5
09/01/2016,ST,6
09/01/2016,ST,7
09/01/2016,ST,8
09/01/2016,ST,9
09/01/2016,ST,10
13/01/2016,HV,1
13/01/2016,HV,2
13/01/2016,HV,3
13/01/2016,HV,4
13/01/2016,HV,5
13/01/2016,HV,6
13/01/2016,HV,7
13/01/2016,HV,8
17/01/2016,ST,1
17/01/2016,ST,2
17/01/2016,ST,3
17/01/2016,ST,4
17/01/2016,ST,5
17/01/2016,ST,6
17/01/2016,ST,7
17/01/2016,ST,8
17/01/2016,ST,9
17/01/2016,ST,10
20/01/2016,HV,1
20/01/2016,HV,2
20/01/2016,HV,3
20/01/2016,HV,4
20/01/2016,HV,5
20/01/2016,HV,6
20/01/2016,HV,7
20/01/2016,HV,8
24/01/2016,ST,1
24/01/2016,ST,2
24/01/2016,ST,3
24/01/2016,ST,4
24/01/2016,ST,5
24/01/2016,ST,6
24/01/2016,ST,7
24/01/2016,ST,8
24/01/2016,ST,9
24/01/2016,ST,10
24/01/2016,ST,11
31/01/2016,ST,1
31/01/2016,ST,2
31/01/2016,ST,3
31/01/2016,ST,4
31/01/2016,ST,5
31/01/2016,ST,6
31/01/2016,ST,7
31/01/2016,ST,8
31/01/2016,ST,9
31/01/2016,ST,10
31/01/2016,ST,11
03/02/2016,HV,1
03/02/2016,HV,2
03/02/2016,HV,3
03/02/2016,HV,4
03/02/2016,HV,5
03/02/2016,HV,6
03/02/2016,HV,7
03/02/2016,HV,8
03/02/2016,HV,9
06/02/2016,ST,1
06/02/2016,ST,2
06/02/2016,ST,3
06/02/2016,ST,4
06/02/2016,ST,5
06/02/2016,ST,6
06/02/2016,ST,7
06/02/2016,ST,8
06/02/2016,ST,9
06/02/2016,ST,10
10/02/2016,ST,1
10/02/2016,ST,2
10/02/2016,ST,3
10/02/2016,ST,4
10/02/2016,ST,5
10/02/2016,ST,6
10/02/2016,ST,7
10/02/2016,ST,8
10/02/2016,ST,9
10/02/2016,ST,10
10/02/2016,ST,11
14/02/2016,ST,1
14/02/2016,ST,2
14/02/2016,ST,3
14/02/2016,ST,4
14/02/2016,ST,5
14/02/2016,ST,6
14/02/2016,ST,7
14/02/2016,ST,8
14/02/2016,ST,9
14/02/2016,ST,10
17/02/2016,HV,1
17/02/2016,HV,2
17/02/2016,HV,3
17/02/2016,HV,4
17/02/2016,HV,5
17/02/2016,HV,6
17/02/2016,HV,7
17/02/2016,HV,8
21/02/2016,ST,1
21/02/2016,ST,2
21/02/2016,ST,3
21/02/2016,ST,4
21/02/2016,ST,5
21/02/2016,ST,6
21/02/2016,ST,7
21/02/2016,ST,8
21/02/2016,ST,9
21/02/2016,ST,10
24/02/2016,HV,1
24/02/2016,HV,2
24/02/2016,HV,3
24/02/2016,HV,4
24/02/2016,HV,5
24/02/2016,HV,6
24/02/2016,HV,7
24/02/2016,HV,8
24/02/2016,HV,9
28/02/2016,ST,1
28/02/2016,ST,2
28/02/2016,ST,3
28/02/2016,ST,4
28/02/2016,ST,5
28/02/2016,ST,6
28/02/2016,ST,7
28/02/2016,ST,8
28/02/2016,ST,9
28/02/2016,ST,10
02/03/2016,HV,1
02/03/2016,HV,2
02/03/2016,HV,3
02/03/2016,HV,4
02/03/2016,HV,5
02/03/2016,HV,6
02/03/2016,HV,7
02/03/2016,HV,8
06/03/2016,ST,1
06/03/2016,ST,2
06/03/2016,ST,3
06/03/2016,ST,4
06/03/2016,ST,5
06/03/2016,ST,6
06/03/2016,ST,7
06/03/2016,ST,8
06/03/2016,ST,9
06/03/2016,ST,10
06/03/2016,ST,11
09/03/2016,HV,1
09/03/2016,HV,2
09/03/2016,HV,3
09/03/2016,HV,4
09/03/2016,HV,5
09/03/2016,HV,6
09/03/2016,HV,7
09/03/2016,HV,8
13/03/2016,ST,1
13/03/2016,ST,2
13/03/2016,ST,3
13/03/2016,ST,4
13/03/2016,ST,5
13/03/2016,ST,6
13/03/2016,ST,7
13/03/2016,ST,8
13/03/2016,ST,9
13/03/2016,ST,10
16/03/2016,HV,1
16/03/2016,HV,2
16/03/2016,HV,3
16/03/2016,HV,4
16/03/2016,HV,5
16/03/2016,HV,6
16/03/2016,HV,7
16/03/2016,HV,8
20/03/2016,ST,1
20/03/2016,ST,2
20/03/2016,ST,3
20/03/2016,ST,4
20/03/2016,ST,5
20/03/2016,ST,6
