Date,Course,RaceNumber
10/02/2018,ST,8
10/02/2018,ST,9
10/02/2018,ST,10
14/02/2018,HV,1
14/02/2018,HV,2
14/02/2018,HV,3
14/02/2018,HV,4
14/02/2018,HV,5
14/02/2018,HV,6
14/02/2018,HV,7
14/02/2018,HV,8
18/02/2018,ST,1
18/02/2018,ST,2
18/02/2018,ST,3
18/02/2018,ST,4
18/02/2018,ST,5
18/02/2018,ST,6
18/02/2018,ST,7
18/02/2018,ST,8
18/02/2018,ST,9
18/02/2018,ST,10
18/02/2018,ST,11
21/02/2018,HV,1
21/02/2018,HV,2
21/02/2018,HV,3
21/02/2018,HV,4
21/02/2018,HV,5
21/02/2018,HV,6
21/02/2018,HV,7
21/02/2018,HV,8
21/02/2018,HV,9
25/02/2018,ST,1
25/02/2018,ST,2
25/02/2018,ST,3
25/02/2018,ST,4
25/02/2018,ST,5
25/02/2018,ST,6
25/02/2018,ST,7
25/02/2018,ST,8
25/02/2018,ST,9
25/02/2018,ST,10
25/02/2018,ST,11
28/02/2018,ST,1
28/02/2018,ST,2
28/02/2018,ST,3
28/02/2018,ST,4
28/02/2018,ST,5
28/02/2018,ST,6
28/02/2018,ST,7
28/02/2018,ST,8
03/03/2018,ST,1
03/03/2018,ST,2
03/03/2018,ST,3
03/03/2018,ST,4
03/03/2018,ST,5
03/03/2018,ST,6
03/03/2018,ST,7
03/03/2018,ST,8
03/03/2018,ST,9
03/03/2018,ST,10
07/03/2018,HV,1
07/03/2018,HV,2
07/03/2018,HV,3
07/03/2018,HV,4
07/03/2018,HV,5
07/03/2018,HV,6
07/03/2018,HV,7
07/03/2018,HV,8
11/03/2018,ST,1
11/03/2018,ST,2
11/03/2018,ST,3
11/03/2018,ST,4
11/03/2018,ST,5
11/03/2018,ST,6
11/03/2018,ST,7
11/03/2018,ST,8
11/03/2018,ST,9
11/03/2018,ST,10
14/03/2018,HV,1
14/03/2018,HV,2
14/03/2018,HV,3
14/03/2018,HV,4
14/03/2018,HV,5
14/03/2018,HV,6
14/03/2018,HV,7
14/03/2018,HV,8
18/03/2018,ST,1
18/03/2018,ST,2
18/03/2018,ST,3
18/03/2018,ST,4
18/03/2018,ST,5
18/03/2018,ST,6
18/03/2018,ST,7
18/03/2018,ST,8
18/03/2018,ST,9
18/03/2018,ST,10
21/03/2018,HV,1
21/03/2018,HV,2
21/03/2018,HV,3
21/03/2018,HV,4
21/03/2018,HV,5
21/03/2018,HV,6
21/03/2018,HV,7
21/03/2018,HV,8
25/03/2018,ST,1
25/03/2018,ST,2
25/03/2018,ST,3
25/03/2018,ST,4
25/03/2018,ST,5
25/03/2018,ST,6
25/03/2018,ST,7
25/03/2018,ST,8
25/03/2018,ST,9
25/03/2018,ST,10
28/03/2018,HV,1
28/03/2018,HV,2
28/03/2018,HV,3
28/03/2018,HV,4
28/03/2018,HV,5
28/03/2018,HV,6
28/03/2018,HV,7
28/03/2018,HV,8
02/04/2018,ST,1
02/04/2018,ST,2
02/04/2018,ST,3
02/04/2018,ST,4
02/04/2018,ST,5
02/04/2018,ST,6
02/04/2018,ST,7
02/04/2018,ST,8
02/04/2018,ST,9
02/04/2018,ST,10
08/04/2018,ST,1
08/04/2018,ST,2
08/04/2018,ST,3
08/04/2018,ST,4
08/04/2018,ST,5
08/04/2018,ST,6
08/04/2018,ST,7
08/04/2018,ST,8
08/04/2018,ST,9
08/04/2018,ST,10
11/04/2018,HV,1
11/04/2018,HV,2
11/04/2018,HV,3
11/04/2018,HV,4
11/04/2018,HV,5
11/04/2018,HV,6
11/04/2018,HV,7
11/04/2018,HV,8
15/04/2018,ST,1
15/04/2018,ST,2
15/04/2018,ST,3
15/04/2018,ST,4
15/04/2018,ST,5
15/04/2018,ST,6
15/04/2018,ST,7
15/04/2018,ST,8
15/04/2018,ST,9
15/04/2018,ST,10
15/04/2018,ST,11
18/04/2018,HV,1
18/04/2018,HV,2
18/04/2018,HV,3
18/04/2018,HV,4
18/04/2018,HV,5
18/04/2018,HV,6
18/04/2018,HV,7
18/04/2018,HV,8
21/04/2018,ST,1
21/04/2018,ST,2
21/04/2018,ST,3
21/04/2018,ST,4
21/04/2018,ST,5
21/04/2018,ST,6
21/04/2018,ST,7
21/04/2018,ST,8
21/04/2018,ST,9
21/04/2018,ST,10
25/04/2018,HV,1
25/04/2018,HV,2
25/04/2018,HV,3
25/04/2018,HV,4
25/04/2018,HV,5
25/04/2018,HV,6
25/04/2018,HV,7
25/04/2018,HV,8
29/04/2018,ST,1
29/04/2018,ST,2
29/04/2018,ST,3
29/04/2018,ST,4
29/04/2018,ST,5
29/04/2018,ST,6
29/04/2018,ST,7
29/04/2018,ST,8
29/04/2018,ST,9
29/04/2018,ST,10
02/05/2018,ST,1
02/05/2018,ST,2
02/05/2018,ST,3
02/05/2018,ST,4
02/05/2018,ST,5
02/05/2018,ST,6
02/05/2018,ST,7
02/05/2018,ST,8
09/05/2018,HV,1
09/05/2018,HV,2
09/05/2018,HV,3
09/05/2018,HV,4
09/05/2018,HV,5
09/05/2018,HV,6
09/05/2018,HV,7
09/05/2018,HV,8
12/05/2018,ST,1
12/05/2018,ST,2
12/05/2018,ST,3
12/05/2018,ST,4
12/05/2018,ST,5
12/05/2018,ST,6
12/05/2018,ST,7
12/05/2018,ST,8
12/05/2018,ST,9
12/05/2018,ST,10
16/05/2018,HV,1
16/05/2018,HV,2
16/05/2018,HV,3
16/05/2018,HV,4
16/05/2018,HV,5
16/05/2018,HV,6
16/05/2018,HV,7
16/05/2018,HV,8
20/05/2018,ST,1
20/05/2018,ST,2
20/05/2018,ST,3
20/05/2018,ST,4
20/05/2018,ST,5
20/05/2018,ST,6
20/05/2018,ST,7
20/05/2018,ST,8
20/05/2018,ST,9
20/05/2018,ST,10
23/05/2018,HV,1
23/05/2018,HV,2
23/05/2018,HV,3
23/05/2018,HV,4
23/05/2018,HV,5
23/05/2018,HV,6
23/05/2018,HV,7
23/05/2018,HV,8
27/05/2018,ST,1
27/05/2018,ST,2
27/05/2018,ST,3
27/05/2018,ST,4
27/05/2018,ST,5
27/05/2018,ST,6
27/05/2018,ST,7
27/05/2018,ST,8
27/05/2018,ST,9
27/05/2018,ST,10
27/05/2018,ST,11
30/05/2018,ST,1
30/05/2018,ST,2
30/05/2018,ST,3
30/05/2018,ST,4
30/05/2018,ST,5
30/05/2018,ST,6
30/05/2018,ST,7
30/05/2018,ST,8
03/06/2018,ST,1
03/06/2018,ST,2
03/06/2018,ST,3
03/06/2018,ST,4
03/06/2018,ST,5
03/06/2018,ST,6
03/06/2018,ST,7
03/06/2018,ST,8
03/06/2018,ST,9
03/06/2018,ST,10
06/06/2018,HV,1
06/06/2018,HV,2
06/06/2018,HV,3
06/06/2018,HV,4
06/06/2018,HV,5
06/06/2018,HV,6
06/06/2018,HV,7
06/06/2018,HV,8
10/06/2018,ST,1
10/06/2018,ST,2
10/06/2018,ST,3
10/06/2018,ST,4
10/06/2018,ST,5
10/06/2018,ST,6
10/06/2018,ST,7
10/06/2018,ST,8
10/06/2018,ST,9
10/06/2018,ST,10
13/06/2018,HV,1
13/06/2018,HV,2
13/06/2018,HV,3
13/06/2018,HV,4
13/06/2018,HV,5
13/06/2018,HV,6
13/06/2018,HV,7
13/06/2018,HV,8
16/06/2018,ST,1
16/06/2018,ST,2
16/06/2018,ST,3
16/06/2018,ST,4
16/06/2018,ST,5
16/06/2018,ST,6
16/06/2018,ST,7
16/06/2018,ST,8
16/06/2018,ST,9
16/06/2018,ST,10
24/06/2018,ST,1
24/06/2018,ST,2
24/06/2018,ST,3
24/06/2018,ST,4
24/06/2018,ST,5
24/06/2018,ST,6
24/06/2018,ST,7
24/06/2018,ST,8
24/06/2018,ST,9
24/06/2018,ST,10
27/06/2018,HV,1
27/06/2018,HV,2
27/06/2018,HV,3
27/06/2018,HV,4
27/06/2018,HV,5
27/06/2018,HV,6
27/06/2018,HV,7
27/06/2018,HV,8
01/07/2018,ST,1
01/07/2018,ST,2
01/07/2018,ST,3
01/07/2018,ST,4
01/07/2018,ST,5
01/07/2018,ST,6
01/07/2018,ST,7
01/07/2018,ST,8
01/07/2018,ST,9
01/07/2018,ST,10
04/07/2018,HV,1
04/07/2018,HV,2
04/07/2018,HV,3
04/07/2018,HV,4
04/07/2018,HV,5
04/07/2018,HV,6
04/07/2018,HV,7
04/07/2018,HV,8
08/07/2018,ST,1
08/07/2018,ST,2
08/07/2018,ST,3
08/07/2018,ST,4
08/07/2018,ST,5
08/07/2018,ST,6
08/07/2018,ST,7
08/07/2018,ST,8
08/07/2018,ST,9
08/07/2018,ST,10
08/07/2018,ST,11
11/07/2018,HV,1
11/07/2018,HV,2
11/07/2018,HV,3
11/07/2018,HV,4
11/07/2018,HV,5
11/07/2018,HV,6
11/07/2018,HV,7
11/07/2018,HV,8
15/07/2018,ST,1
15/07/2018,ST,2
15/07/2018,ST,3
15/07/2018,ST,4
15/07/2018,ST,5
15/07/2018,ST,6
15/07/2018,ST,7
15/07/2018,ST,8
15/07/2018,ST,9
15/07/2018,ST,10
15/07/2018,ST,11
02/09/2018,ST,1
02/09/2018,ST,2
02/09/2018,ST,3
02/09/2018,ST,4
02/09/2018,ST,5
02/09/2018,ST,6
02/09/2018,ST,7
02/09/2018,ST,8
02/09/2018,ST,9
02/09/2018,ST,10
05/09/2018,HV,1
05/09/2018,HV,2
05/09/2018,HV,3
05/09/2018,HV,4
05/09/2018,HV,5
05/09/2018,HV,6
05/09/2018,HV,7
05/09/2018,HV,8
09/09/2018,ST,1
09/09/2018,ST,2
09/09/2018,ST,3
09/09/2018,ST,4
09/09/2018,ST,5
09/09/2018,ST,6
09/09/2018,ST,7
09/09/2018,ST,8
09/09/2018,ST,9
09/09/2018,ST,10
12/09/2018,HV,1
12/09/2018,HV,2
12/09/2018,HV,3
12/09/2018,HV,4
12/09/2018,HV,5
12/09/2018,HV,6
12/09/2018,HV,7
12/09/2018,HV,8
22/09/2018,ST,1
22/09/2018,ST,2
22/09/2018,ST,3
22/09/2018,ST,4
22/09/2018,ST,5
22/09/2018,ST,6
22/09/2018,ST,7
22/09/2018,ST,8
22/09/2018,ST,9
22/09/2018,ST,10
26/09/2018,HV,1
26/09/2018,HV,2
26/09/2018,HV,3
26/09/2018,HV,4
26/09/2018,HV,5
26/09/2018,HV,6
26/09/2018,HV,7
26/09/2018,HV,8
01/10/2018,ST,1
01/10/2018,ST,2
01/10/2018,ST,3
01/10/2018,ST,4
01/10/2018,ST,5
01/10/2018,ST,6
01/10/2018,ST,7
01/10/2018,ST,8
01/10/2018,ST,9
01/10/2018,ST,10
03/10/2018,HV,1
03/10/2018,HV,2
03/10/2018,HV,3
03/10/2018,HV,4
03/10/2018,HV,5
03/10/2018,HV,6
03/10/2018,HV,7
03/10/2018,HV,8
07/10/2018,ST,1
07/10/2018,ST,2
07/10/2018,ST,3
07/10/2018,ST,4
07/10/2018,ST,5
07/10/2018,ST,6
07/10/2018,ST,7
07/10/2018,ST,8
07/10/2018,ST,9
07/10/2018,ST,10
10/10/2018,HV,1
10/10/2018,HV,2
10/10/2018,HV,3
10/10/2018,HV,4
10/10/2018,HV,5
10/10/2018,HV,6
10/10/2018,HV,7
10/10/2018,HV,8
13/10/2018,ST,1
13/10/2018,ST,2
13/10/2018,ST,3
13/10/2018,ST,4
13/10/2018,ST,5
13/10/2018,ST,6
13/10/2018,ST,7
13/10/2018,ST,8
18/10/2018,HV,1
18/10/2018,HV,2
18/10/2018,HV,3
18/10/2018,HV,4
18/10/2018,HV,5
18/10/2018,HV,6
18/10/2018,HV,7
18/10/2018,HV,8
21/10/2018,ST,1
21/10/2018,ST,2
21/10/2018,ST,3
21/10/2018,ST,4
21/10/2018,ST,5
21/10/2018,ST,6
21/10/2018,ST,7
21/10/2018,ST,8
21/10/2018,ST,9
21/10/2018,ST,10
24/10/2018,HV,1
24/10/2018,HV,2
24/10/2018,HV,3
24/10/2018,HV,4
24/10/2018,HV,5
24/10/2018,HV,6
24/10/2018,HV,7
24/10/2018,HV,8
28/10/2018,HV,1
28/10/2018,HV,2
28/10/2018,HV,3
28/10/2018,HV,4
28/10/2018,HV,5
28/10/2018,HV,6
28/10/2018,HV,7
28/10/2018,HV,8
28/10/2018,HV,9
28/10/2018,HV,10
31/10/2018,ST,1
31/10/2018,ST,2
31/10/2018,ST,3
31/10/2018,ST,4
31/10/2018,ST,5
31/10/2018,ST,6
31/10/2018,ST,7
31/10/2018,ST,8
04/11/2018,ST,1
04/11/2018,ST,2
04/11/2018,ST,3
04/11/2018,ST,4
04/11/2018,ST,5
04/11/2018,ST,6
04/11/2018,ST,7
04/11/2018,ST,8
04/11/2018,ST,9
04/11/2018,ST,10
07/11/2018,HV,1
07/11/2018,HV,2
07/11/2018,HV,3
07/11/2018,HV,4
07/11/2018,HV,5
07/11/2018,HV,6
07/11/2018,HV,7
07/11/2018,HV,8
10/11/2018,ST,1
10/11/2018,ST,2
10/11/2018,ST,3
10/11/2018,ST,4
10/11/2018,ST,5
10/11/2018,ST,6
10/11/2018,ST,7
10/11/2018,ST,8
10/11/2018,ST,9
10/11/2018,ST,10
14/11/2018,HV,1
14/11/2018,HV,2
14/11/2018,HV,3
14/11/2018,HV,4
14/11/2018,HV,5
14/11/2018,HV,6
14/11/2018,HV,7
14/11/2018,HV,8
18/11/2018,ST,1
18/11/2018,ST,2
18/11/2018,ST,3
18/11/2018,ST,4
18/11/2018,ST,5
18/11/2018,ST,6
18/11/2018,ST,7
18/11/2018,ST,8
18/11/2018,ST,9
18/11/2018,ST,10
21/11/2018,HV,1
21/11/2018,HV,2
21/11/2018,HV,3
21/11/2018,HV,4
21/11/2018,HV,5
21/11/2018,HV,6
21/11/2018,HV,7
21/11/2018,HV,8
25/11/2018,ST,1
25/11/2018,ST,2
25/11/2018,ST,3
25/11/2018,ST,4
25/11/2018,ST,5
25/11/2018,ST,6
25/11/2018,ST,7
25/11/2018,ST,8
25/11/2018,ST,9
25/11/2018,ST,10
28/11/2018,HV,1
28/11/2018,HV,2
28/11/2018,HV,3
28/11/2018,HV,4
28/11/2018,HV,5
28/11/2018,HV,6
28/11/2018,HV,7
28/11/2018,HV,8
02/12/2018,ST,1
02/12/2018,ST,2
02/12/2018,ST,3
02/12/2018,ST,4
02/12/2018,ST,5
02/12/2018,ST,6
02/12/2018,ST,7
02/12/2018,ST,8
02/12/2018,ST,9
02/12/2018,ST,10
05/12/2018,HV,1
05/12/2018,HV,2
05/12/2018,HV,3
05/12/2018,HV,4
05/12/2018,HV,5
05/12/2018,HV,6
05/12/2018,HV,7
05/12/2018,HV,8
05/12/2018,HV,9
09/12/2018,ST,1
09/12/2018,ST,2
09/12/2018,ST,3
09/12/2018,ST,4
09/12/2018,ST,5
09/12/2018,ST,6
09/12/2018,ST,7
09/12/2018,ST,8
09/12/2018,ST,9
09/12/2018,ST,10
12/12/2018,HV,1
12/12/2018,HV,2
12/12/2018,HV,3
12/12/2018,HV,4
12/12/2018,HV,5
12/12/2018,HV,6
12/12/2018,HV,7
12/12/2018,HV,8
16/12/2018,ST,1
16/12/2018,ST,2
16/12/2018,ST,3
16/12/2018,ST,4
16/12/2018,ST,5
16/12/2018,ST,6
16/12/2018,ST,7
16/12/2018,ST,8
16/12/2018,ST,9
16/12/2018,ST,10
16/12/2018,ST,11
19/12/2018,ST,1
19/12/2018,ST,2
19/12/2018,ST,3
19/12/2018,ST,4
19/12/2018,ST,5
19/12/2018,ST,6
19/12/2018,ST,7
19/12/2018,ST,8
23/12/2018,ST,1
23/12/2018,ST,2
23/12/2018,ST,3
23/12/2018,ST,4
23/12/2018,ST,5
23/12/2018,ST,6
23/12/2018,ST,7
23/12/2018,ST,8
23/12/2018,ST,9
23/12/2018,ST,10
26/12/2018,HV,1
26/12/2018,HV,2
26/12/2018,HV,3
26/12/2018,HV,4
26/12/2018,HV,5
26/12/2018,HV,6
26/12/2018,HV,7
26/12/2018,HV,8
29/12/2018,ST,1
29/12/2018,ST,2
29/12/2018,ST,3
29/12/2018,ST,4
29/12/2018,ST,5
29/12/2018,ST,6
29/12/2018,ST,7
29/12/2018,ST,8
29/12/2018,ST,9
29/12/2018,ST,10
01/01/2019,ST,1
01/01/2019,ST,2
01/01/2019,ST,3
01/01/2019,ST,4
01/01/2019,ST,5
01/01/2019,ST,6
01/01/2019,ST,7
01/01/2019,ST,8
01/01/2019,ST,9
01/01/2019,ST,10
01/01/2019,ST,11
06/01/2019,ST,1
06/01/2019,ST,2
06/01/2019,ST,3
06/01/2019,ST,4
06/01/2019,ST,5
06/01/2019,ST,6
06/01/2019,ST,7
06/01/2019,ST,8
06/01/2019,ST,9
06/01/2019,ST,10
09/01/2019,HV,1
09/01/2019,HV,2
09/01/2019,HV,3
09/01/2019,HV,4
09/01/2019,HV,5
09/01/2019,HV,6
09/01/2019,HV,7
09/01/2019,HV,8
12/01/2019,ST,1
12/01/2019,ST,2
12/01/2019,ST,3
12/01/2019,ST,4
12/01/2019,ST,5
12/01/2019,ST,6
12/01/2019,ST,7
12/01/2019,ST,8
12/01/2019,ST,9
12/01/2019,ST,10
16/01/2019,HV,1
16/01/2019,HV,2
16/01/2019,HV,3
16/01/2019,HV,4
16/01/2019,HV,5
16/01/2019,HV,6
16/01/2019,HV,7
16/01/2019,HV,8
20/01/2019,ST,1
20/01/2019,ST,2
20/01/2019,ST,3
20/01/2019,ST,4
20/01/2019,ST,5
20/01/2019,ST,6
20/01/2019,ST,7
20/01/2019,ST,8
20/01/2019,ST,9
20/01/2019,ST,10
23/01/2019,HV,1
23/01/2019,HV,2
23/01/2019,HV,3
23/01/2019,HV,4
23/01/2019,HV,5
23/01/2019,HV,6
23/01/2019,HV,7
23/01/2019,HV,8
27/01/2019,ST,1
27/01/2019,ST,2
27/01/2019,ST,3
27/01/2019,ST,4
27/01/2019,ST,5
27/01/2019,ST,6
27/01/2019,ST,7
27/01/2019,ST,8
27/01/2019,ST,9
27/01/2019,ST,10
30/01/2019,HV,1
30/01/2019,HV,2
30/01/2019,HV,3
30/01/2019,HV,4
30/01/2019,HV,5
30/01/2019,HV,6
30/01/2019,HV,7
30/01/2019,HV,8
02/02/2019,ST,1
02/02/2019,ST,2
02/02/2019,ST,3
02/02/2019,ST,4
02/02/2019,ST,5
02/02/2019,ST,6
02/02/2019,ST,7
02/02/2019,ST,8
02/02/2019,ST,9
02/02/2019,ST,10
07/02/2019,ST,1
07/02/2019,ST,2
07/02/2019,ST,3
07/02/2019,ST,4
07/02/2019,ST,5
07/02/2019,ST,6
07/02/2019,ST,7
07/02/2019,ST,8
07/02/2019,ST,9
07/02/2019,ST,10
07/02/2019,ST,11
10/02/2019,ST,1
10/02/2019,ST,2
10/02/2019,ST,3
10/02/2019,ST,4
10/02/2019,ST,5
10/02/2019,ST,6
10/02/2019,ST,7
10/02/2019,ST,8
10/02/2019,ST,9
10/02/2019,ST,10
13/02/2019,HV,1
13/02/2019,HV,2
13/02/2019,HV,3
13/02/2019,HV,4
13/02/2019,HV,5
13/02/2019,HV,6
13/02/2019,HV,7
13/02/2019,HV,8
13/02/2019,HV,9
17/02/2019,ST,1
17/02/2019,ST,2
17/02/2019,ST,3
17/02/2019,ST,4
17/02/2019,ST,5
17/02/2019,ST,6
17/02/2019,ST,7
17/02/2019,ST,8
17/02/2019,ST,9
17/02/2019,ST,10
20/02/2019,HV,1
20/02/2019,HV,2
20/02/2019,HV,3
20/02/2019,HV,4
20/02/2019,HV,5
20/02/2019,HV,6
20/02/2019,HV,7
20/02/2019,HV,8
24/02/2019,ST,1
24/02/2019,ST,2
24/02/2019,ST,3
24/02/2019,ST,4
24/02/2019,ST,5
24/02/2019,ST,6
24/02/2019,ST,7
24/02/2019,ST,8
24/02/2019,ST,9
24/02/2019,ST,10
27/02/2019,HV,1
27/02/2019,HV,2
27/02/2019,HV,3
27/02/2019,HV,4
27/02/2019,HV,5
27/02/2019,HV,6
27/02/2019,HV,7
27/02/2019,HV,8
02/03/2019,ST,1
02/03/2019,ST,2
02/03/2019,ST,3
02/03/2019,ST,4
02/03/2019,ST,5
02/03/2019,ST,6
02/03/2019,ST,7
02/03/2019,ST,8
02/03/2019,ST,9
02/03/2019,ST,10
06/03/2019,HV,1
06/03/2019,HV,2
06/03/2019,HV,3
06/03/2019,HV,4
06/03/2019,HV,5
06/03/2019,HV,6
06/03/2019,HV,7
06/03/2019,HV,8
10/03/2019,ST,1
10/03/2019,ST,2
10/03/2019,ST,3
10/03/2019,ST,4
10/03/2019,ST,5
10/03/2019,ST,6
10/03/2019,ST,7
10/03/2019,ST,8
10/03/2019,ST,9
10/03/2019,ST,10
10/03/2019,ST,11
13/03/2019,HV,1
13/03/2019,HV,2
13/03/2019,HV,3
13/03/2019,HV,4
13/03/2019,HV,5
13/03/2019,HV,6
13/03/2019,HV,7
13/03/2019,HV,8
17/03/2019,ST,1
17/03/2019,ST,2
17/03/2019,ST,3
17/03/2019,ST,4
17/03/2019,ST,5
17/03/2019,ST,6
17/03/2019,ST,7
17/03/2019,ST,8
17/03/2019,ST,9
17/03/2019,ST,10
20/03/2019,HV,1
20/03/2019,HV,2
20/03/2019,HV,3
20/03/2019,HV,4
20/03/2019,HV,5
20/03/2019,HV,6
20/03/2019,HV,7
20/03/2019,HV,8
24/03/2019,ST,1
24/03/2019,ST,2
24/03/2019,ST,3
24/03/2019,ST,4
24/03/2019,ST,5
24/03/2019,ST,6
24/03/2019,ST,7
24/03/2019,ST,8
24/03/2019,ST,9
24/03/2019,ST,10
27/03/2019,HV,1
27/03/2019,HV,2
27/03/2019,HV,3
27/03/2019,HV,4
27/03/2019,HV,5
27/03/2019,HV,6
27/03/2019,HV,7
27/03/2019,HV,8
31/03/2019,ST,1
31/03/2019,ST,2
31/03/2019,ST,3
31/03/2019,ST,4
31/03/2019,ST,5
31/03/2019,ST,6
31/03/2019,ST,7
31/03/2019,ST,8
31/03/2019,ST,9
31/03/2019,ST,10
03/04/2019,ST,1
03/04/2019,ST,2
03/04/2019,ST,3
03/04/2019,ST,4
03/04/2019,ST,5
03/04/2019,ST,6
03/04/2019,ST,7
03/04/2019,ST,8
07/04/2019,ST,1
07/04/2019,ST,2
07/04/2019,ST,3
07/04/2019,ST,4
07/04/2019,ST,5
07/04/2019,ST,6
07/04/2019,ST,7
07/04/2019,ST,8
07/04/2019,ST,9
07/04/2019,ST,10
10/04/2019,HV,1
10/04/2019,HV,2
10/04/2019,HV,3
10/04/2019,HV,4
10/04/2019,HV,5
10/04/2019,HV,6
10/04/2019,HV,7
10/04/2019,HV,8
14/04/2019,ST,1
14/04/2019,ST,2
14/04/2019,ST,3
14/04/2019,ST,4
14/04/2019,ST,5
14/04/2019,ST,6
14/04/2019,ST,7
14/04/2019,ST,8
14/04/2019,ST,9
14/04/2019,ST,10
14/04/2019,ST,11
17/04/2019,HV,1
17/04/2019,HV,2
17/04/2019,HV,3
17/04/2019,HV,4
17/04/2019,HV,5
17/04/2019,HV,6
17/04/2019,HV,7
17/04/2019,HV,8
22/04/2019,ST,1
22/04/2019,ST,2
22/04/2019,ST,3
22/04/2019,ST,4
22/04/2019,ST,5
22/04/2019,ST,6
22/04/2019,ST,7
22/04/2019,ST,8
22/04/2019,ST,9
22/04/2019,ST,10
24/04/2019,HV,1
24/04/2019,HV,2
24/04/2019,HV,3
24/04/2019,HV,4
24/04/2019,HV,5
24/04/2019,HV,6
24/04/2019,HV,7
24/04/2019,HV,8
28/04/2019,ST,1
28/04/2019,ST,2
28/04/2019,ST,3
28/04/2019,ST,4
28/04/2019,ST,5
28/04/2019,ST,6
28/04/2019,ST,7
28/04/2019,ST,8
28/04/2019,ST,9
28/04/2019,ST,10
01/05/2019,HV,1
01/05/2019,HV,2
01/05/2019,HV,3
01/05/2019,HV,4
01/05/2019,HV,5
01/05/2019,HV,6
01/05/2019,HV,7
01/05/2019,HV,8
05/05/2019,ST,1
05/05/2019,ST,2
05/05/2019,ST,3
05/05/2019,ST,4
05/05/2019,ST,5
05/05/2019,ST,6
05/05/2019,ST,7
05/05/2019,ST,8
05/05/2019,ST,9
05/05/2019,ST,10
05/05/2019,ST,11
08/05/2019,ST,1
08/05/2019,ST,2
08/05/2019,ST,3
08/05/2019,ST,4
08/05/2019,ST,5
08/05/2019,ST,6
08/05/2019,ST,7
08/05/2019,ST,8
11/05/2019,ST,1
11/05/2019,ST,2
11/05/2019,ST,3
11/05/2019,ST,4
11/05/2019,ST,5
11/05/2019,ST,6
11/05/2019,ST,7
11/05/2019,ST,8
11/05/2019,ST,9
11/05/2019,ST,10
15/05/2019,HV,1
15/05/2019,HV,2
15/05/2019,HV,3
15/05/2019,HV,4
15/05/2019,HV,5
15/05/2019,HV,6
15/05/2019,HV,7
15/05/2019,HV,8
18/05/2019,ST,1
18/05/2019,ST,2
18/05/2019,ST,3
18/05/2019,ST,4
18/05/2019,ST,5
18/05/2019,ST,6
18/05/2019,ST,7
18/05/2019,ST,8
18/05/2019,ST,9
18/05/2019,ST,10
22/05/2019,HV,1
22/05/2019,HV,2
22/05/2019,HV,3
22/05/2019,HV,4
22/05/2019,HV,5
22/05/2019,HV,6
22/05/2019,HV,7
22/05/2019,HV,8
26/05/2019,ST,1
26/05/2019,ST,2
26/05/2019,ST,3
26/05/2019,ST,4
26/05/2019,ST,5
26/05/2019,ST,6
26/05/2019,ST,7
26/05/2019,ST,8
26/05/2019,ST,9
26/05/2019,ST,10
26/05/2019,ST,11
29/05/2019,HV,1
29/05/2019,HV,2
29/05/2019,HV,3
29/05/2019,HV,4
29/05/2019,HV,5
29/05/2019,HV,6
29/05/2019,HV,7
29/05/2019,HV,8
02/06/2019,ST,1
02/06/2019,ST,2
02/06/2019,ST,3
02/06/2019,ST,4
02/06/2019,ST,5
02/06/2019,ST,6
02/06/2019,ST,7
02/06/2019,ST,8
02/06/2019,ST,9
02/06/2019,ST,10
02/06/2019,ST,11
05/06/2019,HV,1
05/06/2019,HV,2
05/06/2019,HV,3
05/06/2019,HV,4
05/06/2019,HV,5
05/06/2019,HV,6
05/06/2019,HV,7
05/06/2019,HV,8
08/06/2019,ST,1
08/06/2019,ST,2
08/06/2019,ST,3
08/06/2019,ST,4
08/06/2019,ST,5
08/06/2019,ST,6
08/06/2019,ST,7
08/06/2019,ST,8
08/06/2019,ST,9
08/06/2019,ST,10
12/06/2019,ST,1
12/06/2019,ST,2
12/06/2019,ST,3
12/06/2019,ST,4
12/06/2019,ST,5
12/06/2019,ST,6
12/06/2019,ST,7
12/06/2019,ST,8
16/06/2019,ST,1
16/06/2019,ST,2
16/06/2019,ST,3
16/06/2019,ST,4
16/06/2019,ST,5
16/06/2019,ST,6
16/06/2019,ST,7
16/06/2019,ST,8
16/06/2019,ST,9
16/06/2019,ST,10
16/06/2019,ST,11
23/06/2019,ST,1
23/06/2019,ST,2
23/06/2019,ST,3
23/06/2019,ST,4
23/06/2019,ST,5
23/06/2019,ST,6
23/06/2019,ST,7
23/06/2019,ST,8
23/06/2019,ST,9
23/06/2019,ST,10
26/06/2019,HV,1
26/06/2019,HV,2
26/06/2019,HV,3
26/06/2019,HV,4
26/06/2019,HV,5
26/06/2019,HV,6
26/06/2019,HV,7
26/06/2019,HV,8
01/07/2019,ST,1
01/07/2019,ST,2
01/07/2019,ST,3
01/07/2019,ST,4
01/07/2019,ST,5
01/07/2019,ST,6
01/07/2019,ST,7
01/07/2019,ST,8
01/07/2019,ST,9
01/07/2019,ST,10
03/07/2019,HV,1
03/07/2019,HV,2
03/07/2019,HV,3
03/07/2019,HV,4
03/07/2019,HV,5
03/07/2019,HV,6
03/07/2019,HV,7
03/07/2019,HV,8
07/07/2019,ST,1
07/07/2019,ST,2
07/07/2019,ST,3
07/07/2019,ST,4
07/07/2019,ST,5
07/07/2019,ST,6
