Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
7,7.0,YOUNG HERO (CH071),M L Yeung,A Lee,127,1020,5,3,6 6 6 6 7,1:50.38,22.0,2012/03/28,HV,4,Class 4,1800M,60-40,GOOD,"TURF - ""A"" Course",13.47,35.86,1:01.03,1:25.62,1:49.89,,13.47,22.39,25.17,24.59,24.27,nan
8,11.0,FELAROF (M175),M Chadwick,A S Cruz,113,1177,6,4-1/4,2 3 4 5 8,1:50.58,27.0,2012/03/28,HV,4,Class 4,1800M,60-40,GOOD,"TURF - ""A"" Course",13.47,35.86,1:01.03,1:25.62,1:49.89,,13.47,22.39,25.17,24.59,24.27,nan
9,9.0,CASA JUNIOR (M366),U Rispoli,A T Millard,123,1067,2,5,1 2 2 3 9,1:50.67,15.0,2012/03/28,HV,4,Class 4,1800M,60-40,GOOD,"TURF - ""A"" Course",13.47,35.86,1:01.03,1:25.62,1:49.89,,13.47,22.39,25.17,24.59,24.27,nan
10,1.0,EASY GOLD (CL431),O Doleuze,R Gibson,133,1180,4,5,4 4 3 4 10,1:50.69,6.7,2012/03/28,HV,4,Class 4,1800M,60-40,GOOD,"TURF - ""A"" Course",13.47,35.86,1:01.03,1:25.62,1:49.89,,13.47,22.39,25.17,24.59,24.27,nan
11,3.0,HEALTHY MANNER (CL151),G Mosse,C S Shum,132,1148,1,5-1/4,8 8 8 8 11,1:50.73,15.0,2012/03/28,HV,4,Class 4,1800M,60-40,GOOD,"TURF - ""A"" Course",13.47,35.86,1:01.03,1:25.62,1:49.89,,13.47,22.39,25.17,24.59,24.27,nan
12,8.0,REDOUTE STAR (CK245),T Clark,A S Cruz,125,1063,7,6-3/4,10 10 10 10 12,1:50.96,27.0,2012/03/28,HV,4,Class 4,1800M,60-40,GOOD,"TURF - ""A"" Course",13.47,35.86,1:01.03,1:25.62,1:49.89,,13.47,22.39,25.17,24.59,24.27,nan
1,10.0,FRESH AIR (CL206),Z Purton,Y S Tsui,119,1112,9,-,8 7 1,1:10.17,49.0,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
2,6.0,GLENEALY STAR (CH284),K C Ng,C H Yip,115,1074,4,NOSE,6 6 2,1:10.18,7.4,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
3,12.0,MY GOAL (CJ131),M Du Plessis,B K Ng,118,1076,7,1/2,7 8 3,1:10.26,14.0,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
4,4.0,MR VIGOROUS (CL189),T H So,L Ho,122,1030,5,1-1/2,4 4 4,1:10.42,8.4,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
5,3.0,IMPERIAL ROME (N012),T Clark,D E Ferraris,127,1014,2,1-1/2,5 5 5,1:10.42,60.0,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
6,11.0,GOOD STRIKE (CJ351),M L Yeung,A Lee,115,1104,12,1-3/4,10 9 6,1:10.44,33.0,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
7,2.0,ALL VICTORY (M107),M Chadwick,A S Cruz,128,1116,11,1-3/4,11 12 7,1:10.45,35.0,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
8,1.0,FIRST IN COMMAND (CL085),Y T Cheng,J Moore,130,1111,3,2,9 10 8,1:10.48,37.0,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
9,5.0,EURO POWER (CL188),U Rispoli,K L Man,126,1074,10,3,12 11 9,1:10.65,62.0,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
10,9.0,DR SUPER (N096),D Whyte,J Size,122,1308,8,3-1/2,1 2 10,1:10.74,2.3,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
11,8.0,FREE AND EASY (CL049),A Suborics,K W Lui,123,1120,6,3-1/2,2 1 11,1:10.74,19.0,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
12,7.0,ULTIMATE WINNERS (CL428),B Prebble,C W Chang,125,1174,1,5-3/4,3 3 12,1:11.08,3.7,2012/03/28,HV,5,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.56,46.25,1:10.17,,,,23.56,22.69,23.92,nan,nan,nan
1,4.0,SUNRISE (CK026),D Whyte,C H Yip,128,1095,6,-,9 9 8 1,1:40.71,5.4,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
2,9.0,ENTHUSING (N007),O Doleuze,R Gibson,120,1071,12,2-1/4,10 10 11 2,1:41.05,7.1,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
3,12.0,VERY WELL (M161),Y T Cheng,T W Leung,113,1143,5,2-1/4,11 11 10 3,1:41.08,8.2,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
4,3.0,UPGRADING (CK367),G Mosse,A Schutz,130,1014,1,2-3/4,6 5 6 4,1:41.14,5.6,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
5,6.0,FORTUNE WINNER (CK315),T Angland,P F Yiu,125,1096,11,4,12 12 12 5,1:41.35,33.0,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
6,2.0,THE UNTOUCHABLELAD (CK398),T H So,L Ho,126,1088,4,4-1/4,7 7 7 6,1:41.38,13.0,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
7,11.0,FLORA DANICA (M064),M Du Plessis,J Size,115,1110,2,4-1/2,4 3 4 7,1:41.43,6.4,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
8,7.0,HEART WOOD (M378),K C Ng,K L Man,114,1182,8,6-1/4,1 1 1 8,1:41.73,16.0,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
9,5.0,AMITYSHIP (CK023),A Suborics,P F Yiu,127,1141,7,6-3/4,5 6 5 9,1:41.80,40.0,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
10,1.0,FLYING SUPREME (CK226),C K Tong,C Fownes,131,1062,3,7,8 8 9 10,1:41.85,34.0,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
11,8.0,WINNING BOY (N186),T Clark,R Gibson,121,956,9,12-3/4,3 4 2 11,1:42.74,13.0,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
12,10.0,HORSE APLENTY (M376),Z Purton,Y S Tsui,120,1069,10,14-1/4,2 2 3 12,1:43.01,7.0,2012/03/28,HV,6,Class 3,1650M,80-60,GOOD,"TURF - ""A"" Course",27.36,51.45,1:17.00,1:40.71,,,27.36,24.09,25.55,23.71,nan,nan
1,3.0,HELENE SPIRIT (M310),G Mosse,C Fownes,127,1079,1,-,4 4 3 3 1,1:50.01,5.3,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
2,8.0,LIBERATOR (CL240),B Prebble,D E Ferraris,123,1055,9,1,1 2 2 2 2,1:50.16,2.9,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
3,2.0,OSVALDO (CK075),A Suborics,A Schutz,131,1143,4,1-1/4,9 8 7 7 3,1:50.20,7.9,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
4,6.0,EMPEROR CLAUDIUS (M128),D Whyte,J Size,123,1002,8,1-3/4,5 5 6 5 4,1:50.28,11,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
5,1.0,HAPPY GUYS (CL275),Z Purton,P F Yiu,133,1164,6,3-3/4,2 1 1 1 5,1:50.59,12,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
6,10.0,REGENCY WINNER (CK410),M Chadwick,A S Cruz,116,1094,2,3-3/4,7 6 5 6 6,1:50.62,12,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
7,4.0,HOT SHOT (CL289),M L Yeung,J Size,124,1035,5,4-1/2,3 3 4 4 7,1:50.72,8.2,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
8,7.0,JAMESINA (CH290),O Doleuze,D E Ferraris,123,1106,3,4-1/2,6 7 8 8 8,1:50.74,10,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
9,9.0,HEAR THE ROAR (M152),T Clark,S Woods,119,1164,7,6,8 9 9 9 9,1:50.96,10,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
WV,5.0,BERIO (CJ202),T H So,D J Hall,119,---,---,---,---,---,---,2012/03/28,HV,7,Class 2,1800M,100-80,GOOD,"TURF - ""A"" Course",13.56,35.78,1:00.90,1:26.54,1:50.01,,13.56,22.22,25.12,25.64,23.47,nan
1,11.0,GOOD BOY BOY (CK388),Z Purton,P O'Sullivan,119,1212,2,-,2 1 1,0:56.92,6.3,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
2,4.0,CHARLES THE GREAT (N171),D Whyte,J Moore,124,1031,10,2-1/2,7 10 2,0:57.31,7.8,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
3,2.0,EL ZONDA (CK132),M Chadwick,A S Cruz,127,1079,6,2-1/2,9 7 3,0:57.34,4.1,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
4,9.0,ORIENTAL PROSPER (N100),A Suborics,A T Millard,121,1189,7,2-3/4,3 3 4,0:57.38,7.3,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
5,5.0,BEAR HERO (M220),B Prebble,D E Ferraris,124,1156,9,3-1/2,6 8 5,0:57.50,3.6,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
6,6.0,SUPER PLUS (CJ090),M L Yeung,B K Ng,120,1046,3,3-3/4,5 5 6,0:57.52,15.0,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
7,8.0,CHARITY SPIRIT (M095),G Mosse,C S Shum,121,1082,4,3-3/4,10 6 7,0:57.53,21.0,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
8,7.0,DIAMOND ELEGANCE (N102),O Doleuze,R Gibson,122,1221,1,4,4 4 8,0:57.55,23.0,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
9,10.0,CARRY THE ZEAL (M010),M Du Plessis,D J Hall,120,1001,12,4-1/2,12 12 9,0:57.65,34.0,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
10,12.0,HAWTHORNE (CL136),C W Wong,P F Yiu,115,1047,8,4-3/4,1 2 10,0:57.69,34.0,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
11,3.0,MY NAME IS BOND (M287),Y T Cheng,C H Yip,123,1031,5,4-3/4,11 9 11,0:57.70,42.0,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
12,1.0,LONDON CHINA TOWN (CL236),T Angland,K L Man,133,1034,11,7,8 11 12,0:58.06,29.0,2012/03/28,HV,8,Class 2,1000M,95-75,GOOD,"TURF - ""A"" Course",12.74,34.15,56.92,,,,12.74,21.41,22.77,nan,nan,nan
1,6.0,TELECOM GOGO (CJ346),Z Purton,K W Lui,128,1089,9,-,12 11 10 6 1,2:03.74,12.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
2,2.0,SUNNY SKY (CL215),T Angland,C S Shum,133,1126,11,SH,6 8 9 5 2,2:03.75,12.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
3,12.0,KING GALILEO (CL028),U Rispoli,A Schutz,117,1104,6,2-1/4,8 10 11 8 3,2:04.10,9.1,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
4,10.0,KUNG HEI FAT CHOI (CL157),T Clark,R Gibson,118,1143,8,2-3/4,3 4 4 4 4,2:04.19,9.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
5,11.0,MR SPEEDY (M183),M Du Plessis,B K Ng,118,1061,5,4-3/4,2 2 2 1 5,2:04.49,4.8,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
6,8.0,FULL STAR (CL031),A Suborics,D Cruz,122,1048,1,5,7 7 6 9 6,2:04.52,5.3,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
7,4.0,BULLISH POWER (M330),K C Ng,A S Cruz,119,1066,2,5-1/2,4 5 5 7 7,2:04.62,6.7,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
8,7.0,PRECISION MAGIC (CJ262),M L Yeung,A Lee,122,1064,7,7-1/4,11 12 12 13 8,2:04.91,42.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
9,13.0,FANTASTIC GUY (CH025),T H So,K W Lui,108,1186,4,7-3/4,10 9 8 11 9,2:04.96,12.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
10,14.0,ROCKET AND GOLD (CH015),Y T Cheng,C H Yip,113,1107,14,9-1/2,1 1 1 2 10,2:05.27,13.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
11,5.0,SABINA (CK169),J McDonald,A Lee,128,1161,10,10,9 3 3 3 11,2:05.35,34.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
12,1.0,MASTER DREAMER (CE293),W M Lai,T K Ng,131,1058,13,10,14 13 13 12 12,2:05.36,53.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
13,9.0,TREASURE GLITTER (M031),C W Wong,C H Yip,119,1030,3,10-1/4,5 6 7 10 13,2:05.37,26.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
14,3.0,WINNING PAL (CJ138),C K Tong,C W Chang,128,1105,12,21-1/2,13 14 14 14 14,2:07.16,44.0,2012/04/01,ST,1,Class 5,2000M,40-10,GOOD,"TURF - ""B+2"" Course",26.06,49.98,1:15.67,1:39.89,2:03.74,,26.06,23.92,25.69,24.22,23.85,nan
1,4.0,SPEEDY (CJ037),Y T Cheng,T W Leung,126,1152,6,-,6 2 2 1,1:24.25,22,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
2,12.0,GORGEOUS LIFE (CK327),M Du Plessis,B K Ng,115,1080,10,N,1 1 1 2,1:24.29,3.7,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
3,6.0,MEGA CASTLE (CL333),K C Ng,K L Man,117,1121,9,1,2 3 3 3,1:24.41,25,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
4,1.0,ALP'S GLORY (CL433),T Angland,C S Shum,132,1123,4,1-1/4,5 5 6 4,1:24.47,8,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
5,8.0,EPEE DE HUA (CJ307),M Chadwick,A T Millard,122,1059,2,1-1/2,4 6 5 5,1:24.49,21,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
6,5.0,GENERAL DANROAD (CL020),Z Purton,K W Lui,127,1130,1,3,9 9 9 6,1:24.71,9.8,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
7,9.0,GLITTERING (CJ343),T Clark,P O'Sullivan,118,1017,3,3,3 4 4 7,1:24.72,8.9,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
8,11.0,JUST GOOD (CL133),J Lloyd,Y S Tsui,116,1067,8,3-1/4,10 10 7 8,1:24.75,6.8,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
9,2.0,SURROUNDED (CL129),B Prebble,D J Hall,132,1061,11,3-1/4,11 11 11 9,1:24.76,8.5,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
10,10.0,FIERCE FORCE (M146),U Rispoli,C Fownes,116,1201,7,4,8 7 8 10,1:24.90,33,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
11,14.0,DUKE'S VICTORY (CL262),C K Tong,D Cruz,112,1137,12,4-3/4,13 12 13 11,1:25.00,27,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
12,7.0,NEWSWIRE TOO (CJ040),T H So,S Woods,111,1031,13,4-3/4,12 13 10 12,1:25.02,19,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
13,13.0,POLYMER POWER (CL417),M L Yeung,P F Yiu,112,1088,14,8,14 14 14 13,1:25.52,29,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
14,3.0,VIVA DOLPHIN (M071),W M Lai,T K Ng,130,1141,5,13-1/2,7 8 12 14,1:26.41,17,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
WV,,HERO AND GOLD (CK375),A Suborics,C H Yip,126,---,---,---,---,---,---,2012/04/01,ST,2,Class 5,1400M,40-10,GOOD,"TURF - ""B+2"" Course",13.52,36.72,1:00.99,1:24.25,,,13.52,23.20,24.27,23.26,nan,nan
1,3.0,THE ONLY KID (CH173),G Mosse,K W Lui,130,1122,11,-,9 9 9 1,1:35.99,5.0,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
2,10.0,HIGH RETURN (CK164),K C Ng,C H Yip,113,1168,13,1/2,1 1 1 2,1:36.09,25.0,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
3,13.0,FOLLOW THE WIND (M331),A Suborics,C H Yip,120,1195,2,3/4,8 7 6 3,1:36.11,19.0,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
4,6.0,FORTUNE BRAVO (N054),M Du Plessis,P F Yiu,125,1068,6,1-3/4,4 5 5 4,1:36.26,4.5,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
5,4.0,WEALTH PARK (M300),Z Purton,Y S Tsui,128,994,7,2,2 2 2 5,1:36.30,6.1,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
6,5.0,OUR DYNASTY (M241),J McDonald,J Moore,126,1064,1,2,5 4 3 6,1:36.32,14.0,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
7,1.0,CHAMPION MOUNT (CK087),D Whyte,S Woods,133,1208,9,2-3/4,6 6 7 7,1:36.41,4.3,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
8,8.0,GLOBAL FAME (M335),T Angland,C S Shum,124,1159,4,3-1/2,11 10 10 8,1:36.56,12.0,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
9,2.0,SURE CHAMP (N013),C K Tong,A T Millard,131,1015,8,3-3/4,12 13 13 9,1:36.61,54.0,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
10,9.0,GOLD TARTINI (N070),M Chadwick,D J Hall,121,966,10,4-1/2,14 14 14 10,1:36.73,90.0,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
11,11.0,FASTPLUS MASTER (CL201),O Doleuze,R Gibson,122,1015,5,5-1/4,7 8 8 11,1:36.82,14.0,2012/04/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.86,48.16,1:12.02,1:35.99,,,24.86,23.30,23.86,23.97,nan,nan
