Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
11,8.0,GOLDEN LEGEND (N329),D Whyte,C W Chang,130.0,1093,9,5,5 7 11,0:58.75,8.6,2013/05/01,ST,2,Class 5,1000M,40-15,GOOD,"TURF - ""C+3"" Course",13.58,34.83,57.95,,,,13.58,21.25,23.12,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11.0,BOLD TACK (CL397),B Prebble,K W Lui,124.0,1300,2,5-1/2,6 11 12,0:58.84,4.9,2013/05/01,ST,2,Class 5,1000M,40-15,GOOD,"TURF - ""C+3"" Course",13.58,34.83,57.95,,,,13.58,21.25,23.12,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,10.0,DIAMOND ANGEL (M212),W M Lai,K L Man,127.0,1051,3,10-3/4,8 13 13,0:59.69,35.0,2013/05/01,ST,2,Class 5,1000M,40-15,GOOD,"TURF - ""C+3"" Course",13.58,34.83,57.95,,,,13.58,21.25,23.12,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR,13.0,SEIZE THE DAY (CJ152),K C Ng,Y S Tsui,106.0,1066,1,---,---,---,18.0,2013/05/01,ST,2,Class 5,1000M,40-15,GOOD,"TURF - ""C+3"" Course",13.58,34.83,57.95,,,,13.58,21.25,23.12,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.0,RAINBOW SEEKER (CK300),Y T Cheng,S Woods,115.0,1143,2,-,2 3 3 1,1:40.66,10.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0,MIZZEN GREY (N192),W M Lai,T K Ng,132.0,1057,1,1/2,7 7 7 2,1:40.75,6.1,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.0,PLOT RATIO (CK044),H W Lai,T W Leung,117.0,1153,11,1,13 13 11 3,1:40.86,13.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.0,GOLD TARTINI (N070),M Chadwick,D J Hall,127.0,969,12,2,14 14 14 4,1:40.97,30.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12.0,SPARKLING (CK149),K C Leung,K L Man,113.0,1066,7,3-1/4,8 10 8 5,1:41.16,14.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4.0,BUDDY WATSON (P004),T H So,S Woods,128.0,1108,13,3-1/4,10 8 10 6,1:41.18,29.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5.0,MEGA CASTLE (CL333),B Prebble,K L Man,131.0,1110,4,3-1/2,6 5 5 7,1:41.22,8.5,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10.0,FANTASTISCH (CK017),O Doleuze,R Gibson,120.0,1008,8,4-1/4,5 6 6 8,1:41.33,9.9,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6.0,YOUNG HERO (CH071),M L Yeung,A Lee,129.0,1031,9,5-1/4,12 11 12 9,1:41.49,20.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,SOLAR BOY (CL213),C Y Lui,L Ho,122.0,1068,10,5-1/2,3 2 2 10,1:41.54,3.6,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13.0,KING OF FISH II (CL264),K C Ng,C W Chang,106.0,1117,5,6-3/4,4 4 4 11,1:41.74,19.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.0,ABLE DRAGON (CJ308),T Berry,Y S Tsui,122.0,1100,6,7-1/4,11 12 13 12,1:41.82,14.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14.0,OCEAN BRIGHT (M270),C K Tong,Y S Tsui,112.0,1169,3,8-3/4,9 9 9 13,1:42.06,99.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.0,FIERY RAIDER (M318),Z Purton,C Fownes,133.0,1032,14,13-3/4,1 1 1 14,1:42.87,14.0,2013/05/01,ST,3,Class 5,1650M,40-0,WET SLOW,ALL WEATHER TRACK,27.77,51.38,1:16.40,1:40.66,,,27.77,23.61,25.02,24.26,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,MR GOURMET (P261),Z Purton,C H Yip,128.0,1072,11,-,8 6 1,0:57.16,5.7,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14.0,MEDIC KINGDOM (N238),K C Ng,A T Millard,111.0,1114,8,1-1/4,2 3 2,0:57.37,38.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,WELL FIT (M185),T Berry,D Cruz,130.0,1051,9,2-1/4,3 1 3,0:57.53,11.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.0,CHINA GOOD (CL258),R Fourie,T W Leung,120.0,1065,5,2-3/4,9 11 4,0:57.59,47.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,BRAVE BROTHER (P016),D Whyte,J Size,133.0,1165,6,3-1/4,6 7 5,0:57.68,2.5,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12.0,MULTIEXPRESS (P029),M Chadwick,A S Cruz,120.0,1108,14,4-1/4,4 2 6,0:57.84,4.5,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4.0,KISSMET (P217),H W Lai,L Ho,126.0,1064,13,4-1/4,13 12 7,0:57.85,34.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.0,ALL MY GLORY (P024),B Prebble,K W Lui,125.0,1108,7,5-1/4,10 8 8,0:58.01,99.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.0,CONFUCIUS ELITE (N381),C Y Ho,S Woods,129.0,1119,3,6,11 13 9,0:58.12,99.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10.0,MIGHTY EQUUS (P112),A Suborics,P F Yiu,124.0,1146,12,6,5 5 10,0:58.13,7.2,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.0,P J HALL (P216),T Angland,D J Hall,128.0,1151,4,9-3/4,1 4 11,0:58.70,99.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.0,TRAVEL SMART (P243),O Doleuze,R Gibson,128.0,1213,2,11-3/4,12 10 12,0:59.05,13.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11.0,KEEP RUNNING (P076),K C Leung,Y S Tsui,121.0,1205,1,15-3/4,7 9 13,0:59.66,99.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8.0,YOU AND M (P284),Y T Cheng,B K Ng,128.0,1197,10,32-1/4,14 14 14,1:02.30,51.0,2013/05/01,ST,4,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,34.70,57.16,,,,13.50,21.20,22.46,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,HONG KONG DANCER (N399),T H So,L Ho,125.0,1086,2,-,7 7 6 1,1:23.08,10,2013/05/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.62,35.37,58.89,1:23.08,,,13.62,21.75,23.52,24.19,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0,PRINCIPAL (P108),B Prebble,J Moore,130.0,1101,11,N,8 8 5 2,1:23.13,2.6,2013/05/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.62,35.37,58.89,1:23.08,,,13.62,21.75,23.52,24.19,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12.0,KING HARADASUN (N396),D Whyte,J Size,121.0,1140,9,1,13 12 13 3,1:23.23,3.3,2013/05/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.62,35.37,58.89,1:23.08,,,13.62,21.75,23.52,24.19,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6.0,PLEASURE GAINS (P246),K C Ng,K L Man,120.0,1200,14,1-1/4,14 14 14 4,1:23.26,99,2013/05/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.62,35.37,58.89,1:23.08,,,13.62,21.75,23.52,24.19,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11.0,COLUMBUS LINE (N264),H W Lai,K W Lui,119.0,1127,13,1-1/4,12 13 12 5,1:23.29,50,2013/05/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.62,35.37,58.89,1:23.08,,,13.62,21.75,23.52,24.19,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13.0,NOTUS (M038),M L Yeung,A Lee,119.0,1075,5,2-1/2,5 4 3 6,1:23.47,9.5,2013/05/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.62,35.37,58.89,1:23.08,,,13.62,21.75,23.52,24.19,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8.0,YOUNG TALENT (N202),T Angland,C Fownes,127.0,1111,3,3-1/4,11 11 7 7,1:23.59,10,2013/05/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.62,35.37,58.89,1:23.08,,,13.62,21.75,23.52,24.19,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
