Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,"('Dividend', 'Pool')","('Dividend', 'Winning Combination')","('Dividend', 'Dividend (HK$)')","('Date', '')","('Course', '')","('RaceNumber', '')"
7,3.0,ISLAND GOLDEN (H018),K C Leung,K L Man,129.0,1080,10,3-3/4,1 1 2 7,1:23.06,8.9,2024/10/06,ST,2.0,Class 5,1400M,40-0,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.49,34.68,58.59,1:22.47,,,13.49,21.19,23.91,23.88,nan,nan,,,,,,
8,9.0,GALLANT GOODY (H434),A Atzeni,P F Yiu,124.0,1083,2,4,7 5 7 8,1:23.11,9.5,2024/10/06,ST,2.0,Class 5,1400M,40-0,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.49,34.68,58.59,1:22.47,,,13.49,21.19,23.91,23.88,nan,nan,,,,,,
9,5.0,SUPER CHARIZZARD (J184),L Hewitson,M Newnham,128.0,1074,6,4-1/4,11 9 10 9,1:23.13,9.8,2024/10/06,ST,2.0,Class 5,1400M,40-0,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.49,34.68,58.59,1:22.47,,,13.49,21.19,23.91,23.88,nan,nan,,,,,,
10,7.0,EXCELLENT DADDY (E321),C L Chau,T P Yung,123.0,1271,4,8-1/4,10 8 6 10,1:23.77,67.0,2024/10/06,ST,2.0,Class 5,1400M,40-0,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.49,34.68,58.59,1:22.47,,,13.49,21.19,23.91,23.88,nan,nan,,,,,,
11,10.0,TELECOM BULLET (J097),K Teetan,Y S Tsui,124.0,1109,7,11-1/4,9 10 11 11,1:24.26,69.0,2024/10/06,ST,2.0,Class 5,1400M,40-0,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.49,34.68,58.59,1:22.47,,,13.49,21.19,23.91,23.88,nan,nan,,,,,,
1,8.0,FOREVER FOLKS (G463),B Thompson,C W Chang,123.0,1183,9,-,8 8 6 1,1:39.70,6.1,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
2,7.0,HAKKA RADIANCE (J105),K C Leung,C S Shum,124.0,1126,3,3/4,2 3 3 2,1:39.81,5.3,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
3,9.0,LUCKY BANNER (G354),E C W Wong,C Fownes,115.0,1029,5,3/4,1 1 1 3,1:39.83,4.2,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
4,6.0,EXCEL WONGCHOY (J194),C Y Ho,P C Ng,128.0,1105,1,4-3/4,4 4 4 4,1:40.46,4.6,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
5,1.0,FLOOF (H432),M F Poon,P F Yiu,132.0,1036,10,5-3/4,3 2 2 5,1:40.60,7.9,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
6,10.0,PALACE PAL (G172),K De Melo,D J Hall,120.0,989,4,6-1/4,6 6 5 6,1:40.68,38.0,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
7,4.0,VIVA GRACIOUSNESS (J079),M Chadwick,A S Cruz,130.0,1085,8,11-1/4,9 9 9 7,1:41.50,23.0,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
8,5.0,DRAGON STAR (H128),K Teetan,P C Ng,129.0,1136,6,14-1/4,7 7 7 8,1:41.97,9.4,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
9,2.0,BLISSFUL STAR (E168),A Hamelin,K H Ting,133.0,1157,2,19-3/4,5 5 8 9,1:42.85,16.0,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
10,3.0,U S S CONSTITUTION (H357),H Bowman,J Size,130.0,1007,7,19-3/4,10 10 10 10,1:42.86,21.0,2024/10/06,ST,3.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.13,51.51,1:15.63,1:39.70,,,28.13,23.38,24.12,24.07,nan,nan,,,,,,
1,5.0,MASTER TRILLION (J442),K C Leung,F C Lor,129.0,1055,6,-,7 5 1,0:57.17,10,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
2,11.0,SPICY SPANGLE (J087),P N Wong,P C Ng,109.0,1054,3,1,5 2 2,0:57.32,41,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
3,1.0,METRO WARRIOR (D387),E C W Wong,D A Hayes,128.0,1203,7,2-3/4,6 3 3,0:57.60,1.9,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
4,7.0,ALMIGHTY KICK (J254),C Y Ho,K W Lui,125.0,1094,5,3-1/2,9 9 4,0:57.74,25,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
5,10.0,HAPPY HORSE (H061),Y L Chung,K L Man,118.0,1103,4,3-3/4,1 1 5,0:57.75,11,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
6,3.0,BRILLIANT FIRE (J441),M Chadwick,D J Whyte,129.0,1167,8,5,8 7 6,0:57.98,15,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
7,4.0,KA YING POWER (H169),C L Chau,T P Yung,127.0,1099,2,5-1/2,10 10 7,0:58.05,33,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
8,9.0,VICTORYTHIRTYTHREE (J216),M F Poon,P F Yiu,122.0,1142,9,7-1/4,2 4 8,0:58.33,7.6,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
9,8.0,INVINCIBLE DELIGHT (J372),A Badel,J Size,125.0,1004,11,7-1/4,4 8 9,0:58.34,33,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
10,6.0,DASH AVENUE (H327),L Hewitson,C H Yip,127.0,1157,1,13-1/2,11 11 10,0:59.31,36,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
11,12.0,GUSTY FIGHTER (J029),K Teetan,J Richards,118.0,1066,10,13-3/4,3 6 11,0:59.38,6.6,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
WV,2.0,ACE VICTORY (H076),K H Chan,Y S Tsui,129.0,---,---,---,---,---,---,2024/10/06,ST,4.0,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",13.20,34.73,57.17,,,,13.20,21.53,22.44,nan,nan,nan,,,,,,
1,1.0,LUCKY EIGHT (G204),C L Chau,P F Yiu,133.0,1135,3,-,4 4 1,1:09.14,3.7,2024/10/06,ST,5.0,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",23.78,46.48,1:09.14,,,,23.78,22.70,22.66,nan,nan,nan,,,,,,
2,5.0,FUN N FUN TOGETHER (J232),C Y Ho,F C Lor,130.0,1146,9,2,1 1 2,1:09.47,3.1,2024/10/06,ST,5.0,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",23.78,46.48,1:09.14,,,,23.78,22.70,22.66,nan,nan,nan,,,,,,
3,8.0,SOLAR UP (J134),M Chadwick,C W Chang,122.0,1136,1,3,5 5 3,1:09.60,99.0,2024/10/06,ST,5.0,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",23.78,46.48,1:09.14,,,,23.78,22.70,22.66,nan,nan,nan,,,,,,
4,2.0,MAJESTIC EXPRESS (J244),H Bowman,J Size,135.0,1224,2,3-1/4,7 7 4,1:09.66,3.2,2024/10/06,ST,5.0,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",23.78,46.48,1:09.14,,,,23.78,22.70,22.66,nan,nan,nan,,,,,,
5,9.0,ROBOT KNIGHT (H464),P N Wong,P C Ng,111.0,1070,4,3-1/2,2 3 5,1:09.69,11.0,2024/10/06,ST,5.0,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",23.78,46.48,1:09.14,,,,23.78,22.70,22.66,nan,nan,nan,,,,,,
6,10.0,MR GOOD VIBES (H180),K Teetan,D J Hall,120.0,1071,5,4,8 8 6,1:09.77,10.0,2024/10/06,ST,5.0,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",23.78,46.48,1:09.14,,,,23.78,22.70,22.66,nan,nan,nan,,,,,,
7,6.0,GOLD MASTER (J389),A Atzeni,K L Man,128.0,1034,6,4-1/2,6 6 7,1:09.85,16.0,2024/10/06,ST,5.0,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""A"" Course",23.78,46.48,1:09.14,,,,23.78,22.70,22.66,nan,nan,nan,,,,,,
