Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,"('Dividend', 'Pool')","('Dividend', 'Winning Combination')","('Dividend', 'Dividend (HK$)')","('Date', '')","('Course', '')","('RaceNumber', '')"
13,5.0,UP AND UP (H163),L Hewitson,C S Shum,130.0,1089,9,9-1/4,12 10 10 13,1:37.51,111.0,2024/01/13,ST,6.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.52,48.66,1:11.95,1:36.02,,,24.52,24.14,23.29,24.07,nan,nan,,,,,,
14,12.0,NORTHERN BEAST (H233),A Hamelin,D J Hall,122.0,1107,6,10-1/2,10 12 12 14,1:37.72,13.0,2024/01/13,ST,6.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.52,48.66,1:11.95,1:36.02,,,24.52,24.14,23.29,24.07,nan,nan,,,,,,
1,6.0,GALAXY PATCH (H399),K Teetan,P C Ng,123.0,1150,5,-,6 5 1,1:08.68,1.2,2024/01/13,ST,7.0,Class 2,1200M,100-80,GOOD,1.0,"TURF - ""C+3"" Course",23.95,45.98,1:08.68,,,,23.95,22.03,22.70,nan,nan,nan,,,,,,
2,8.0,GUMMY GUMMY (H089),L Hewitson,T P Yung,119.0,1190,4,1-1/2,4 4 2,1:08.93,21.0,2024/01/13,ST,7.0,Class 2,1200M,100-80,GOOD,1.0,"TURF - ""C+3"" Course",23.95,45.98,1:08.68,,,,23.95,22.03,22.70,nan,nan,nan,,,,,,
3,7.0,LUCKY ENCOUNTER (H274),A Atzeni,D A Hayes,120.0,1094,8,4-1/2,5 6 3,1:09.40,7.9,2024/01/13,ST,7.0,Class 2,1200M,100-80,GOOD,1.0,"TURF - ""C+3"" Course",23.95,45.98,1:08.68,,,,23.95,22.03,22.70,nan,nan,nan,,,,,,
4,5.0,BUNDLE OF CHARM (G213),B Avdulla,J Size,123.0,1178,2,4-3/4,2 2 4,1:09.42,9.0,2024/01/13,ST,7.0,Class 2,1200M,100-80,GOOD,1.0,"TURF - ""C+3"" Course",23.95,45.98,1:08.68,,,,23.95,22.03,22.70,nan,nan,nan,,,,,,
5,1.0,PING HAI GALAXY (C377),H Bowman,J Size,135.0,1137,3,5-1/4,1 1 5,1:09.52,40.0,2024/01/13,ST,7.0,Class 2,1200M,100-80,GOOD,1.0,"TURF - ""C+3"" Course",23.95,45.98,1:08.68,,,,23.95,22.03,22.70,nan,nan,nan,,,,,,
6,3.0,KEEFY (G306),Y L Chung,F C Lor,123.0,1175,1,6-1/4,3 3 6,1:09.67,39.0,2024/01/13,ST,7.0,Class 2,1200M,100-80,GOOD,1.0,"TURF - ""C+3"" Course",23.95,45.98,1:08.68,,,,23.95,22.03,22.70,nan,nan,nan,,,,,,
7,9.0,WINNING ICEY (G246),C Y Ho,C Fownes,119.0,1186,6,6-3/4,8 8 7,1:09.77,27.0,2024/01/13,ST,7.0,Class 2,1200M,100-80,GOOD,1.0,"TURF - ""C+3"" Course",23.95,45.98,1:08.68,,,,23.95,22.03,22.70,nan,nan,nan,,,,,,
8,4.0,CARROLL STREET (D489),H Bentley,D J Whyte,124.0,1119,7,7,9 7 8,1:09.81,53.0,2024/01/13,ST,7.0,Class 2,1200M,100-80,GOOD,1.0,"TURF - ""C+3"" Course",23.95,45.98,1:08.68,,,,23.95,22.03,22.70,nan,nan,nan,,,,,,
9,2.0,REWARDING TOGETHER (D334),M Chadwick,F C Lor,131.0,1229,9,7-3/4,7 9 9,1:09.92,55.0,2024/01/13,ST,7.0,Class 2,1200M,100-80,GOOD,1.0,"TURF - ""C+3"" Course",23.95,45.98,1:08.68,,,,23.95,22.03,22.70,nan,nan,nan,,,,,,
1,4.0,I GIVE (H036),A Atzeni,P C Ng,130.0,1186,7,-,1 1 1,1:09.07,5.6,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
2,10.0,MAGNIFICENT NINE (H433),Z Purton,J Size,122.0,1125,5,1-3/4,5 5 2,1:09.34,3.1,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
3,5.0,SUPER FORTUNE (G065),M F Poon,A S Cruz,131.0,1215,3,2,2 2 3,1:09.37,7.2,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
4,2.0,COTTON FINGERS (H398),H Bowman,W Y So,131.0,1150,1,3-1/4,6 6 4,1:09.60,3.2,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
5,8.0,GIDDY UP (J020),A Hamelin,J Richards,124.0,1129,2,4,9 9 5,1:09.72,13,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
6,3.0,VIVA GRACIOUSNESS (J079),K Teetan,A S Cruz,131.0,1080,9,5-1/4,7 7 6,1:09.90,59,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
7,6.0,PULSAR STRIDER (G407),L Hewitson,T P Yung,126.0,1167,8,5-3/4,4 3 7,1:09.98,62,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
8,1.0,POWER KOEPP (E301),M Chadwick,K L Man,135.0,1111,11,5-3/4,12 11 8,1:09.99,81,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
9,11.0,CAPITAL LEGEND (G333),H Bentley,C Fownes,120.0,1132,12,5-3/4,11 10 9,1:10.00,20,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
10,12.0,MASTER STROKE (J036),K De Melo,C H Yip,120.0,1042,4,7,8 8 10,1:10.19,199,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
11,7.0,STAR LINE (J110),B Avdulla,D J Hall,126.0,1190,6,7-3/4,10 12 11,1:10.32,17,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
12,9.0,DENFIELD (G471),L Ferraris,C S Shum,123.0,1142,10,8-1/2,3 4 12,1:10.43,20,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
WV,,KAHOLO ANGEL (H216),C Y Ho,C Fownes,126.0,---,---,---,---,---,---,2024/01/13,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.85,45.89,1:09.07,,,,23.85,22.04,23.18,nan,nan,nan,,,,,,
1,11.0,FALLON (H219),M L Yeung,A S Cruz,117.0,1123,6,-,10 12 13 1,1:34.90,15.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
2,5.0,SIMPLE HEDGE (H237),Z Purton,J Size,125.0,1154,10,1-1/4,8 6 5 2,1:35.09,4.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
3,6.0,GOLDEN ARTIE (G434),A Atzeni,P F Yiu,124.0,1215,4,1-1/4,7 9 9 3,1:35.10,12.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
4,2.0,CHANCHENG GLORY (H212),L Hewitson,K W Lui,131.0,1169,7,2-1/4,3 4 3 4,1:35.28,2.9,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
5,3.0,SPEED DRAGON (H380),C Y Ho,K W Lui,128.0,1162,11,2-3/4,13 13 12 5,1:35.35,6.1,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
6,9.0,BEAUTY MISSILE (H123),Y L Chung,F C Lor,112.0,1207,3,3-1/4,2 1 1 6,1:35.44,15.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
7,13.0,STAR MAC (J053),K C Leung,D A Hayes,117.0,1197,8,3-1/2,12 11 10 7,1:35.46,7.7,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
8,4.0,KA YING GENERATION (J075),K Teetan,P C Ng,126.0,1156,2,4-1/4,5 7 4 8,1:35.59,17.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
9,1.0,ELLIPTICAL (J052),H Bowman,C Fownes,135.0,1044,14,4-1/2,14 14 14 9,1:35.64,42.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
10,12.0,NOT A FEW (J109),H Bentley,D J Whyte,115.0,1023,13,9-1/2,11 10 11 10,1:36.41,259.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
11,14.0,WINDICATOR FAMILY (H419),H T Mo,D J Hall,113.0,983,1,9-3/4,6 5 6 11,1:36.47,145.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
12,7.0,HAKKA RADIANCE (J105),K De Melo,W K Mo,120.0,1152,5,9-3/4,9 8 8 12,1:36.48,52.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
13,8.0,I KEEP WINNING (H400),M Chadwick,T P Yung,118.0,1214,9,11-3/4,1 2 2 13,1:36.78,191.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
14,10.0,EIGHTEEN CARAT (J104),A Hamelin,C S Shum,118.0,1135,12,13-3/4,4 3 7 14,1:37.11,136.0,2024/01/13,ST,9.0,Class 3 (Restricted),1600M,85-60,GOOD,1.0,"TURF - ""C+3"" Course",24.38,47.61,1:11.44,1:34.90,,,24.38,23.23,23.83,23.46,nan,nan,,,,,,
1,14.0,AMAZING DUCK (H392),M F Poon,K H Ting,114.0,1084,1,-,1 1 1 1,1:22.46,47.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
2,1.0,BEAUTY CRESCENT (H334),Z Purton,A S Cruz,135.0,1068,2,HD,8 8 8 2,1:22.49,3.6,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
3,6.0,BEAUTY FIT (E279),A Hamelin,J Size,124.0,1210,14,N,3 4 4 3,1:22.49,8.7,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
4,3.0,JOYFUL HUNTER (H198),C Y Ho,K W Lui,129.0,1172,4,1,7 7 6 4,1:22.63,2.9,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
5,7.0,JOLLY RULER (E346),L Hewitson,P F Yiu,123.0,1170,10,1-1/4,6 6 5 5,1:22.66,74.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
6,10.0,STORM LEGEND (G139),H Bentley,C Fownes,119.0,1066,3,2-1/4,10 10 9 6,1:22.81,24.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
7,11.0,FLYING MOJITO (G412),M L Yeung,D J Hall,118.0,1100,9,2-1/4,9 9 10 7,1:22.81,19.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
8,4.0,LESLIE (E471),K C Leung,C W Chang,126.0,1172,7,2-1/4,12 14 13 8,1:22.83,13.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
9,13.0,SWIFT ASCEND (H395),K Teetan,D J Whyte,117.0,1048,13,3-1/2,5 5 7 9,1:23.01,17.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
10,8.0,ORIENTAL SMOKE (E467),K H Chan,D A Hayes,118.0,1247,5,4-1/4,11 11 12 10,1:23.13,112.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
11,9.0,JUMBO FORTUNE (G195),K De Melo,P C Ng,121.0,1295,11,4-1/4,13 12 11 11,1:23.13,19.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
12,2.0,FASHION LEGEND (J080),B Avdulla,C Fownes,130.0,1037,6,4-1/4,4 3 3 12,1:23.14,87.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
13,5.0,MASSIVE ACTION (E445),E C W Wong,F C Lor,116.0,1209,8,4-1/2,2 2 2 13,1:23.19,8.2,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
14,12.0,I CAN (H381),A Atzeni,P C Ng,118.0,1080,12,8,14 13 14 14,1:23.72,42.0,2024/01/13,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.45,35.42,59.08,1:22.46,,,13.45,21.97,23.66,23.38,nan,nan,,,,,,
1,7.0,RATTAN WORLD (G384),Z Purton,J Richards,126.0,1090,10,-,9 8 1,1:10.25,6.8,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
2,5.0,SWEET DIAMOND (G063),A Badel,P F Yiu,127.0,1174,6,SH,3 3 2,1:10.27,6.9,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
3,14.0,MILLENNIUM FALCON (D281),L Hewitson,T P Yung,120.0,1181,4,1/2,2 2 3,1:10.36,6.1,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
4,12.0,GREAT DAYS (H119),K Teetan,P C Ng,122.0,1091,8,1-3/4,5 5 4,1:10.53,12.0,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
5,13.0,FIGHTING STAR (E255),B Avdulla,C H Yip,120.0,1082,13,1-3/4,12 11 5,1:10.53,11.0,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
6,2.0,NORDIC COMBINED (G015),J McDonald,W Y So,132.0,1061,5,2,14 14 6,1:10.57,9.6,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
7,4.0,SPANGLE FORTUNE (G427),K C Leung,K L Man,129.0,1083,3,2,4 4 7,1:10.59,20.0,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
8,6.0,CASA LEGEND (G126),A Atzeni,C W Chang,126.0,1161,12,3-1/2,13 12 8,1:10.83,21.0,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
9,1.0,DAILY TROPHY (H283),E C W Wong,C Fownes,122.0,1164,2,3-3/4,7 7 9,1:10.85,7.1,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
10,3.0,CHOICERUS (H029),H Bowman,D J Whyte,131.0,1079,1,4-1/2,10 10 10,1:10.97,8.3,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
11,11.0,DASHING GLORY (G397),Y L Chung,Y S Tsui,117.0,1093,7,5-1/4,11 13 11,1:11.07,55.0,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
12,10.0,FINGERS CROSSED (G403),M Chadwick,M Newnham,123.0,1269,11,5-1/4,6 6 12,1:11.10,39.0,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
13,9.0,EIGHT TRIGRAMS (C102),H T Mo,Y S Tsui,121.0,1173,14,5-1/4,1 1 13,1:11.11,26.0,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
14,8.0,ALL IS READY (G042),L Ferraris,M Newnham,124.0,1241,9,9-1/2,8 9 14,1:11.79,18.0,2024/01/21,ST,1.0,Class 5,1200M,40-0,GOOD,1.0,"TURF - ""A"" Course",23.98,46.56,1:10.25,,,,23.98,22.58,23.69,nan,nan,nan,,,,,,
1,7.0,GOLDEN RISE (H242),Z Purton,J Size,127.0,1011,2,-,6 7 3 1,1:22.78,2.2,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
2,9.0,RIVER VIEWS (G212),K Teetan,T P Yung,125.0,1155,5,1-1/2,1 1 1 2,1:23.02,10,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
3,5.0,FIGHT TIME (H409),M F Poon,D J Hall,126.0,1066,1,2-3/4,10 10 5 3,1:23.24,102,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
4,6.0,CALIFORNIATOTALITY (H418),Y L Chung,A S Cruz,122.0,1032,7,3,11 11 11 4,1:23.25,3.6,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
5,8.0,DEVAS TWELVE (H435),M Chadwick,W Y So,125.0,1098,6,3-1/4,8 8 10 5,1:23.30,13,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
6,12.0,NISHIKADO (H172),L Hewitson,Y S Tsui,122.0,1167,4,3-3/4,3 4 2 6,1:23.38,34,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
7,2.0,CIRCUIT MIGHTY (G078),H Bowman,K L Man,135.0,1026,14,3-3/4,4 3 4 7,1:23.39,10,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
8,3.0,FAST VICTORY (H393),K C Leung,D A Hayes,133.0,1081,8,4-1/2,12 12 6 8,1:23.51,135,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
9,1.0,CHARITY BINGO (H254),J McDonald,C S Shum,135.0,1058,10,6-1/4,13 14 13 9,1:23.79,15,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
10,4.0,GALVANIC (H147),C Y Ho,C Fownes,130.0,1079,9,7-1/4,9 9 9 10,1:23.94,13,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
11,13.0,AMAZINGTEAMWORK (H488),K De Melo,W K Mo,128.0,1270,12,8-3/4,14 13 12 11,1:24.20,189,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
12,10.0,SUNNY SHINES (H484),A Atzeni,P C Ng,125.0,1097,13,10-3/4,7 6 8 12,1:24.49,244,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
13,14.0,BULB PRINCE (G179),A Hamelin,C H Yip,119.0,1004,3,15-1/2,5 5 7 13,1:25.27,85,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
PU,11.0,NATURAL GOLD (E402),H Bentley,D J Whyte,122.0,1136,11,---,2 2 14,---,44,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
WV,,PRINCE CHISWICK (G388),A Badel,P F Yiu,121.0,---,---,---,---,---,---,2024/01/21,ST,2.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.57,35.98,59.51,1:22.78,,,13.57,22.41,23.53,23.27,nan,nan,,,,,,
1,2.0,WUNDERBAR (H411),J McDonald,J Size,129.0,1194,2,-,2 2 1,1:08.93,2.0,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
2,4.0,KA YING RISING (J062),Z Purton,D A Hayes,122.0,1108,10,SH,1 1 2,1:08.95,1.8,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
3,8.0,READY TO WIN (E422),A Badel,F C Lor,118.0,1125,4,3-1/4,6 4 3,1:09.45,49.0,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
4,9.0,ACE VICTORY (H076),M L Yeung,T P Yung,117.0,1237,1,3-1/4,5 3 4,1:09.47,89.0,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
5,10.0,PARTERRE (E234),L Hewitson,W Y So,117.0,1155,8,5,10 8 5,1:09.74,106.0,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
