Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
8,12.0,DECISIVE ACTION (C152),J Moreira,C H Yip,116,1089,5,4-1/4,7 7 7 8,1:35.21,3.7,2020/07/01,ST,9,Class 3,1600M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",24.48,47.83,1:11.70,1:34.54,,,24.48,23.35,23.87,22.84,nan,nan
9,3.0,DELIGHTFUL LAOS (D321),K Teetan,A S Cruz,126,1203,8,4-1/2,9 9 10 9,1:35.25,6,2020/07/01,ST,9,Class 3,1600M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",24.48,47.83,1:11.70,1:34.54,,,24.48,23.35,23.87,22.84,nan,nan
10,10.0,KIRAM (T093),V Borges,D E Ferraris,116,1135,6,7,4 4 3 10,1:35.65,105,2020/07/01,ST,9,Class 3,1600M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",24.48,47.83,1:11.70,1:34.54,,,24.48,23.35,23.87,22.84,nan,nan
11,2.0,JOLLY HONOUR (C080),M F Poon,Y S Tsui,125,1047,4,7-1/4,3 2 2 11,1:35.70,64,2020/07/01,ST,9,Class 3,1600M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",24.48,47.83,1:11.70,1:34.54,,,24.48,23.35,23.87,22.84,nan,nan
WV,6.0,BIG BROOK (D388),M L Yeung,C Fownes,119,---,---,---,---,---,---,2020/07/01,ST,9,Class 3,1600M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",24.48,47.83,1:11.70,1:34.54,,,24.48,23.35,23.87,22.84,nan,nan
1,14.0,WINNING DREAMER (D358),C Y Ho,F C Lor,116,1192,3,-,5 3 1,0:55.64,1.7,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
2,9.0,METRO WARRIOR (D387),Z Purton,J Moore,121,1122,10,1-1/4,1 1 2,0:55.86,16.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
3,11.0,CALIFORNIA ARCHER (A417),K Teetan,A S Cruz,119,1122,4,3-1/2,10 5 3,0:56.19,16.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
4,13.0,KEEP YOU WARM (D272),H N Wong,K W Lui,114,1104,6,4,13 13 4,0:56.29,38.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
5,4.0,WAR OF COURAGE (C483),J Moreira,K L Man,129,1218,8,4-3/4,2 2 5,0:56.42,4.3,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
6,10.0,TRUST ME (C134),M F Poon,C H Yip,118,1115,1,5-1/4,14 14 6,0:56.48,62.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
7,1.0,SEVEN HEAVENS (B089),B Shinn,C Fownes,133,1080,2,5-3/4,12 11 7,0:56.55,17.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
8,2.0,STORM WARNINGS (D369),C L Chau,D J Whyte,123,1074,5,6,7 4 8,0:56.61,19.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
9,6.0,CUE THE MUSIC (C495),K C Leung,D E Ferraris,127,1131,14,6-1/4,4 6 9,0:56.63,24.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
10,12.0,TAKINGUFURTHER (C131),M L Yeung,K H Ting,117,1085,12,7-3/4,8 7 10,0:56.88,76.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
11,7.0,BALTIC WHISPER (B216),H T Mo,C S Shum,123,1146,11,9,6 9 11,0:57.08,41.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
12,5.0,HAPPY QIJI (D390),V Borges,W Y So,128,988,9,10-1/4,11 8 12,0:57.29,121.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
13,3.0,SUPER COMMANDER (D350),C Wong,A T Millard,126,1097,13,10-3/4,9 12 13,0:57.36,127.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
14,8.0,GOOD LUCK CHARM (D402),N Callan,P F Yiu,123,1103,7,20,3 10 14,0:58.83,24.0,2020/07/01,ST,10,Class 3,1000M,80-60,GOOD TO FIRM,1.0,"TURF - ""C"" Course",13.00,33.33,55.64,,,,13.00,20.33,22.31,nan,nan,nan
1,1.0,CHANCHENG PRINCE (D270),J Moreira,K W Lui,133,1146,2,-,1 1 1,1:09.52,2.8,2020/07/05,ST,1,Griffin Race,1200M,,GOOD TO FIRM,,"TURF - ""C+3"" Course",24.85,47.47,1:09.52,,,,24.85,22.62,22.05,nan,nan,nan
2,3.0,ENCHANTING START (D344),Z Purton,C S Shum,126,1174,1,SH,4 3 2,1:09.53,3.8,2020/07/05,ST,1,Griffin Race,1200M,,GOOD TO FIRM,,"TURF - ""C+3"" Course",24.85,47.47,1:09.52,,,,24.85,22.62,22.05,nan,nan,nan
3,2.0,SUNNY STAR (D273),K Teetan,K W Lui,133,1011,3,1-3/4,5 4 3,1:09.81,5.3,2020/07/05,ST,1,Griffin Race,1200M,,GOOD TO FIRM,,"TURF - ""C+3"" Course",24.85,47.47,1:09.52,,,,24.85,22.62,22.05,nan,nan,nan
4,8.0,SUPER TEN (D362),C Schofield,D J Whyte,117,1232,4,2-1/4,2 2 4,1:09.87,3.6,2020/07/05,ST,1,Griffin Race,1200M,,GOOD TO FIRM,,"TURF - ""C+3"" Course",24.85,47.47,1:09.52,,,,24.85,22.62,22.05,nan,nan,nan
5,6.0,DAILY CHARM (D398),M Chadwick,C S Shum,117,1128,9,4-1/2,8 6 5,1:10.24,63.0,2020/07/05,ST,1,Griffin Race,1200M,,GOOD TO FIRM,,"TURF - ""C+3"" Course",24.85,47.47,1:09.52,,,,24.85,22.62,22.05,nan,nan,nan
6,4.0,HONGKONG HARMONY (D319),C L Chau,D J Whyte,116,1051,7,6-1/2,6 7 6,1:10.54,14.0,2020/07/05,ST,1,Griffin Race,1200M,,GOOD TO FIRM,,"TURF - ""C+3"" Course",24.85,47.47,1:09.52,,,,24.85,22.62,22.05,nan,nan,nan
7,9.0,TINKER BELLE (D210),M L Yeung,P O'Sullivan,113,1086,6,12-3/4,7 8 7,1:11.56,86.0,2020/07/05,ST,1,Griffin Race,1200M,,GOOD TO FIRM,,"TURF - ""C+3"" Course",24.85,47.47,1:09.52,,,,24.85,22.62,22.05,nan,nan,nan
8,7.0,SUPER HONG KONG (D241),A Hamelin,A T Millard,118,1028,8,13,9 9 8,1:11.58,78.0,2020/07/05,ST,1,Griffin Race,1200M,,GOOD TO FIRM,,"TURF - ""C+3"" Course",24.85,47.47,1:09.52,,,,24.85,22.62,22.05,nan,nan,nan
9,5.0,SEA MONARCH (D063),N Callan,W Y So,126,1035,5,14,3 5 9,1:11.77,48.0,2020/07/05,ST,1,Griffin Race,1200M,,GOOD TO FIRM,,"TURF - ""C+3"" Course",24.85,47.47,1:09.52,,,,24.85,22.62,22.05,nan,nan,nan
1,6.0,MORE THAN ENOUGH (D372),N Callan,A S Cruz,126,1173,1,-,4 4 1,1:09.65,8.5,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
2,10.0,SUPER MISSION (D262),M F Poon,P F Yiu,122,1132,6,N,9 7 2,1:09.71,4.8,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
3,12.0,COPARTNER ERA (C534),M L Yeung,W Y So,116,1107,10,1-3/4,12 12 3,1:09.93,189.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
4,7.0,MY SUGAR (D206),Z Purton,K H Ting,126,1206,8,2,2 1 4,1:09.98,2.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
5,2.0,LAND POWER (C417),C Schofield,A T Millard,131,1156,3,2-1/2,5 5 5,1:10.04,75.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
6,11.0,HAPPY TANGO (D075),K Teetan,D J Whyte,122,1203,12,3-1/2,11 11 6,1:10.22,10.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
7,9.0,VIVA CHEF (D411),H T Mo,L Ho,123,1048,7,3-1/2,1 2 7,1:10.22,32.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
8,8.0,THE ELITES (D330),K C Leung,F C Lor,126,1104,2,4-1/4,10 8 8,1:10.32,203.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
9,4.0,FORTUNE MASTER (D371),C Y Ho,K W Lui,126,1094,11,5-1/4,3 3 9,1:10.48,16.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
10,3.0,LIGHT MY DAY (C505),T H So,C H Yip,127,1238,4,5-1/2,6 6 10,1:10.52,68.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
11,5.0,LUCKY RUBY (D338),A Hamelin,K L Man,126,1122,5,8-3/4,8 10 11,1:11.06,10.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
12,1.0,AMAZING KNIGHT (D266),J Moreira,J Size,131,1056,9,13-3/4,7 9 12,1:11.84,13.0,2020/07/05,ST,2,Class 4,1200M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.13,46.83,1:09.65,,,,24.13,22.70,22.82,nan,nan,nan
1,10.0,HAY RUN (V337),K C Leung,L Ho,126,1106,1,-,4 4 4 4 4 1,2:15.42,22.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
2,9.0,FORTUNE PATROL (A245),A Hamelin,A T Millard,126,1037,3,HD,10 7 8 10 5 2,2:15.45,7.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
3,2.0,SKY GEM (C251),C L Chau,C Fownes,123,1175,10,2,5 6 9 9 9 3,2:15.72,6.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
4,1.0,HOME WIN (C510),B Shinn,C W Chang,133,1072,5,2-1/4,3 2 1 1 1 4,2:15.79,12.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
5,12.0,ART OF RAW (V368),H T Mo,C W Chang,117,1080,11,4,1 1 2 3 2 5,2:16.04,42.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
6,8.0,MASTER ROMAN (B455),N Callan,W Y So,128,945,2,4,6 5 7 7 7 6,2:16.07,7.2,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
7,6.0,VICTORY VISION (C434),T H So,C H Yip,129,1124,13,4-3/4,14 13 14 14 12 7,2:16.18,135.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
8,5.0,KING PRINT (C123),J Moreira,C H Yip,131,1115,7,5,13 9 11 12 8 8,2:16.21,6.5,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
9,13.0,YOUNG GLORY (B292),K Teetan,D E Ferraris,118,1238,9,6-3/4,8 10 13 13 13 9,2:16.51,10.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
10,3.0,ENJOYABLE SUCCESS (B150),Z Purton,C W Chang,132,1076,4,7-1/2,7 8 10 8 14 10,2:16.61,5.4,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
11,7.0,GREEN GENERATION (C355),C Y Ho,C W Chang,128,1058,12,8-1/2,9 11 6 6 10 11,2:16.79,27.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
12,11.0,BRING IT ON (V407),M F Poon,C H Yip,122,1148,8,9-1/4,2 3 3 5 3 12,2:16.90,19.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
13,4.0,HAPPY ROCKY (S147),C Schofield,C W Chang,131,1100,6,13-1/2,11 12 12 11 11 13,2:17.58,14.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
14,14.0,LITTLE ISLAND (T390),M Chadwick,K L Man,113,1048,14,14-1/2,12 14 5 2 6 14,2:17.75,71.0,2020/07/05,ST,3,Class 5,2200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.76,37.16,1:02.12,1:27.86,1:51.67,2:15.42,13.76,23.40,24.96,25.74,23.81,23.75
1,10.0,JOYFUL FORTUNE (D376),B Shinn,D J Hall,124,1137,9,-,1 1 1,0:55.07,1.8,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
2,1.0,FABULOUS EIGHT (B473),C L Chau,P F Yiu,122,1114,8,4-3/4,4 2 2,0:55.82,4.3,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
3,8.0,CARRY THE DIAMOND (D122),C Schofield,R Gibson,124,1158,5,5-1/4,10 8 3,0:55.89,120.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
4,4.0,DUBLIN STAR (C436),A Hamelin,K L Man,130,1209,10,5-1/4,5 5 4,0:55.92,8.5,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
5,5.0,MANAGEMENT SUPREME (D248),C Y Ho,K W Lui,126,1119,11,5-3/4,3 3 5,0:55.99,12.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
6,3.0,MAGIC SUPREME (D144),K H Chan,J Moore,124,1082,4,6,6 7 6,0:56.05,46.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
7,9.0,GOKO (A270),N Callan,C H Yip,124,1318,6,7,11 6 7,0:56.20,22.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
8,6.0,COMFORT LIFE (B169),K Teetan,F C Lor,125,1136,1,7-3/4,14 11 8,0:56.33,16.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
9,2.0,SUPER LUCKY (A251),J Moreira,C Fownes,132,1214,3,8-1/2,13 12 9,0:56.43,21.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
10,12.0,STAR PRESENT (D279),M Chadwick,T P Yung,124,1132,13,9-1/2,7 10 10,0:56.61,211.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
11,13.0,VIVA MAMA (D408),K C Leung,L Ho,124,1196,7,10-1/4,2 4 11,0:56.73,23.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
12,14.0,M M JOHNNY (D115),H N Wong,Y S Tsui,117,1113,2,10-1/2,8 9 12,0:56.76,185.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
13,11.0,PLANET FLYER (D224),M F Poon,W Y So,122,1128,12,12-1/4,12 14 13,0:57.05,179.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
14,7.0,ALL THE WAY (D027),H T Mo,A T Millard,121,1048,14,17-1/2,9 13 14,0:57.89,279.0,2020/07/05,ST,4,Class 4,1000M,60-40,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",13.07,33.29,55.07,,,,13.07,20.22,21.78,nan,nan,nan
1,7.0,EIGHT TRIGRAMS (C102),M F Poon,D J Hall,124,1126,4,-,1 1 1,1:09.71,7.1,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
2,4.0,STRIKING MR C (B141),C L Chau,T P Yung,119,1258,2,1-1/4,8 6 2,1:09.91,5.1,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
3,2.0,FORTUNE HAPPINESS (B128),J Moreira,K W Lui,131,1134,10,3,4 3 3,1:10.19,13.0,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
4,6.0,SUPER ALLIANCES (C472),K Teetan,J Size,128,1033,12,4-1/4,9 5 4,1:10.40,3.7,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
5,8.0,SHIMMER AND SHINE (B080),C Schofield,C Fownes,124,1185,11,7,10 7 5,1:10.82,22.0,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
6,1.0,GOLDIE FLANKER (V161),N Callan,K L Man,133,1209,1,8-3/4,12 8 6,1:11.12,20.0,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
7,3.0,MOMENTUM GALAXY (C275),Z Purton,K H Ting,130,1007,7,9-3/4,6 10 7,1:11.28,8.0,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
8,11.0,COOL ACE (D154),M L Yeung,C W Chang,118,1026,5,10,11 12 8,1:11.30,42.0,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
9,5.0,JUMBO ENGINE (D195),C Y Ho,D J Whyte,128,1172,6,13-1/4,7 11 9,1:11.84,56.0,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
10,12.0,MASTERWORK (C334),H N Wong,Y S Tsui,113,1141,8,14-1/2,2 2 10,1:12.03,31.0,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
11,10.0,VIVA COUNCIL (A190),H T Mo,L Ho,118,1143,3,15-3/4,3 4 11,1:12.23,12.0,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
12,9.0,LITTLE THUNDER (C453),A Hamelin,A T Millard,123,1115,9,37-3/4,5 9 12,1:15.75,6.1,2020/07/05,ST,5,Class 4,1200M,60-40,GOOD,1.0,ALL WEATHER TRACK,23.43,45.97,1:09.71,,,,23.43,22.54,23.74,nan,nan,nan
1,2.0,UTOPIA LIFE (C166),C Schofield,K L Man,131,1137,4,-,1 1 1,1:09.39,5.1,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
2,9.0,ENSHRINED (C262),M Chadwick,C Fownes,118,1117,1,N,3 3 2,1:09.45,18.0,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
3,12.0,SKY SHOW (D099),J Moreira,K H Ting,116,1210,6,N,2 2 3,1:09.46,2.1,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
4,11.0,CALIFORNIA ARGENT (C042),K Teetan,A S Cruz,117,1115,2,5-1/4,4 4 4,1:10.22,8.0,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
5,3.0,WINNING FOR ALL (D391),C Y Ho,K W Lui,128,1115,9,5-1/2,7 6 5,1:10.28,68.0,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
6,5.0,GOOD FOR YOU (T265),H T Mo,Y S Tsui,122,1057,7,6,11 11 6,1:10.33,12.0,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
7,6.0,SHOUSON (C326),K H Chan,J Moore,118,1141,5,6-3/4,5 5 7,1:10.46,14.0,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
8,8.0,LUMEN BABA (D322),T H So,D J Whyte,116,1014,10,8-3/4,8 8 8,1:10.77,225.0,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
9,10.0,PRANCE DRAGON (B349),A Hamelin,A T Millard,118,1103,8,10-3/4,9 7 9,1:11.10,8.9,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
10,4.0,SIMPLE ELEGANT (B464),M F Poon,P F Yiu,125,1089,3,12-1/4,6 9 10,1:11.34,18.0,2020/07/05,ST,6,Class 3,1200M,80-60,GOOD,1.0,ALL WEATHER TRACK,24.03,46.67,1:09.39,,,,24.03,22.64,22.72,nan,nan,nan
