Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 8 (443),RACE 8 (443).1,RACE 8 (443).2,RACE 8 (443).3,RACE 8 (443).4,RACE 8 (443).5,RACE 8 (443).6,RACE 8 (443).7,RACE 8 (443).8,RACE 8 (443).9,RACE 8 (443).10,RACE 8 (443).11,RACE 8 (443).12,RACE 8 (443).13,RACE 8 (443).14,RACE 8 (443).15,Unnamed: 16,Unnamed: 17,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
10,2.0,CIRCUIT TEN (G429),Y L Chung,A S Cruz,127.0,1019,10,5-1/2,10 10 10,1:10.55,49.0,2023/04/19,HV,5,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.66,46.17,1:09.68,,,,23.66,22.51,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8.0,SMART LEADER (B456),K Teetan,W Y So,125.0,1110,1,8-1/2,8 9 11,1:11.02,8.7,2023/04/19,HV,5,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.66,46.17,1:09.68,,,,23.66,22.51,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.0,HURRY HURRY RICH (H130),C L Chau,P C Ng,121.0,1140,5,11,1 1 12,1:11.44,69.0,2023/04/19,HV,5,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",23.66,46.17,1:09.68,,,,23.66,22.51,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,LONDON LUCKYSTAR (C368),C L Chau,K W Lui,119.0,1023,2,-,3 3 3 1,1:40.77,6.2,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5.0,HAPPY ANGEL (G133),A Badel,P C Ng,125.0,1076,7,1,2 2 2 2,1:40.93,5.4,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.0,AMAZING BOY (D513),M Chadwick,C W Chang,124.0,1080,3,1-1/2,5 6 6 3,1:41.01,16.0,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,JUNE PLANET (H080),H Bowman,C Fownes,128.0,1112,5,2-1/4,7 9 8 4,1:41.12,2.5,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3.0,RIGHT AS RAIN (G037),K Teetan,D J Hall,131.0,1081,9,2-1/2,11 11 10 5,1:41.17,10.0,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.0,TRAVEL GUIDE (H182),L Ferraris,R Gibson,124.0,1173,1,2-3/4,4 4 5 6,1:41.20,110.0,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.0,WORLD FAMOUS (C288),H T Mo,P F Yiu,131.0,1141,11,2-3/4,1 1 1 7,1:41.23,15.0,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.0,VIVA POPCORN (D307),Y L Chung,A S Cruz,128.0,1016,6,4-3/4,9 8 7 8,1:41.52,7.7,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11.0,TURTLE AGAIN (H083),M F Poon,T P Yung,117.0,1176,4,5-1/4,6 5 4 9,1:41.62,43.0,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8.0,HELENE ALLIBOR (E348),L Hewitson,D A Hayes,123.0,1187,10,6,8 7 9 10,1:41.74,29.0,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.0,BRILLIANT PIONEER (G255),S De Sousa,C H Yip,121.0,1024,8,6-1/2,10 10 11 11,1:41.80,16.0,2023/04/19,HV,6,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",28.73,53.42,1:17.44,1:40.77,,,28.73,24.69,24.02,23.33,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,MAGNIAC (H141),Z Purton,J Richards,123.0,1186,4,-,2 2 1,1:09.82,2.1,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,ACE ONE (G196),L Ferraris,D J Whyte,130.0,1165,3,2,4 4 2,1:10.15,14.0,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.0,BUNDLE OF CHARM (G213),H Bowman,J Size,128.0,1165,6,3-1/2,7 7 3,1:10.39,5.3,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5.0,JOLLY RULER (E346),S De Sousa,P F Yiu,127.0,1162,9,4-1/4,6 6 4,1:10.49,11.0,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,EXCELLENT PEERS (G033),M Chadwick,F C Lor,135.0,1171,7,5-1/4,10 10 5,1:10.67,9.9,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,SOLID SHALAA (H228),L Hewitson,D A Hayes,124.0,1170,10,6-1/2,9 9 6,1:10.87,84.0,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.0,CLASSIC UNICORN (C343),C Y Ho,W Y So,131.0,1185,1,7-1/4,1 1 7,1:10.97,29.0,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10.0,RED DESERT (C287),K Teetan,J Size,117.0,1074,2,8,5 5 8,1:11.11,7.0,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8.0,NAMJONG SINGS (C480),A Badel,C S Shum,121.0,1222,8,8-3/4,3 3 9,1:11.21,26.0,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.0,KOKUSHI MUSOU (G006),L Currie,C Fownes,120.0,1123,5,9-3/4,8 8 10,1:11.38,13.0,2023/04/19,HV,7,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.70,45.82,1:09.82,,,,23.70,22.12,24.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,SIXTH GENERATION (G120),C Y Ho,J Richards,135.0,1181,9,-,6 6 3 1,1:40.59,4.0,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.0,HELENE WISDOM STAR (D460),Z Purton,A S Cruz,132.0,1273,10,4,11 12 9 2,1:41.21,10.0,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.0,PERFECT TO GREAT (D327),H Bowman,C Fownes,126.0,1191,6,4-1/2,9 9 7 3,1:41.31,3.9,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0,BLISSFUL STAR (E168),K Teetan,K H Ting,133.0,1127,4,5,3 3 4 4,1:41.39,6.0,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11.0,CHIU CHOW BROTHER (E188),L Hewitson,T P Yung,120.0,1026,1,5-1/4,2 1 1 5,1:41.44,7.5,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.0,FEARLESS FIRE (B085),Y L Chung,D A Hayes,126.0,1166,11,5-1/2,5 4 6 6,1:41.48,28.0,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5.0,BORN THE SAME DAY (E458),M Chadwick,C W Chang,126.0,1121,12,6-1/4,12 11 10 7,1:41.60,47.0,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10.0,STRATHPEFFER (H095),A Hamelin,D J Whyte,121.0,1016,8,6-3/4,8 10 11 8,1:41.67,61.0,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12.0,PEAK TO PEAK (D472),S De Sousa,F C Lor,119.0,1107,7,7,10 8 8 9,1:41.69,9.9,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7.0,TELECOM CHEETAH (D405),A Badel,C H Yip,124.0,1152,3,7,7 7 5 10,1:41.71,12.0,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8.0,SPEEDSTAR (G181),K H Chan,D J Hall,117.0,1053,5,8,1 2 2 11,1:41.88,44.0,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
