Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 8 (443),RACE 8 (443).1,RACE 8 (443).2,RACE 8 (443).3,RACE 8 (443).4,RACE 8 (443).5,RACE 8 (443).6,RACE 8 (443).7,RACE 8 (443).8,RACE 8 (443).9,RACE 8 (443).10,RACE 8 (443).11,RACE 8 (443).12,RACE 8 (443).13,RACE 8 (443).14,RACE 8 (443).15,Unnamed: 16,Unnamed: 17,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
12,9.0,SUPER MAGIC (H001),C L Chau,P C Ng,120.0,1149,2,30-1/4,4 5 12 12,1:45.44,32.0,2023/04/19,HV,8,Class 4,1650M,60-40,GOOD,1.0,"TURF - ""C"" Course",27.90,51.27,1:16.12,1:40.59,,,27.90,23.37,24.85,24.47,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,NORDIC DRAGON (G467),H Bowman,C S Shum,126.0,1120,7,-,8 8 1,1:09.87,7.6,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6.0,BRAVE STAR (G268),C Y Ho,K W Lui,124.0,1098,4,N,3 3 2,1:09.92,4.5,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,LUCKY EIGHT (G204),K Teetan,P F Yiu,131.0,1133,2,1-3/4,4 4 3,1:10.16,5.5,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 DH,1.0,BEAUTY TYCOON (G329),V Borges,J Size,135.0,1028,5,2-1/2,5 5 4,1:10.27,30,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 DH,4.0,SEIZING THE MOMENT (E444),M F Poon,J Size,125.0,1072,8,2-1/2,9 9 4,1:10.27,49,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.0,ELON (E272),S De Sousa,J Size,119.0,1100,3,3,6 6 6,1:10.33,21,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8.0,GALLANT CROWN (D359),R Maia,A T Millard,120.0,1071,6,4-3/4,7 7 7,1:10.62,100,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.0,ALLGREEKTOME (H007),Z Purton,D A Hayes,122.0,1243,1,7-1/4,2 1 8,1:11.03,2,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.0,SAKEWIN (G275),Y L Chung,F C Lor,127.0,1084,9,11-3/4,1 2 9,1:11.73,16,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,10.0,WAKA WAKA (H217),A Badel,A S Cruz,119.0,---,---,---,---,---,---,2023/04/19,HV,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C"" Course",23.32,46.30,1:09.87,,,,23.32,22.98,23.57,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,HAVA NAGEELA (H114),S De Sousa,F C Lor,134.0,1107,5,-,2 2 2 1,1:39.02,1.8,2023/04/23,ST,1,Class 3,1650M,85-60,GOOD,1.0,ALL WEATHER TRACK,28.77,51.99,1:15.26,1:39.02,,,28.77,23.22,23.27,23.76,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.0,ERIMO (E193),A Badel,J Size,130.0,1112,1,2,3 4 3 2,1:39.35,6.9,2023/04/23,ST,1,Class 3,1650M,85-60,GOOD,1.0,ALL WEATHER TRACK,28.77,51.99,1:15.26,1:39.02,,,28.77,23.22,23.27,23.76,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.0,YES WE CAN (C307),K Teetan,T P Yung,119.0,1287,7,4,6 5 6 3,1:39.64,11.0,2023/04/23,ST,1,Class 3,1650M,85-60,GOOD,1.0,ALL WEATHER TRACK,28.77,51.99,1:15.26,1:39.02,,,28.77,23.22,23.27,23.76,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3.0,SO WE JOY (D082),H Bowman,C W Chang,134.0,1064,6,4-1/2,7 7 7 4,1:39.73,7.5,2023/04/23,ST,1,Class 3,1650M,85-60,GOOD,1.0,ALL WEATHER TRACK,28.77,51.99,1:15.26,1:39.02,,,28.77,23.22,23.27,23.76,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.0,SKYEY SUPREME (C293),Y L Chung,K W Lui,114.0,1227,2,5-1/4,1 1 1 5,1:39.85,11.0,2023/04/23,ST,1,Class 3,1650M,85-60,GOOD,1.0,ALL WEATHER TRACK,28.77,51.99,1:15.26,1:39.02,,,28.77,23.22,23.27,23.76,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5.0,SECRET VISION (G302),Z Purton,C S Shum,128.0,1090,4,9-3/4,4 3 4 6,1:40.56,19.0,2023/04/23,ST,1,Class 3,1650M,85-60,GOOD,1.0,ALL WEATHER TRACK,28.77,51.99,1:15.26,1:39.02,,,28.77,23.22,23.27,23.76,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0,ROCKET SPADE (G170),C Y Ho,C Fownes,135.0,1145,3,11-1/2,5 6 5 7,1:40.84,6.1,2023/04/23,ST,1,Class 3,1650M,85-60,GOOD,1.0,ALL WEATHER TRACK,28.77,51.99,1:15.26,1:39.02,,,28.77,23.22,23.27,23.76,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9.0,IRON WILL (G386),K Teetan,C S Shum,118.0,1071,7,-,2 2 2 1,1:41.12,27.0,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,FAST BUCK (H126),A Badel,J Size,131.0,1167,2,N,1 1 1 2,1:41.16,13.0,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0,AMAZING TEENS (E449),H Bowman,J Size,135.0,1077,1,1,3 3 3 3,1:41.28,2.6,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.0,ASIAN ONE (E400),Z Purton,J Richards,122.0,1091,5,1,6 7 5 4,1:41.29,2.9,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4.0,BILLIONAIRE SECRET (G303),C Y Ho,P C Ng,128.0,1016,10,1-3/4,10 10 10 5,1:41.38,7.2,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5.0,DARCI LEGEND (G376),L Hewitson,K W Lui,127.0,1070,6,2-3/4,9 8 8 6,1:41.56,18.0,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10.0,FORTUNE PRESIDENT (G054),M Chadwick,Y S Tsui,117.0,1075,4,3-1/4,5 6 7 7,1:41.63,16.0,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.0,HIGH CLOUD (G351),H Bentley,D J Whyte,124.0,1073,8,4-3/4,8 5 4 8,1:41.87,15.0,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.0,KING'S CAPITAL (E077),Y L Chung,D A Hayes,126.0,1069,9,4-3/4,7 9 9 9,1:41.87,26.0,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6.0,NUNCHUKS (C357),L Ferraris,C Fownes,125.0,1004,3,8-1/2,4 4 6 10,1:42.48,34.0,2023/04/23,ST,2,Class 4,1650M,60-35,GOOD,1.0,ALL WEATHER TRACK,29.48,53.84,1:18.04,1:41.12,,,29.48,24.36,24.20,23.08,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,SPARKLING DOLPHIN (C332),V Borges,Y S Tsui,123.0,1212,11,-,1 2 1,0:57.51,26.0,2023/04/23,ST,3,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.07,34.00,57.51,,,,13.07,20.93,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6.0,HEALTHY HEALTHY (H203),C L Chau,P C Ng,125.0,1110,13,N,7 6 2,0:57.55,39.0,2023/04/23,ST,3,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.07,34.00,57.51,,,,13.07,20.93,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.0,PO ON WAY (H201),M Chadwick,K H Ting,127.0,1110,14,1/2,8 11 3,0:57.61,27.0,2023/04/23,ST,3,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.07,34.00,57.51,,,,13.07,20.93,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.0,HAPPY HORSE (H061),M F Poon,K L Man,117.0,1082,12,3/4,3 3 4,0:57.63,135.0,2023/04/23,ST,3,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.07,34.00,57.51,,,,13.07,20.93,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0,INNOCONSTRUCTION (G459),C Y Ho,K W Lui,130.0,1118,1,1-1/4,2 1 5,0:57.71,17.0,2023/04/23,ST,3,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.07,34.00,57.51,,,,13.07,20.93,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.0,ALWAYS AWESOME (H245),L Ferraris,D J Hall,127.0,1153,7,2,11 12 6,0:57.84,121.0,2023/04/23,ST,3,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.07,34.00,57.51,,,,13.07,20.93,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12.0,DASHING TRIUMPH (G341),H Bentley,L Ho,120.0,1110,6,2-1/4,12 10 7,0:57.86,66.0,2023/04/23,ST,3,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.07,34.00,57.51,,,,13.07,20.93,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11.0,STRONGEST BOY (H027),K Teetan,D A Hayes,122.0,1079,5,2-1/2,13 13 8,0:57.91,35.0,2023/04/23,ST,3,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.07,34.00,57.51,,,,13.07,20.93,23.51,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
