Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
5,8,EXCELLENT PEERS  (G033),M Chadwick,H/XB,"Ridden along in first few before settling some 3L back in 5th passing the 900 metres, carried wide into home straight, made moderate progress without threatening.",2024-01-31,7
6,3,GRATEFUL HEART  (D278),H Bentley,B/TT,"Prominent early stages before dropping gradually to one from last, came under pressure from the 700 metres, did not find much room between runners in home straight but fought on to the line.",2024-01-31,7
7,7,NEVER TOO SOON  (E434),K De Melo,--,"Soon dropped to last few despite niggling along on rails, saved ground turning for home and quickened well upon straightening, unable to sustain effort inside final 50 metres.",2024-01-31,7
8,4,LIGHTNING BOLT  (G130),A Badel,TT,"Travelled wide in rear from a poor draw, ridden forward to 8th passing the 950 metres, remained 3-wide into straight, ran home one-paced under pressure.",2024-01-31,7
9,6,O'LINER  (H264),H Bowman,P/TT,"Settled wide in midfield, lost ground for going wider into straight, made no further impression.",2024-01-31,7
10,12,ONE FOR ALL  (G012),L Hewitson,B/TT,"Soon took up running from the one draw setting a smart pace, unable to sustain effort and folded up quickly under pressure inside final 200 metres.",2024-01-31,7
11,5,CELESTIAL COLOURS  (H362),Z Purton,B/TT,"Pressed forward from a wide draw to travel just outside race leader from the 900 metres, dropped quickly out of contention shortly after straightening.",2024-01-31,7
12,1,SUPERB CAPITALIST  (H092),Y L Chung,H/TT,"Pressed forward from the widest draw reaching 3rd 3-wide early in back straight, gained 2nd briefly coming onto home bend, drifted very wide into straight and never recovered. (Tactic questioned)",2024-01-31,7
1,1,TOMODACHI KOKOROE  (H303),K Teetan,TT,"From wide draw settled close up in 4th, responded strongly under top weight, led nearing 100M and extended to win comfortably.",2024-01-31,8
2,7,BEAUTY WAVES  (H294),Z Purton,SR/XB,"Sped to the front, led uncontested setting steady pace in middle stages, kept on well turning for home but no match for winner final 150M, held on for 2nd.",2024-01-31,8
3,9,RIGHTEOUS ARION  (H059),Y L Chung,H/TT,"Settled behind midfield, 5Ls to make up 400M, found the line well to claim 3rd near line.",2024-01-31,8
4,6,A AMERIC TE SPECSO  (H037),M F Poon,B,"Dropped back to race towards the rear, driven along 500M, ran on nicely down the outside, just missed 3rd.",2024-01-31,8
5,5,POWER KOEPP  (E301),M Chadwick,E,"Settled in 5th spot never far off leaders, briefly went 3rd mid-straight, caught by pursuers late.",2024-01-31,8
6,4,ARMOUR EAGLE  (G093),K C Leung,B/XB/TT,"Bumped on jumping, settled ahead of midfield, came with an even run but never looked a winning hope.",2024-01-31,8
7,10,GOLDEN DARCI  (H470),K De Melo,H-/P1/XB1/TT-,"From draw 1 obtained a midfield position along the fence, lacked the dash to launch a serious bid. No threat to leaders.",2024-01-31,8
8,2,BRAVE STAR  (G268),L Hewitson,XB,"Crowded after the start, chased leaders, gave nothing when asked 400M and fell back through the field. (Jockey - raced flat.)",2024-01-31,8
9,8,HOSS  (H055),A Atzeni,XB-/B/TT,"Held up behind midfield, driven along 450M but couldn't master any sort of challenge in the straight.",2024-01-31,8
10,3,VIVA CHALEUR  (G368),H Bowman,TT,"From wide draw shifted across behind runners, raced near last and failed to finish off. (Jockey concerned with his mount's action when it was racing on the wrong lead leg early stages.)",2024-01-31,8
11,12,SPEED SWORD  (H397),A Badel,TT,"Raced ungenerously after 1000M, was a long way last at the turn, made no impression on his Happy Valley debut. (Jockey : raced greenly throughout the race.)",2024-01-31,8
12,11,MEGA BONUS  (E184),A Hamelin,V,"Settled just off the pace, under pressure to maintain its position from halfway, faded out in the straight to finish last.",2024-01-31,8
1,8,SIMPLY MAVERICK  (H346),A Atzeni,--,"Made contact at start, raced in midfield on the outside, 3-1/2L back, same margin back on turn, finished off very strongly to score.",2024-01-31,9
2,12,RED HARE KING  (H188),L Hewitson,TT,"Jumped well, raced prominently, 2 wide, allowed rival to cross 850M, 2 lengths back turning in, finished off well to take 2nd.",2024-01-31,9
3,2,TURIN MASCOT  (H165),K Teetan,PC/TT,"Taken back to race 2 wide at rear, 5 lengths back, 3 wide after entering the back straight, commenced move approaching 400M, very wide turning in, made good progress in straight to be nearest on line.",2024-01-31,9
4,7,IVY LEAGUE  (H116),M Chadwick,H-/SR/XB/TT,"Moderately away, raced 2 wide in midfield, 3 wide from 1100M, moved closer after entering the back straight, took the lead 550M, led by 1L turning in, kept on well early in straight, peaked and headed 100M, weakened close home.",2024-01-31,9
5,3,WINNING DRAGON  (E461),Y L Chung,B/H/TT,"Moderately away, raced better than midfield on the outside early, moved closer after passing 1000M, shared lead from 900M, headed 550M, a length back turning in, kept on well early in straight, weakened final 100M.",2024-01-31,9
6,4,ROMANTIC LAOS  (G476),Z Purton,H/CP1/TT,"Taken back from the widest draw, raced at rear on the inside, moved a bit closer after passing 1000M, 2 wide turning in, kept on same pace in straight.",2024-01-31,9
7,9,SOLID IMPACT  (E447),K De Melo,CP1,"Fast into stride, raced 2 wide slightly better than midfield, 3 lengths back on turn, showed some response early in straight, no extra final 100M.",2024-01-31,9
8,1,GALLANT WAKING  (G165),C L Chau,--,"Slightly slow out and bumped, raced behind midfield on the inside, 2 wide from 1000M, wider turning in, made no progress in straight.",2024-01-31,9
9,6,LEAN HERO  (G402),H Bowman,B/TT,"Taken back from gate 8, raced at rear, 6 lengths or so back, same margin back on turn, very wide into straight, made no progress early in straight, eased final 100M. (See Racing Incidents.)",2024-01-31,9
10,5,FASHION LEGEND  (J080),H Bentley,TT,"Began smartly from gate 1, sent forward to take the lead, shared lead with rival from 850M, headed 550M, peaked 400M, weakened final 250M.",2024-01-31,9
11,11,MAJESTIC SPEED  (J018),M L Yeung,TT,"Slowly away, raced better than midfield on the inside, unable to maintain position 500M, weakened thereafter, eased final furlong, unacceptable performance.",2024-01-31,9
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-01-31,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-01-31,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-01-31,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-01-31,13
1,5,SPANGLE FORTUNE  (G427),K C Leung,B/TT,"Jumped with them, raced better than midfield on the outside, 3 lengths back on turn, finished off very strongly to score.",2024-02-04,1
2,3,BEAT HOLLOW  (G414),Y L Chung,--,"Shifted in at start and bumped, sent forward to take the lead, led by a length, travelled comfortably on turn, kept on well in straight but unable to hold off the winner late.",2024-02-04,1
3,10,FORTUNE MASTER  (D371),Z Purton,B-/XB/PC1/TT,"Jumped only fairly, positioned 5 lengths behind the leader, same margin back on turn, made good progress in straight to take a place, nearest finish.",2024-02-04,1
4,4,DAILY TROPHY  (H283),H Bowman,B1/TT,"Began awkwardly, raced 2 wide, 4 lengths or so back, same position on turn, finished off well to make frame.",2024-02-04,1
5,1,MY INTELLIGENT  (G031),E C W Wong,V/TT,"Jumped with them, raced prominently but 3 wide, 2 wide from 700M, a length back turning in, peaked early in straight, kept on same pace to the line.",2024-02-04,1
6,7,MAGIC TRAVELLER  (H102),K Teetan,B/TT,"Crowded start, raced at rear on the outside, 6-1/2L back turning in, made some headway in straight.",2024-02-04,1
7,8,ALL IS READY  (G042),L Ferraris,B/TT,"Slowly away, raced at tail, 8 lengths or so back, still well back on turn, made some progress in straight. (See Racing Incidents.)",2024-02-04,1
8,6,GENERAL ACE  (G425),L Hewitson,XB-/CP,"Began only fairly, raced slightly behind midfield on the inside, saved ground on turn, failed to close off in straight.",2024-02-04,1
9,11,PERFECT ROCK  (G175),H T Mo,B/TT,"Blundered on jumping, raced behind midfield on the outside, 5 lengths back turning in, failed to make any progress in straight.",2024-02-04,1
10,9,FINGERS CROSSED  (G403),M Chadwick,XB/TT,"Shifted out at start, positioned 1-3/4L behind the leader on rail, same margin back on turn, peaked early in straight, weakened final 250M. (Blood in trachea.)",2024-02-04,1
11,2,SUPER ELITE  (H247),M L Yeung,XB-/CP/H,"Shifted out at start, raced 2 wide better than midfield, found rail 700M, saved ground on turn, peaked early in straight, weakened 250M, eased final 150M. (See Racing Incidents.)",2024-02-04,1
1,11,PANDA  (H466),Z Purton,B,"Settled some 2L off the pace near on stands rails, came to challenge under pressure inside the 300 metres, responded well to hit the front 50 metres out.",2024-02-04,2
2,5,BOWSER  (H460),A Hamelin,TT1,"Settled behind midfield within 3L of pace, baulked 300 metres out, finished off the race strongly inside final 150 metres to snatch 2nd near the line.",2024-02-04,2
3,1,METRO WARRIOR  (D387),K C Leung,B-/CP2,"Well there settling one back on the stands rails, came to challenge under pressure inside final 300 metres, ran on steadily without threatening.",2024-02-04,2
4,3,LIFELINE EXPRESS  (H439),J McDonald,--,"Settled not far off the pace mainly in 5th, quickened passing the 400 metres to hit the front shortly after, unable to sustain effort and swamped inside final 50 metres.",2024-02-04,2
5,14,MR GOOD VIBES  (H180),A Badel,B1,"Broke well settling some 2L off the pace, obtained clear passage over 200 metres out, ran on without threatening.",2024-02-04,2
6,7,LESS IS MORE  (H406),H Bowman,TT,"Settled some 2L off the pace, tight between runners 300 metres out, fought on steadily without threatening.",2024-02-04,2
7,4,SPARKLING DOLPHIN  (C332),L Hewitson,--,"Ridden from the one draw to lead obtaining stand rails run 600 metres out, unable to sustain effort and overhauled inside final 200 metres.",2024-02-04,2
8,12,GANGNAM STAR  (H326),K Teetan,TT,"Began moderately and bumped, soon dropped to last few, came under pressure onto course proper, fought on steadily without threatening.",2024-02-04,2
9,2,JOLLY COMPANION  (H454),C L Chau,XB,"Settled in midfield some 3L off the pace near the centre of the track, kept on same pace without threatening.",2024-02-04,2
10,6,FAMILY FORTUNE  (H447),H Bentley,TT1,"Gradually settled at the back, tailed off approaching course proper, ran on well under pressure past well-beaten horses inside final 200 metres.",2024-02-04,2
11,8,LUCKY CHARM  (J147),B Avdulla,TT1,"Soon dropped to last few down the centre of the track, came under pressure from the 300 metres, found nothing.",2024-02-04,2
12,13,VALIANT ELEGANCE  (D285),M Chadwick,B/TT,"Close up, gave ground steadily inside final 250 metres.",2024-02-04,2
13,10,PHILOS  (H371),Y L Chung,H/TT,"Close up, gave ground from the 300 metres, beaten when checked 200 metres out.",2024-02-04,2
14,9,PACKING BRILLIANT  (H421),A Atzeni,--,"Began moderately soon dropped to last few, never seen with a chance. (Mucus in trachea)",2024-02-04,2
1,5,ILLUMINOUS  (J170),K Teetan,B1,"Slow to jump, settled rear on the rail, traveled strongly, was slightly held up in the early Straight, responded well over the final 100M, finished off nicely.",2024-02-04,3
2,3,YOUNG CHAMPION  (J195),J McDonald,--,"Jumped only fairly, sat worse than midfield, traveled comfortably, made good progress inside 150M.",2024-02-04,3
3,2,NOT USUAL STAR  (G396),C L Chau,H/TT,"Sat in front of midfield 2 wide, traveled one pace, closed off okay.",2024-02-04,3
4,1,I GIVE  (H036),A Atzeni,--,"Ridden hard to lead, traveled okay, slightly weakened inside 200M, ran on evenly.",2024-02-04,3
5,8,ORIENTAL SMOKE  (E467),M L Yeung,B/TT,"Settled behind midfield 2 wide, traveled fairly, minor progress made in the Straight.",2024-02-04,3
6,10,MIDORI BEAUTY  (G334),K De Melo,TT,"Slow to begin, settled towards rear, limited response when asked.",2024-02-04,3
7,7,PRAWNS ELEVEN  (J140),L Hewitson,--,"Sat in front of midfield, was steadied entering the Straight, weakened over the final 150M.",2024-02-04,3
8,6,KA YING VICTORY  (H287),Z Purton,TT,"Sat handy, traveled okay, eased passing the 200M (Rider concerned his mount's action, See Incident Report).",2024-02-04,3
9,4,EXCELLENT FIGHTER  (G343),M Barzalona,B/TT,"Settled towards rear, angled out rounding the Turn, failed to respond when placed under pressure (See Incident Report).",2024-02-04,3
10,9,KA YING POWER  (H169),A Badel,B/H/TT,"Sat midfield, raced wide throughout, weakened and faded in the Straight.",2024-02-04,3
1,11,VANTASTIC CHOICE  (G401),Y L Chung,--,"Prominent after start, raced wide before improving to take the lead near the 950m and then crossing to rail soon after. Raced a couple of lengths clear of nearest rival half-way down the straight & went on to win by 0.75L.",2024-02-04,4
2,2,FOOLISH HEART  (J054),K C Leung,V,"Raced three wide in midfield and was then left in that position without cover from about the 900m. Moved closer to the lead approaching corner, was 2.5L from lead at the 400m before making late closing ground for second.",2024-02-04,4
3,4,SKY HEART  (J092),H Bowman,TT,"Bumped at start & then caught racing four wide without cover in midfield throughout. Wide on straightening, 3.5L from the lead entering last section before making continual steady ground down the outside to steal third late.",2024-02-04,4
4,8,CALIFORNIATOTALITY  (H418),K Teetan,B/TT,"Drifted back after the start & raced three wide with cover worse than midfield. Was then four wide with cover from 700m, was 5L from lead on straightening when the widest runner before making good late ground from the back.",2024-02-04,4
5,3,LUCKY GOLD  (G112),M Chadwick,B,"Bumped at start before ridden along to improve to midfield. Steadied & shifted outwards passing 750m to avoid rival, was 3.5L from lead on straightening before making up a length or so when finishing steadily between runners.",2024-02-04,4
6,5,BALLISTIC WIN  (J040),C L Chau,--,"Raced prominently after the start before settling third away from the rail around first bend. Moved up to the leaders' quarters from the 700m, only 1L from lead entering last section but gave a few lengths late to midfield.",2024-02-04,4
7,1,I CAN  (H381),Z Purton,B/H/TT,"Raced in midfield in the three wide line with cover but did have a runner on his outside in middle stages. Came wider passing 600m, was just under 3L from lead entering last section but found little, weakening to midfield.",2024-02-04,4
8,7,CHATER GOLD  (J004),A Badel,CP1,"Raced 1,1 early before racing keenly near the 900m & steadying off heels. Was 3L from the lead on straightening, shifted back inwards & stayed near the rail in straight, gave a length to line (substantial blood in trachea).",2024-02-04,4
9,14,KING OF THE COURT  (E384),L Hewitson,B,"Got back after the start & raced third last between runners. Shifted wider on the track passing 700m, was hard ridden before straightening, was 5L from lead entering last section, finished off only one paced (Bled).",2024-02-04,4
10,9,GOLD TACK  (H106),K De Melo,--,"Got back to race worse than midfield along the rail. Was third last when coming off the rail near the 650m to avoid rival, was just under 6L from lead on straightening, finished only one paced, no threat (mucus in trachea).",2024-02-04,4
11,10,KING OBERON  (H407),L Ferraris,H,"Improved to the lead after first 100m when wide, crossed to rail near the 1100m before being headed & racing on the leaders back near 850m. Just over a length from the lead on straightening but weakened to finish rearward.",2024-02-04,4
12,6,CIRCUIT BLAZING  (H479),A Atzeni,TT1,"Bumped at the start before getting back to race at the tail. Continued rearward, came wider on the track from the 600m, was 6.5L from the lead entering last section, did little in the straight, finishing towards the rear.",2024-02-04,4
13,13,HEARTY WISH  (E343),H Bentley,B/TT,"Bumped at the start before getting back from wide gate to race at the tail. Taken wider on the track from 600m, very wide on straightening when nearly 7L from lead, weakened poorly in the straight & was beaten a big margin.",2024-02-04,4
14,12,GO HERO  (H315),A Hamelin,H,Raced in a prominent position along the rail early before drifting back to midfield from the 850m. Hung outwards around bend before dropping back through the field quickly from the 750m & was eased out of the race by rider.,2024-02-04,4
1,4,KA YING GENERATION  (J075),A Atzeni,PC,"Began fairly, raced better than midfield on the outside, no cover from 1300M, commenced move 600M, hit the front 200M, kept on well to hold off the challenger.",2024-02-04,5
2,3,SIMPLE HEDGE  (H237),Z Purton,B,"Moderately away from gate 1, raced in midfield on the inside, angled out 500M, finished off well to take 2nd, nearest on line.",2024-02-04,5
3,7,INTREPID WINNER  (G144),K De Melo,B,"Jumped awkwardly and made contact, raced 2 wide towards rear, 7 lengths back on turn, closed off well to take a place.",2024-02-04,5
4,11,GALLANT HERO  (E480),K Teetan,--,"Taken back from gate 9, raced at rear on the inside, saved ground on turn, made good progress in straight to make frame.",2024-02-04,5
5,6,ENIGMA  (J077),Y L Chung,TT,"Made contact at start, sent forward to take the lead, led by 2 lengths, travelled well to turn, kept on well early in straight, peaked and headed 200M, weakened gradually final 100M.",2024-02-04,5
6,2,AWESOME FLUKE  (J050),H Bentley,TT,"Taken back from a wide draw, raced at tail, 13 lengths back, still 8 to 9 lengths back turning in, made some headway in straight.",2024-02-04,5
7,5,ESCAPE ROUTE  (E273),J McDonald,H,"Made contact at start, raced in 3rd, 5 lengths or so back, moved closer on turn, made some progress early in straight, weakened gradually final 150M.",2024-02-04,5
8,9,SWAN BAY  (H062),A Badel,B,"Commenced well, raced in 2nd, 2 lengths or so back, similar position on turn, showed limited response early in straight, weakened inside final furlong. (See Racing Incidents.)",2024-02-04,5
9,10,BILLIONAIRE SECRET  (G303),M Barzalona,H/PC/XB,"Jumped awkwardly and made contact, raced behind midfield on the inside, saved ground throughout, made some progress early in straight, weakened inside final furlong. (See Racing Incidents.)",2024-02-04,5
10,1,ELLIPTICAL  (J052),H Bowman,B1/TT,"Away with them, raced 2 wide behind midfield, angled out 500M, failed to close off in straight. (See Racing Incidents.) (Mucus.)",2024-02-04,5
11,8,HAKKA RADIANCE  (J105),L Ferraris,H/TT,"Taken back from a wide draw, raced at rear throughout, never a factor.",2024-02-04,5
1,12,BABY CRYSTAL  (H081),Y L Chung,B/TT,"Jumped well, sat handy, ran on strongly to the line, always doing enough.",2024-02-04,6
2,4,STELLAR EXPRESS  (J186),J McDonald,--,"Broke nicely, settled midfield on the stands' rail, closed off nicely for 2nd.",2024-02-04,6
3,13,RUBYLOT  (H412),K Teetan,--,"Settled at the rear, switched in towards midfield, stayed on well.",2024-02-04,6
4,2,PLEASANT ENDEAVOR  (E114),E C W Wong,B,"Settled midfield 4 from the stands' rail, kept on nicely.",2024-02-04,6
5,10,PRINCE OF PORTY  (H009),A Badel,CP1/TT,"Crowded at the start, settled towards the rear near the stands' side, had some trouble finding clear running, ran on once in the clear.",2024-02-04,6
6,9,MA COMET  (H391),Z Purton,H1/TT1,"Settled worse than midfield one off the stands' rail, made good progress.",2024-02-04,6
7,7,VICTORY MOMENTS  (H142),M Chadwick,SR/TT,"Settled at the rear 3 off the stands' side, only one pace when asked.",2024-02-04,6
8,1,FLYING HIGH  (E204),H Bowman,TT,"Settled in front of midfield one off the stands' rail, hampered near 250M, never fully tested.",2024-02-04,6
9,8,CHEVAL VALIANT  (E336),A Atzeni,B/TT,"Jumped well and led on the stands' rail, weakened inside 250M. (See Incident Report)",2024-02-04,6
10,5,CALIFORNIA TOUCH  (J051),B Avdulla,H/TT,"Settled in front of midfield two off the stands' side, limited response final two furlongs.",2024-02-04,6
11,14,SUPER COMMANDER  (D350),M F Poon,V/TT,"Showed good early speed to share lead, weakened inside 300M.",2024-02-04,6
12,3,CALIFORNIA DEEPLY  (G451),H Bentley,H/CP1/TT,"Settled near the rear 2 off the stands' side, never impress.",2024-02-04,6
13,11,ROMANTIC NOVELIST  (J167),L Ferraris,--,"Broke nicely and raced prominent near the middle of the track, weakened and faded at 350M",2024-02-04,6
14,6,FORTUNE WHISKEY  (J153),M L Yeung,CP1/H1,"Sat at the rear, never in contention.",2024-02-04,6
1,1,HELIOS EXPRESS  (H302),H Bowman,--,"Settled just off the pace obtaining rails run about 1400 metres out pulling hard in the slackened tempo approaching and rounding home bend, quickened to assert authority inside the 200 metres, won cosily.",2024-02-04,7
2,3,HELENE FEELING  (H215),Z Purton,CP/TT,"Broke well settling just outside race leader, came to dispute lead from the 800 metres eventually hitting the front under pressure about 250 metres out but only to be swamped by the winner shortly after.",2024-02-04,7
3,9,STAR MAC  (J053),K Teetan,CP,"Settled in 7th some 6L off the pace from moderate start, came under pressure 700 metres out and given reminders passing the 500 metres, ran on well down the inside of the straight to be nearest at finish.",2024-02-04,7
4,7,SPEED DRAGON  (H380),M Barzalona,B,"Soon recovered to 5th within 4L of pace after moderate start, gained steadily closer to pace rounding home bend, baulked early in straight and checked over 200 metres out, fought on dourly to the line.",2024-02-04,7
5,5,BEAUTY CRESCENT  (H334),A Atzeni,B/TT,"Broke well from a low draw before settling in midfield, pulled hard in 3L 5th between the 1300 and 1000 metres, came to challenge under pressure entering home straight, ran on steadily without threatening.",2024-02-04,7
6,6,CHANCHENG GLORY  (H212),L Hewitson,B/XB,"Jumped fairly, soon ridden forward to take up running, joined by eventual runner-up approaching home turn near the 500 metres and narrowly headed over 250 metres out, swamped 100 metres out.",2024-02-04,7
7,8,FALLON  (H219),M L Yeung,B/TT,"Settled well back from slow start, last and one of the widest into straight, made modest progress past well-beaten horses in the run to the line.",2024-02-04,7
8,2,HOWDEEPISYOURLOVE  (H093),J McDonald,--,"Broke well from the widest draw but soon taken well behind travelling keenly throughout back straight, made no impression in home straight from wide in last few turning in. (Questioned for disappointing performance)",2024-02-04,7
9,4,MOMENTS IN TIME  (H474),A Badel,TT,"Began well from a wide draw before restraining one-out-one-back in 4th and travelling keenly at about the 1000 metres, made short-lived effort entering home straight but unable to sustain effort inside 250 metres.",2024-02-04,7
1,12,NIMBLE NIMBUS  (E249),A Atzeni,V/TT,"Jumped on terms, held a position behind midfield, responded well to pressure passing 400M, led inside 150M and drove hard late to just get the verdict from the fast finishing 2nd.",2024-02-04,8
2,11,FIVE G PATCH  (G286),M Chadwick,TT,"Settled behind midfield along the inside, had to switch out for clear running early straight, picked up in great style passing 200M, worked home well to be just denied.",2024-02-04,8
3,1,STRAIGHT ARRON  (G435),H Bowman,--,"Switched off to race at the rear on jumping, had difficulty obtaining clear running from 400M-200M before working home hard under top weight to claim 3rd.",2024-02-04,8
4,13,LA CITY BLANCHE  (G371),K Teetan,TT,"Jumped in line and maintained a midfield position along the 3-path, pushed along 550M, came home well under pressure and briefly went 2nd inside 100M, edged out to 4th near line.",2024-02-04,8
5,8,CHAMPION DRAGON  (G070),Y L Chung,H/TT,"Caught wide early, moved up to 2nd before home turn, loomed large top of the straight, responded well to lead 200M before giving way to first few in closing stages.",2024-02-04,8
6,9,FANTASTIC TREASURE  (E269),M L Yeung,CP-/TT,"Up with early pace before taken back to race in midfield, worked home steadily from 400M, run ended 100M and faded towards the line.",2024-02-04,8
7,6,HAPPY TOGETHER  (G446),A Badel,H/TT,"Settled down in midfield, had ground saving trip along inside but was badly held up for clear running from 350M until 100M. Got out too late.",2024-02-04,8
8,2,ENCOUNTERED  (G236),K C Leung,TT,"Jumped well to be tracking the early pace before settling back in midfield home turn, badly held up for clear running from 400M-50M. Luckless.",2024-02-04,8
9,14,SPIRITED EXPRESS  (G356),M F Poon,B/TT,"Given a waiting ride towards the rear, 6-7Ls to make up 400M, worked home steadily without seriously threatening.",2024-02-04,8
10,5,SWORD POINT  (G448),L Hewitson,CP,"Stalked the lead in 3rd, came with an even effort early straight, couldn't go on passing 150M and weakened out of contention.",2024-02-04,8
11,10,TOURBILLON DIAMOND  (E054),H Bentley,V/XB,"Dropped back to race towards the rear, no closer than 3-wide throughout, had plenty to make up 400M and was just fair through the run home.",2024-02-04,8
12,7,SUPER SUNNY SING  (G319),B Avdulla,TT1,"Jumped awkwardly, in midfield early stages before improving to 4th at 800M, loomed a threat top of straight, in contention until 150M then lost momentum inside 100M when steadied.",2024-02-04,8
13,4,SENOR TOBA  (G103),K De Melo,V2/TT,"Slow to begin and settled at the rear, no change in position making home turn, had the job ahead top of the straight and couldn't make any headway.",2024-02-04,8
14,3,MONEY CATCHER  (G171),L Ferraris,V1,"Bumped at the start, sent forward to lead setting a good pace to straight, hard driven to hold lead passing 400M, was gone after 200M and weakened right away.",2024-02-04,8
1,11,SUNLIGHT POWER  (H244),H Bentley,CP/H/XB,"Made contact at start, raced 2 wide in midfield, there to turn, showed very good response in straight, took the lead 100M, kept on strongly to the line.",2024-02-04,9
2,3,ARIEL  (G223),L Hewitson,CP/TT,"Began well from gate 1, sent forward to take the lead, led by 1-1/2L turning in, kept on well in straight but unable to hold off the winner final 100M.",2024-02-04,9
3,4,TOP SCORER  (J120),Z Purton,--,"Began well from a wide draw, taken back to race at rear on the outside, 6 to 7 lengths back on turn, very wide into straight, made good progress in straight to take a place, no threat to the first two. (See Racing Incidents.)",2024-02-04,9
4,12,CAN'T GO WONG  (H087),M F Poon,B/TT,"Taken back from the widest draw, raced at rear on the inside, 5 lengths or so back turning in, no clear run early in straight, cleared approaching 100M, finished off strongly to make frame.",2024-02-04,9
5,10,PATCH OF TIME  (H483),L Ferraris,--,"Slowly away and made contact, positioned 2 wide, a length or so back, found rail after passing 800M, sat right behind the leader on turn, kept on well early in straight, peaked 150M, weakened gradually close home.",2024-02-04,9
6,13,CORDYCEPS ONE  (E107),A Hamelin,--,"Made contact at start, raced 3 wide with cover, slightly better than midfield, 2 wide on turn, angled out 450M, made some progress early in straight, peaked 100M, ran on evenly to the line.",2024-02-04,9
7,2,ONLY U  (J037),C L Chau,B-/CP1/TT,"Crowded shortly after start, raced 3 wide with cover behind midfield, wider 500M, 5 lengths back turning in, made some progress in straight, made contact near 100M.",2024-02-04,9
8,5,MASTER TORNADO  (G410),K Teetan,PC/TT,"Taken back from gate 9, raced 2 wide behind midfield, 3 wide after passing 600M, 4 to 5 lengths back turning in, showed some response early in straight, made contact 100M, ran on evenly thereafter. (See Racing Incidents.)",2024-02-04,9
9,14,SPEEDSTAR  (G181),A Badel,B,"Commenced well, raced prominently on the outside, a length or so back on turn, peaked early in straight, weakened gradually inside final 100M.",2024-02-04,9
10,1,YOU'REMYEVERYTHING  (E413),Y L Chung,B/TT,"Crowded shortly after start, raced behind midfield on the inside, saved ground on turn, made no impression in straight.",2024-02-04,9
11,8,HAPPY FOR ALL  (H181),K C Leung,B/TT,"Made contact at start, raced 3 wide with cover in midfield, no cover from 800M, carried wider 500M, hard ridden from 350M but only showed limited response, weakened inside final furlong, short of room and snatched up 125M.",2024-02-04,9
12,6,JOY OF SPRING  (H383),H Bowman,TT,"Began only fairly, raced 2 wide towards rear, 5 to 6 lengths back on turn, no clear run in straight, not able to be properly tested. (See Racing Incidents.)",2024-02-04,9
13,7,RAINBOW DELIGHT  (J009),M Chadwick,P-/PC1,"Jumped with them, raced in midfield on the inside, saved ground on turn, peaked early in straight, weakened gradually inside final furlong.",2024-02-04,9
14,9,ISLAND GOLDEN  (H018),B Avdulla,TT,"Jumped well from a wide draw, tracked leaders on the outside, 2 lengths back turning in, peaked early in straight, weakened 300M, eased final furlong.",2024-02-04,9
1,9,BUNDLE OF CHARM  (G213),A Badel,P1,"Made contact at start, raced 3 wide at rear, 4 to 5 lengths back turning in, finished off very strongly to score.",2024-02-04,10
2,10,GUMMY GUMMY  (H089),A Hamelin,B,"Moderately away from gate 1, raced in midfield on the inside, moved a bit closer along the rail on turn, showed good response in straight, hit the front 200M, kept on well but unable to hold off the winner late.",2024-02-04,10
3,8,WONDER KIT  (G455),L Hewitson,CP-/B1,"Made contact at start, raced better than midfield on the outside, similar position on turn, kept on well in straight to take a place, no threat to the first two.",2024-02-04,10
4,11,MAGNIAC  (H141),Y L Chung,V/TT,"Began smartly, raced in 2nd, 2 wide, 1-1/2L back turning in, made little progress in straight, peaked 150M, ran on evenly to the line.",2024-02-04,10
5,4,CHANCHENG PRINCE  (D270),Z Purton,XB/TT,"Taken back to race towards rear on the inside, moved a bit closer along the rail on turn, finished off evenly.",2024-02-04,10
6,6,YOUTHFUL DEAL  (G340),A Atzeni,SR/TT,"Average to begin, raced 4 wide behind midfield, no cover from 700M, 3-1/2L back turning in, kept on evenly in straight.",2024-02-04,10
7,2,SEASONS WIT  (H223),H Bowman,B/TT,"Taken back from a wide draw, raced towards rear, 5 lengths back turning in, finished off evenly.",2024-02-04,10
8,3,PING HAI GALAXY  (C377),M Barzalona,--,"Bumped shortly after start, sent forward to take the lead, led by 1-1/2L turning in, kept on well early in straight, peaked and headed 200M, weakened thereafter.",2024-02-04,10
9,1,TELECOM FIGHTERS  (D482),K De Melo,--,"Bumped shortly after start, raced 3 wide with cover behind midfield, 4 lengths back turning in, peaked early in straight, weakened thereafter.",2024-02-04,10
