Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
12,10,SUPER JOCKEY  (P195),K Teetan,--,"Pressed forward from wide draw, racing wide but with cover 3L from leaders. Blocked for run early in straight, kept on fairly to 200m before fading.",2016-05-01,7
13,4,PENIAPHOBIA  (S143),M Chadwick,CP/TT,"Pushed forward to contest lead, taking over before final turn but unable to kick clear. Caught 250m and faded.",2016-05-01,7
14,5,BUFFERING  (T604),D Browne,B,"Hard ridden to lead and then engaged in cut-throat battle with another runner to straight. Collared 300m and faded. Had substantial amount of blood in trachea, lame right front leg.",2016-05-01,7
1,1,MAURICE  (V605),J Moreira,TT,"Settled in 4th, well placed to strike turning in, quickened past leader 200M, produced the fastest finish of the day and proved too classy for rivals, won by extending 2Ls at the line.",2016-05-01,8
2,2,CONTENTMENT  (S391),B Prebble,P,"Tracked leader in 3rd, responded well when driven out 400M, went 2nd 120M but no chance with the classy MAURICE.",2016-05-01,8
3,12,PACKING PINS  (S386),G Mosse,--,"Held up in mid-division 3Ls behind leader, ran on well on straightening, got past higher rated rivals to go 3rd 50M, career best performance.",2016-05-01,8
4,5,BEAUTY ONLY  (S411),N Callan,H/TT,"Not hurried early stages, 6Ls back towards the rear, swung home 3-wide, hit the line well over final 300M.",2016-05-01,8
5,8,SAFETY CHECK  (V636),J McDonald,--,"In mid-division tracking the path of race favourite MAURICE, had every chance in straight, kept on steadily without threatening.",2016-05-01,8
6,4,BEAUTY FLAME  (S117),M Chadwick,TT,"Soon led, took them along at slow sectionals in first half of the race, quickened up tempo 500M, headed 200M and faded towards the finish.",2016-05-01,8
7,7,GUN PIT  (S183),C Y Ho,B-/TT,"Towards the rear 5Ls back, travelled keenly after 1400M, ran on final 400M without threat to leaders.",2016-05-01,8
8,3,GIANT TREASURE  (T148),O Peslier,B/H,"Dropped back to the rear 6-7Ls behind leader, brought wide home turn, made limited progress only entering straight. (No Vet findings)",2016-05-01,8
9,9,REWARDING HERO  (N376),T Berry,--,"Tracked leader 2-wide, not quickened turning home, dropped out of contention from 250M.",2016-05-01,8
10,10,DUNDONNELL  (S110),N Rawiller,H/TT,"Restrained on jumping from wide barrier, 6-7Ls off the pace in the rear group, had plenty to do turning in, ran on final 400M but not reached contention.",2016-05-01,8
11,11,SECRET WEAPON  (S217),T Angland,B1,"Sat 3-wide no cover in midfield, moved into contention 550M, ran on same pace entering straight, out of contention 250M.",2016-05-01,8
12,6,BOW CREEK  (V635),Z Purton,TT,"Held up behind mid-division along the fence, not picked up when pushed along 450M, weakened passing 300M.",2016-05-01,8
1,2,HELENE PARAGON  (V167),J Moreira,H/XB,"Began awkwardly, taken back, settling at rear. Left fence approaching 700m, switched out to make run from 400m, hit front 200m, pulled clear.",2016-05-01,9
2,9,RIGHTEOUS  (S128),M L Yeung,B,"Jumped well, ridden to hold rail, taking lead on settling. Set strong pace to straight. Joined up front 300m but kept battling to hold on to 2nd placing.",2016-05-01,9
3,5,FRIENDS OF KA YING  (T370),Z Purton,B,"Away nicely, rolled forward, sitting outside hindquarters of leader. Urged forward top of straight, looked chance 300m but unable to get ahead.",2016-05-01,9
4,10,AMBER DRAGON  (P229),H N Wong,B/TT,"Hard ridden to get forward position, settling between horses 3L from leader. Blocked for run from 400m to 200m, finished off nicely when clear.",2016-05-01,9
5,4,APOLLO'S CHOICE  (S312),B Prebble,B,"Got off OK but held wide behind midfield and allowed to roll forward from 800m, racing 4-wide around turn. Kept on well to 200m before tiring.",2016-05-01,9
6,7,SO FAST  (S419),M Chadwick,H/P,First to jump but unable to clear inside runners and kept 3-wide without cover 1L from leader. Kept on well to 200m before turning one-paced.,2016-05-01,9
7,1,PACKING LLAREGYB  (S109),K K Chiong,P/XB,"Began fairly, then difficult to settle, dropping behind midfield. Stayed on rail in straight, checked 200m, then raced tight and not properly tested.",2016-05-01,9
8,8,BALAY BALAY  (V247),K Teetan,B1,"Began OK, racing behind early pace before easing back approaching turn. Shaken up entering straight but only one-paced.",2016-05-01,9
9,6,CHEEKY TOO  (T152),Y T Cheng,--,"Jumped well but eased out of speed battle and taken to box seat 3L from leader. Steadied soon after straightening, no clear run from 300m and not properly tested.",2016-05-01,9
10,3,SILVERFIELD  (S106),N Rawiller,XB,"Away nicely but outpaced, dropping to last on settling. Trailed field thereafter.",2016-05-01,9
1,4,WAH MAY FRIEND  (T309),J Moreira,TT,"Pushed forward from wide draw, coming off heels 1200m.Sat handily placed in 5th, 2L off the leader and 3 wide with cover. Worked up early in straight before kicking clear at 150m. Hands and heels to line, easing late.",2016-05-01,10
2,7,HO IN ONE  (N382),G Lerena,CP/TT,"Dropped back from the wide draw to sit at the rear of the field early, 2-3 wide with cover. Ridden for luck early in the straight, but kicked well from the 200m. Big effort late, and ran onto heels of easing winner on the line.",2016-05-01,10
3,11,CHARITY KINGDOM  (S278),K K Chiong,XB,"Pushed forward initially before easing back to a position in midfield, 2-3 wide with cover. Came wide on the turn, and looked gone at 300 before kicking. Went to the line strongly, and almost claimed 2nd late.",2016-05-01,10
4,13,TEAM FORTUNE  (T306),B Prebble,B-,"Began well and pushed forward early to be well position on the leaders rump, along the rail. Battled along the rail in the straight, finally handing up the lead at 200m. Kept plugging along late and just held 4th.",2016-05-01,10
5,10,NUMERO UNO  (S044),K C Leung,B/TT,"Began OK and taken forward early to sit 4th, 1 off the fence. Held up early in the straight, before coming off heels to run on from 250m. Slightly 1 paced to the line when clear late.",2016-05-01,10
6,2,SKYROCKETS  (T096),M Chadwick,B-/P1,"Slow into stride. Dropped back early onto rail, and pushed up to sit midfield. Came wider on the turn to get clear space, but only went to the line fairly.",2016-05-01,10
7,1,JOYFUL MOMENTS  (T134),Z Purton,--,"Pushed forward early to sit 1/2L off the leader, but stuck 3 wide with no cover. Nosed in front at the 200m, but couldn't maintain momentum and went to the line 1 paced late.",2016-05-01,10
8,12,FIVE UP HIGH  (S276),K Teetan,TT,"Pushed forward early to ensure he led, but unable to get to the rail. Still in front at 300m, but beginning to fade. Kicked again slightly late when well out of place position, and came off heels 50m.",2016-05-01,10
9,3,TRAVEL FIRST  (T098),T Angland,B-/TT,"Began well and eased forward early to be placed just forward of midfield, on the rail. Held up for the entire length of the straight, and was never tested.",2016-05-01,10
10,9,LUCKY SCEPTER  (N174),C Y Ho,XB/TT,"OK away but only fairly into stride, sitting midfield, 1 off the fence. Only fair in the straight, and never looked to threaten.",2016-05-01,10
11,14,ROYAL PARTNER  (N394),C K Tong,TT,"OK away and pushed up to be just behind midfield. Over raced and got his head up from the 1200m, and lost ground. Started running straight from the 400m, but only fair to the line.",2016-05-01,10
12,8,TOO FAST  (S308),T Berry,H/TT,"Dropped back from the wide draw and stuck wide with no cover, eventually settling last by the 800m with cover. Came wider on the turn, but only ran fairly to the line.",2016-05-01,10
13,5,AMAZINGLY  (N384),O Bosson,B,"Fairly away, and dropped back early to sit in the last couple, 2-3 wide with cover. Went for a run at 350m, but horse never responded and went flat to the line.",2016-05-01,10
14,6,DILLY  (T074),N Rawiller,--,"Steadied back from the wide draw to eventually sit towards the rear of the field, 3-4 wide with limited cover. On heels at 900m.Never responded to urgings of the jockey, and was eased out a long way from home.",2016-05-01,10
1,8,MALMSTEEN  (V059),G Mosse,TT-,"Moderately away from a wide draw, sent forward to take the lead, travelled well on turn, kept on strongly in straight to score.",2016-05-01,11
2,4,GREEN CARD  (V126),T Berry,CP1/TT,"Slightly slow out, raced 5 lengths back at 9th, same margin back on turn, taken wide in straight and finished off very strongly to be nearest on line, just missed.",2016-05-01,11
3,3,MOMENTUM LUCKY  (V151),J Moreira,--,"Fast into stride, sent forward to race prominently, shared lead on turn, kept on well in straight but unable to hold off the challengers late.",2016-05-01,11
4,13,WAH MAY BABY  (S247),K C Ng,B/TT,"Began well from gate 7, raced prominently, found cover on turn, kept on evenly in straight to make frame.",2016-05-01,11
5,9,DRAGON MASTER  (V099),N Rawiller,--,"Moderately away from gate 12, unable to slot in, raced 3 wide and without cover in midfield, similar position on turn, closed respectably given workload.",2016-05-01,11
6,5,GOAL FOR GOLD  (S439),K Teetan,SR,"Taken back from a wide draw, raced 2 wide at rear, improved on turn, finished off strongly in straight to be nearest on line.",2016-05-01,11
7,2,HEALTHY JOYFUL  (S358),K K Chiong,B-/H/V1,"Away with them, raced 2 wide, 3 lengths or so back, carried wide turning in, finished off evenly in straight.",2016-05-01,11
8,10,DIVINE DIYA  (P030),H N Wong,B,"Began well, raced 3 lengths back on rail, difficult to settle near 850M, angled out turning in, finished off evenly in straight without threatening.",2016-05-01,11
9,12,SKY KING  (V217),C Y Ho,TT,"Taken back to race 9 lengths back at rear, slightly improved on turn, made minor headway in straight without posing much of a threat.",2016-05-01,11
10,14,WINNING KING  (S357),M L Yeung,CP/XB/TT,"Jumped well, raced 2 lengths back on rail, easy run on turn, no daylight early in straight, weakened gradually thereafter.",2016-05-01,11
11,11,GLOBAL DOMINATION  (V198),M Chadwick,--,"Taken back from the widest gate, raced at tail, still well back on turn, made minor headway in straight.",2016-05-01,11
12,6,SUNNY WIN  (V254),T H So,--,"Average to begin, showed no early speed, raced 5 to 6 lengths back on rail in 10th, there to turn, failed to closed off in straight.",2016-05-01,11
13,7,BEST REWARD  (V189),K C Leung,B,"Moderately away from a tricky gate, showed no early speed, raced 10 lengths back at rear, still well back on turn, failed to closed off in straight, never competitive.",2016-05-01,11
14,1,SHAMAL  (V290),D Whyte,--,"Slightly slow out, recovered to race 2 wide, 4 lengths back in 7th, same position on turn, showed no response to riding in straight, finished last.",2016-05-01,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-05-01,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-05-01,13
1,8,KHARU  (CK411),K C Leung,--,"Jumped well, took up running passing the winning post the first time, obtained rails run passing the 1200 metres, set sedate pace down back straight, kicked clear after home turn, hung on well under pressure.",2016-05-04,1
2,12,MIGHTY WONGCHOY  (S050),K K Chiong,--,"Jumped well, with leaders 3-wide early stages before settling just over 2L off pace in 4th, fought on steadily to reach 2nd passing the 150 metres but never threatening.",2016-05-04,1
3,5,GLORY STAR  (T336),G Lerena,B/TT,"Poor beginning, soon recovered to better than midfield in 5th on rails within 3L of lead, similar turning for home, kept on same pace without quickening in straight.",2016-05-04,1
4,4,MR VANILLA  (S209),J Moreira,B,"Began from the widest gate, settled wide in rear of midfield, commenced move passing the Rock gaining to 4L 6th rounding home bend, similar when wide turning in, fought on steadily down the centre of the straight.",2016-05-04,1
5,11,DRAGON ENERGY  (S186),H N Wong,P-/TT2,"Began awkwardly, soon picked up to handy position on rails, settled one back in 3rd from the 1200 metres, failed to quicken under pressure in straight.",2016-05-04,1
6,2,ELITE PRIDE  (S325),O Doleuze,CP,"Settled at the back from a wide draw, remained similar on rails to straight, produced good late impression closing stages.",2016-05-04,1
7,6,NOVEL START  (M255),N Callan,B,"Broke well from the middle draw, raced wide in prominent position around stables bend, settled just off the pace in 2nd far side, faded under pressure after straightening.",2016-05-04,1
8,1,LUCKY BALL  (T130),N Rawiller,H,"Jumped well, travelled keenly in midfield, switched out for a run upon straightening but failed to quicken under pressure. (Questioned for disappointing performance)",2016-05-04,1
9,3,MEDIC SWORDSMAN  (P168),K Teetan,B,"Sluggish at start, tightened on rails when towards the rear past the winning post the first time, raced keenly in midfield when pace slackened far side, found nil in straight.",2016-05-04,1
10,9,HEAR THE ROAR  (M152),Y T Cheng,B/XB,"Jumped fairly, never better than midfield, wide into straight, one-paced under pressure.",2016-05-04,1
11,7,THUNDER WINNER  (T182),O Bosson,B/TT,"Moderate start, soon dropped to tail-end, never a danger.",2016-05-04,1
12,10,RUGBY AMBASSADOR  (S314),T H So,XB/TT,"Jumped fairly, always in last few.",2016-05-04,1
1,1,NO MONEY NO TALK  (S404),K K Chiong,B/XB,"Settled just off the leader, 2 wide, closed off strongly 250M to score.",2016-05-04,2
2,10,ST YAZIN  (N409),T H So,TT,"Behind midfield, along the fence, lack room 300M, dashed strongly for 2nd.",2016-05-04,2
3,12,MISTER MARC  (P316),H N Wong,H-/B2,"Hard ridden forward, trapped 3 wide just off the leader, ran on well for 3rd.",2016-05-04,2
4,11,KIM GLORY  (S087),K C Leung,H/XB,"Hard ridden early but failed to cross in front, trapped 3 wide, held ground in straight.",2016-05-04,2
5,2,HAYMAKER  (T054),C Y Ho,H/SR,"Hard ridden to sit in front of midfield, 2 wide, lack room 4-2, little dash when clear.",2016-05-04,2
6,9,SPEEDY SANDY  (P239),K Teetan,B/TT,"Bumped start, hard ridden early but not muster, trapped 3 wide throughout, little dash 200M.",2016-05-04,2
7,8,SHOWING CHARACTER  (T289),B Prebble,B,"Hard ridden to take the rail and lead, hung on until 200M emptied.",2016-05-04,2
8,5,POWER DRAGON  (V129),D Whyte,--,"At back, trapped 3 wide, lack turn of foot in straight.",2016-05-04,2
9,4,LUCKY SEVEN  (V201),O Bosson,--,"Hard ridden to occupy box seat, reduced 200M.",2016-05-04,2
10,6,ALL TOGETHER  (T420),H W Lai,CP-/H/B1/TT,Never better than midfield.,2016-05-04,2
11,7,FAST ROCKET  (V064),G Lerena,--,"Bumped start, never a factor.",2016-05-04,2
12,3,FLYING PROSPERITY  (V159),C K Tong,--,"Eased at start, never competitive.",2016-05-04,2
1,9,GREAT TOPLIGHT  (T031),O Doleuze,P-/TT,"Pushed to occupy the box seat, switched out turning home, ran on strongly to score by 1/2L.",2016-05-04,3
2,7,SUPER SPRINTER  (V105),J Moreira,B/TT,"Half missed on jumping, shifted to the fence and travelled 3Ls behind the leader, ran on well for 2nd.",2016-05-04,3
3,12,RISING POWER  (N294),T H So,P-/XB,"At rear, travelled 7Ls behind the leader on the fence, swung widest 250M, dashed well for 3rd.",2016-05-04,3
4,10,CASH COURIER  (S417),K Teetan,B,"Settled worse than midfield about 5Ls behind the leader 2 wide with cover, ran on nicely along the inside for 4th.",2016-05-04,3
5,4,SPINNING DANCER  (S078),G Lerena,CP,"Raced midfield, travelled 3Ls behind the leader 2 wide with cover, ran on steadily without serious threat.",2016-05-04,3
6,1,WIN IT  (P032),O Bosson,CP,"Ridden forward to park outside the leader, kept on until headed final 150M.",2016-05-04,3
7,6,MAC ROW  (N252),K C Leung,H/XB,"Settled worse than midfield about 5Ls behind the leader on the fence, blocked early straight until final 150M, made some ground thereafter.",2016-05-04,3
8,2,KITAYA  (S187),Y T Cheng,SR,"Raced midfield, travelled 3Ls behind the leader 3 wide with cover, one paced home.",2016-05-04,3
9,3,SPARKLING SWORD  (P256),H N Wong,H/TT,"Sent forward to take the fence and share the lead, kept on fairly until weakened over the last furlong.",2016-05-04,3
10,11,MY LEGEND  (P387),M Chadwick,B/TT,"Camped handy, however travelled 3 wide without cover throughout, kept on one pace until weakened final 200M.",2016-05-04,3
11,8,STAR OF BOND  (P200),Z Purton,H/P,"Pressed forward, was steadied 1200M, 2Ls behind the leader 2 wide with cover, weakened badly soon after straightening.",2016-05-04,3
12,5,OSCAR MIRACLE  (P431),K K Chiong,V/TT,"Failed to muster despite ridden along throughout, detached from the field, tailed out.",2016-05-04,3
1,5,JUN HUO  (S307),D Whyte,--,"Broke well, parked close 2nd outside leader, bustled a touch 550m to close, driven to vie for lead turning in, quickened to grab lead 220m, drew clear.",2016-05-04,4
2,4,TWIN DELIGHT  (S125),O Doleuze,B-/TT,"Speed to lead on rail, pressed & shaken up 380m, maintained narrow lead into stretch, headed 220m, no extra & boxed on.",2016-05-04,4
3,7,STAR MAJESTIC  (S093),Y T Cheng,B,"Smart start & prominent, soon snagged to 1 off 1 back, under pump from 500m, kept on dourly centre track to edge 3rd late.",2016-05-04,4
4,8,KING GENKI  (V181),M Chadwick,TT,"Broke ok, raced rail 1 back, ridden 450m, clear 3rd when switched to centre track 180m, no extra & tapered to wire.",2016-05-04,4
5,6,ENSURING  (S437),M L Yeung,B2,"Fair start, raced rail near tail, advanced a spot 900m, shifted out final turn, switched centre & shaken up 250m, stayed on for minor headway.",2016-05-04,4
6,1,ROMANTIC TOUCH  (S393),N Callan,TT,"Bustled at break to park midfield 1 off with cover, niggled 600m, under pump 500m, swung wide into stretch & hard-ridden, boxed on to wire.",2016-05-04,4
7,2,GOT FLY  (T048),J Moreira,CP,"Started ok, sat rail mid rank, rolled on a spot 900m, 5th & ridden 400m, edged centre, switched back inside 120m, one-paced.",2016-05-04,4
8,3,HARBOUR MASTER  (S145),K Teetan,SR,"Lacked toe, raced near rear 1 off with cover, driven 550m to hold position, widest into stretch, ran home evenly.",2016-05-04,4
9,9,PHOTON WILLIE  (S199),K C Leung,H/XB/TT,"Taken back at start, raced keenly & restrained to tail on rail, continued to over-race, driven 250m, outpaced in run home.",2016-05-04,4
1,3,PEARL WARM WARM  (T183),Z Purton,--,"Broke ok, rolled to stalk 1 back on rail, switched out & shaken up 320m, driven to lead 150m, drew clear.",2016-05-04,5
2,11,CONFUCIUS SPIRIT  (S329),K K Chiong,CP,"Taken back at start to 1 off with cover near rear, checked off heels 600m & shuffled back, niggled along, driven into stretch, strong closer centre track to nick 2nd.",2016-05-04,5
3,12,PROMPT EXPRESS  (T168),H W Lai,XB,"Speed to lead on rail, driven into stretch, soon all out & headed 150m, tapered & mugged at post for 2nd.",2016-05-04,5
4,1,GLOBE TROTTER  (T387),O Bosson,H-,"Smart start to press leader initially, settled 1 off 1 back, switched out & ridden 400m to challenge lead on outer, always held & tapered final 100m.",2016-05-04,5
5,5,WISKY  (T368),J Moreira,B/TT,"Broke well & bustled initially to race handily 1 off with cover, shuffled back 700m, niggled 550m, driven 400m & widest final turn, boxed on one pace.",2016-05-04,5
6,7,TEN SPEED  (T239),N Rawiller,B,"Sluggish start, taken to rail & raced near rear, progress to sit back of midfield 600m, driven into stretch, stayed on dourly.",2016-05-04,5
7,4,VICTORY MARVEL  (T426),B Prebble,--,"Smart start, trapped 3 wide no cover midfield until slotted 1 off 550m, driven into stretch, boxing on for minor inroads when hung in late & corrected.",2016-05-04,5
8,6,YO-YO DA  (S104),H N Wong,H/TT,"Broke well, 1 off with cover midfield, edged to rail 750m, shifted out & driven final turn, plugged on one pace.",2016-05-04,5
9,9,SILVER GATSBY  (T161),M Chadwick,B/TT,"Broke ok widest & rowed long initially, trapped 3 wide no cover near rear, niggled 550m, driven turning in, boxed on evenly centre track.",2016-05-04,5
10,8,SHINING CHAMPION  (S305),O Doleuze,B,"Unable to slot from wide, taken back to last pair 1 off with cover, shifted 3 wide with cover 620m, driven turning in, plugged on tepidly.",2016-05-04,5
11,2,LONDON MASTER  (T345),N Callan,TT,"Bustled forward wide, worked to brief lead 850m, snagged to 2nd 1 off no cover, ridden 400m, all out & emptied 300m, faded.",2016-05-04,5
12,10,CHARITY PLENTY  (T287),K Teetan,CP,"Outpaced at break, raced last pair on rail, ridden along 450m, found nil & soon beaten.",2016-05-04,5
1,12,DIAMOND MASTER  (S397),J Moreira,B/XB,"Pushed forward to cross from a wide barrier and led by 3/4L, ran on nicely to score.",2016-05-04,6
2,6,HARBOUR ALERT  (T254),B Prebble,H,"Ridden up and sat one off one back, driven and closed off well to come home in 2nd.",2016-05-04,6
3,8,FLYING FORCE  (V014),D Whyte,H/XB/TT,"Raced in behind midfield, 5-3/4L behind the leader 2 wide with cover, closed off strongly for 3rd.",2016-05-04,6
4,9,FORTUNE BO BO  (V017),K C Leung,V,"Travelled in midfield, 4-1/4L off 3 wide without cover, finished off the race fairly.",2016-05-04,6
5,11,BREEDERS' STAR  (V197),K Teetan,H,"Settled in behind midfield, 6-3/4L behind and 3 wide prior to the first turn, swung widest and made good ground.",2016-05-04,6
6,2,MR RIGHT  (T334),G Lerena,H/P,"Slotted into box-seat just before the first turn, kept on one pace to the line.",2016-05-04,6
7,5,BUDDY BUNDY  (T157),K K Chiong,B/TT,"Began well and raced on the rail inside the leader, kept on until 150M and faded gradually thereafter.",2016-05-04,6
8,1,VICTORY DAY  (V079),M L Yeung,B1,"Ridden up to take spot in front of midfield along the rail, 4-1/4L off the pace, weakened badly near 250M.",2016-05-04,6
9,4,DASHING CERAMIBO  (T121),N Rawiller,H,"At rear throughout, improved only slightly.",2016-05-04,6
10,7,GRACYDAD  (V200),C Y Ho,H,"Always towards the rear, never a factor.",2016-05-04,6
11,10,HAPPY GAINS  (V252),H W Lai,--,"Remained at the tail, not competitive.",2016-05-04,6
12,3,TRAVEL SUCCESSOR  (V121),Y T Cheng,B,"Raced in worse than midfield initially, however went wide around turn and then faded gradually.",2016-05-04,6
1,1,ALMABABY  (V057),Y T Cheng,TT,Worked way to the front soon after start then set steady pace to straight. Kicked 3L clear passing 200m and never threatened.,2016-05-04,7
2,7,TOP BONUS  (T132),J Moreira,--,"First out but didn't press forward, settling in slipstream of leader to straight. Angled out 300m to make run but unable close gap.",2016-05-04,7
3,11,BEAUTY KINGDOM  (T189),M Chadwick,B/TT,"Crowded on jumping, losing ground, then close to heels 1000m, dropping to rear. Improved into tight running 700m, not much room early straight, finished off nicely.",2016-05-04,7
4,8,MISSION POSSIBLE  (V043),N Rawiller,--,"Began well, hard ridden to go forward, settling one-off, one-back passing 800m. Swung wide into straight, ridden but unable to close gap to winner.",2016-05-04,7
5,12,RED KYLIN  (T052),K Teetan,--,"Steadied on jumping, shifted across, settling in last pair away from fence. Urged forward from 550m, taken to centre track in straight, boxed on fairly.",2016-05-04,7
6,3,GOLDEN CHOPSTICKS  (P120),K K Chiong,--,"Jumped well but eased, settling on fence two-back from leader. Stayed on fence in straight but only one-paced under hard riding.",2016-05-04,7
7,6,AIMING HIGH  (V206),M L Yeung,H,"Pressed forward from outside draw, racing 3-wide 2L from leader. Allowed to roll forward around turn, 2nd into straight, then one-paced. Lost right front plate near 1000m.",2016-05-04,7
8,4,LANG TAI SING  (S280),N Callan,B/XB1/TT-,"Steadied on jumping, crossed to rail, settling in last pair. Began forward move passing 500m, made ground to 250m, then one-paced.",2016-05-04,7
9,2,LOOKS LIKE THE CAT  (T238),G Lerena,B/H/XB/TT,"Began awkwardly, ridden forward between horses in midfield before moving 3-wide around turn. Gave ground gradually in straight. Confirmed roarer.",2016-05-04,7
10,5,HIGH VOLATILITY  (V081),C K Tong,--,"Hard ridden from outside draw, racing 3-wide behind midfield to turn when lost position, dropping back. Found nothing in straight when asked.",2016-05-04,7
11,9,GREAT RUN  (P223),H W Lai,B,"Outpaced, dropping to rear but 3-wide. Lost touch with main field around turn and found nothing in straight. Lame left front leg.",2016-05-04,7
PU,10,CRAIG'S FORTUNE  (T020),T H So,H,"Ridden to obtain forward position, settling behind early pace. Left wide 900m, gave ground abruptly from 500m and pulled up. Bled from both nostrils.",2016-05-04,7
1,6,GONNA RUN  (T094),C Y Ho,TT,"In rear group early stages, moved closer to pace down the back straight, travelled strongly over the home bend, quickened up well to lead nearing 50M, comfortably.",2016-05-04,8
2,7,ISHVARA  (S015),H N Wong,B/TT,"Went forward, steadied the race tempo once in the lead, pressed by rivals nearing 600M, kept on well under pressure, headed 50M and was always doing enough to hold 2nd.",2016-05-04,8
3,5,FANTASTIC KAKA  (P363),O Doleuze,H,"From draw 1 obtained a trailing position just off the pace, saved ground and travelled well into straight, kept up the chase over final 300M, not pace of winner late stages.",2016-05-04,8
4,9,SUPEROI  (T017),G Lerena,--,"Slow to begin, towards the rear early, switched wide 850M and strolled to join leaders 4-wide, kept on steadily entering straight, one pace final 150M.",2016-05-04,8
5,2,LITTLE DRAGON  (S264),K K Chiong,--,"Caught wide early stages, no cover from 1200M and strolled forward to join leader, battled on entering straight, gave way to pursuers 100M out.",2016-05-04,8
6,4,WINNING LEADER  (N268),K Teetan,B,"Slow to begin, taken back from wide barrier, raced as the back-marker for much of the way, closed off fairly down the inside on straightening, never a serious threat.",2016-05-04,8
7,8,PIKACHU  (S298),Z Purton,--,"In midfield early stages, shuffled back to rear down the back straight, hampered by beaten rival home turn, stayed on fairly over final 300M, not reached leaders.",2016-05-04,8
8,10,DASHING KING  (T297),B Prebble,B,"Held up in midfield 3-4Ls off the pace, proved very difficult to settle when race tempo slackened 900M, given reminders passing 500M, took time to get going, did best work final 200M.",2016-05-04,8
9,1,INVINCIBLE DRAGON  (V166),N Callan,H,"Never far off from leaders, shifted out to 3-wide 800M when pace slackened, gave limited response under pressure, out of contention 200M. (No Vet findings)",2016-05-04,8
10,11,APPROVE  (N299),K C Ng,B/TT,"Prominent, caught 3-wide until 1100M, shuffled back a bit entering home turn, struggled to keep up and gave way from 500M.",2016-05-04,8
11,12,CARTOON FAY FAY  (N014),J Moreira,--,"Towards the rear early stages, strode forward along the 3-path when pace slackened middle stages, with leaders making home turn but had little left entering straight, soon beaten and eased.",2016-05-04,8
12,3,TURF SPRINT  (T396),N Rawiller,H,"Blundered at the start, in mid-division, proved difficult to settle especially middle stages when race tempo slackened, eased early straight. (Jockey : not able to see out the distance)",2016-05-04,8
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-05-04,9
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-05-04,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-05-04,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-05-04,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-05-04,13
1,3,SIR JOHN  (P344),N Callan,B2/TT,"Pressed on from a poor draw, amongst leaders before settling in 1L 2nd one off the rails, came to challenge under pressure upon straightening and hit the front over 150 metres out, readily.",2016-05-07,1
2,5,FLYING CAPTAIN  (S350),O Doleuze,CP-/B1/TT-,"Raced wide throughout after breaking well from the widest gate, gradually settled in rear of midfield, circled the field approaching home turn, sustained progress in straight but never threatening.",2016-05-07,1
3,12,LUCKY BOLE  (P075),K C Leung,B-/H-/TT,"Settled in last few, commenced move rounding home bend and taken widest entering straight, ran on steadily without threatening.",2016-05-07,1
4,10,ORIENTAL FANTASIA  (P269),H N Wong,H-/SR-/P2/TT,"Niggled along for early position, restrained to one back on rails, no clear run early in straight, kept on well closing stages.",2016-05-07,1
5,7,LEAN JOURNEY  (S389),D Whyte,XB/P2,"Settled just worse than midfield, slightly further back entering home straight, made steady progress on inside to be nearest at finish.",2016-05-07,1
6,4,NOBLE BUDDIES  (T356),J Moreira,XB-/B/TT,"Given reminders for early position, obtained rails run in front coming out of back straight, led until finding no extra inside final 200 metres.",2016-05-07,1
7,8,MIGHTY GAINS  (P260),Z Purton,TT,"Broke well from a poor draw, settled wide in forward of midfield, made short-lived effort to join 3rd briefly rounding home bend, one-paced in the run home.",2016-05-07,1
8,1,FABIO  (S239),B Prebble,B/TT,"Began well, settled mainly in 5th just better than midfield, kept on before fading inside final 200 metres. (Blood in trachea)",2016-05-07,1
9,6,MASQUERADER  (N234),H W Lai,B/TT,"Sluggish at start, trailed the field far side, passed one horse rounding home bend, went past a couple under pressure inside final 200 metres.",2016-05-07,1
10,2,O'SOCOOLE  (S032),G Lerena,B/TT,"Wide throughout, moderate start, gradually recovered to rear of midfield under urge, made no impression in straight.",2016-05-07,1
11,9,PRECIOUS GEM  (S097),K C Ng,B/TT,"Always in rear, never seen with a chance.",2016-05-07,1
