Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
7,7.0,BELLA BABY (B365),A Hamelin,W Y So,129,1008,6,4,12 9 9 7,1:22.71,20.0,2020/07/01,ST,2,Class 5,1400M,40-0,GOOD,1,"TURF - ""C"" Course",13.40,34.71,58.17,1:22.08,,,13.40,21.31,23.46,23.91,nan,nan
8,10.0,BLAZING PARTNERS (B071),N Callan,D E Ferraris,127,1096,4,5-1/2,8 8 8 8,1:22.98,24.0,2020/07/01,ST,2,Class 5,1400M,40-0,GOOD,1,"TURF - ""C"" Course",13.40,34.71,58.17,1:22.08,,,13.40,21.31,23.46,23.91,nan,nan
9,14.0,SOLAR BILLION (C171),M Chadwick,K L Man,114,1092,10,6,13 14 12 9,1:23.03,41.0,2020/07/01,ST,2,Class 5,1400M,40-0,GOOD,1,"TURF - ""C"" Course",13.40,34.71,58.17,1:22.08,,,13.40,21.31,23.46,23.91,nan,nan
10,1.0,GALAXY EMPEROR (D107),C Wong,A S Cruz,128,1069,5,6-1/2,7 10 10 10,1:23.13,20.0,2020/07/01,ST,2,Class 5,1400M,40-0,GOOD,1,"TURF - ""C"" Course",13.40,34.71,58.17,1:22.08,,,13.40,21.31,23.46,23.91,nan,nan
11,8.0,SHANGHAI RUSKY (C279),C L Chau,C W Chang,119,1129,1,7-1/4,2 4 4 11,1:23.23,10.0,2020/07/01,ST,2,Class 5,1400M,40-0,GOOD,1,"TURF - ""C"" Course",13.40,34.71,58.17,1:22.08,,,13.40,21.31,23.46,23.91,nan,nan
12,6.0,LITTLE GENERAL (C096),V Borges,C S Shum,130,1051,11,7-1/2,10 12 13 12,1:23.29,7.5,2020/07/01,ST,2,Class 5,1400M,40-0,GOOD,1,"TURF - ""C"" Course",13.40,34.71,58.17,1:22.08,,,13.40,21.31,23.46,23.91,nan,nan
13,3.0,ALL TIMES GRATEFUL (C438),M F Poon,C H Yip,130,1064,8,13-1/2,11 11 11 13,1:24.25,28.0,2020/07/01,ST,2,Class 5,1400M,40-0,GOOD,1,"TURF - ""C"" Course",13.40,34.71,58.17,1:22.08,,,13.40,21.31,23.46,23.91,nan,nan
14,4.0,FORTUNATE RUNNER (A292),H N Wong,K W Lui,129,1164,12,29-1/4,6 6 7 14,1:26.75,57.0,2020/07/01,ST,2,Class 5,1400M,40-0,GOOD,1,"TURF - ""C"" Course",13.40,34.71,58.17,1:22.08,,,13.40,21.31,23.46,23.91,nan,nan
1,7.0,LEADING FORTUNE (C441),N Callan,J Size,125,1102,4,-,7 7 7 1,1:21.45,6.1,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
2,2.0,TRIPLE TRIPLE (C359),Z Purton,F C Lor,133,1052,6,SH,4 6 6 2,1:21.46,4.9,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
3,12.0,SMART WONGCHOY (D208),C L Chau,D J Whyte,113,1093,13,N,1 1 1 3,1:21.49,26,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
4,14.0,ROYAL RACER (B460),M L Yeung,C Fownes,115,1090,3,2-1/4,9 8 8 4,1:21.81,22,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
5,6.0,LADY FIRST (B013),K Teetan,A S Cruz,125,1018,1,3,6 5 5 5,1:21.92,3.3,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
6,3.0,PEARL CHAMPION (B201),A Hamelin,A T Millard,130,1037,12,4-1/4,2 2 3 6,1:22.11,8.8,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
7,5.0,SAM'S LOVE (A088),B Shinn,C H Yip,126,1075,11,5-1/2,3 4 4 7,1:22.32,31,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
8,8.0,SEAWEED FORTUNE (C440),C Y Ho,K W Lui,125,1119,7,5-1/2,13 13 12 8,1:22.35,12,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
9,1.0,STREET SCREAM (D234),J Moreira,D J Hall,133,1172,2,6-1/4,5 3 2 9,1:22.47,7.8,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
10,13.0,STOCK LEGEND (D039),M F Poon,K H Ting,117,1081,9,7-1/2,8 9 10 10,1:22.63,18,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
11,9.0,TOP MILITARY (B424),T H So,T P Yung,123,1126,5,8,12 10 9 11,1:22.73,36,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
12,11.0,LET'S TAKE IT EASY (A140),K C Leung,L Ho,125,1047,10,9,11 12 13 12,1:22.88,55,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
13,4.0,SHANGHAI GRACE (D190),H T Mo,Y S Tsui,127,1042,8,10,10 11 11 13,1:23.05,171,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
14,10.0,RIGHTEOUS WIN (D146),H W Lai,P F Yiu,123,1103,14,12-1/4,14 14 14 14,1:23.42,128,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
WV,,COURAGEOUS DRAGON (C015),---,W Y So,116,---,---,---,---,---,---,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
WV,,GOLD 'N' BOLD (D079),K C Leung,J Moore,121,---,---,---,---,---,---,2020/07/01,ST,3,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.59,35.01,58.26,1:21.45,,,13.59,21.42,23.25,23.19,nan,nan
1,10.0,BEAUTY ANGEL (C541),J Moreira,A S Cruz,121,991,14,-,6 4 4 2 1,1:47.94,5.1,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
2,11.0,CIRCUIT NUMBER ONE (B373),K Teetan,A S Cruz,120,1061,12,1/2,5 6 7 5 2,1:48.02,11,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
3,9.0,SPEED FORCE (C535),C L Chau,D J Whyte,112,1033,2,1-3/4,4 5 5 4 3,1:48.23,19,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
4,7.0,EPTIWINS (B362),Z Purton,D J Hall,126,1106,8,3-1/4,9 10 11 9 4,1:48.47,2.5,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
5,5.0,NATURAL STORM (C461),C Y Ho,P F Yiu,128,1094,11,4-1/4,12 11 9 10 5,1:48.61,4,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
6,6.0,CROWN AVENUE (V378),T H So,C H Yip,124,1187,3,4-1/4,7 9 10 13 6,1:48.62,23,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
7,1.0,INDIGENOUS STAR (A081),M F Poon,C W Chang,128,1059,13,5,13 13 13 11 7,1:48.74,54,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
8,2.0,DRAGON COMMANDER (C208),K C Leung,D E Ferraris,129,1086,7,5-1/2,10 7 8 8 8,1:48.80,25,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
9,3.0,RULE THEE (A172),N Callan,P O'Sullivan,129,1066,9,8,8 8 6 7 9,1:49.20,11,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
10,12.0,POLYMER LUCK (T326),H N Wong,K H Ting,117,1092,4,8-3/4,2 2 2 1 10,1:49.35,106,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
11,13.0,LUCKY VICTOR (C514),H W Lai,K H Ting,119,1166,10,9-1/2,11 12 12 12 11,1:49.48,145,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
12,14.0,KA YING BRILLIANCE (B115),M L Yeung,T P Yung,118,1193,5,18-1/4,1 3 3 6 12,1:50.85,92,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
13,8.0,BULB ELITE (A183),K H Chan,C H Yip,118,1181,1,18-1/4,3 1 1 3 13,1:50.88,52,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
WV-A,4.0,FAST PACE (C427),A Hamelin,C Fownes,128,---,---,---,---,---,---,2020/07/01,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",13.82,35.77,1:00.03,1:24.13,1:47.94,,13.82,21.95,24.26,24.10,23.81,nan
1,2.0,TRUE LEGEND (D047),K Teetan,F C Lor,131,1231,12,-,1 1 1,1:09.29,3.7,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
2,4.0,MONKEY JEWELLERY (B378),J Moreira,J Size,130,1088,3,SH,3 2 2,1:09.30,5.0,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
3,1.0,HONEST WAY (B200),Z Purton,D E Ferraris,133,1257,6,1-3/4,4 4 3,1:09.56,4.0,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
4,12.0,VIGOR CHAMP (C498),M L Yeung,K H Ting,117,1012,1,1-3/4,7 7 4,1:09.57,28.0,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
5,9.0,SO AWESOME (D258),B Shinn,Y S Tsui,124,1003,7,2,6 6 5,1:09.59,9.6,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
6,10.0,SPARKLING STAR (D007),V Borges,W Y So,123,1089,11,2,11 9 6,1:09.61,8.8,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
7,6.0,DRAGON IN FIELD (D220),N Callan,P F Yiu,126,976,4,2-3/4,5 5 7,1:09.72,98.0,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
8,8.0,BRILLIANT (C005),C Y Ho,K W Lui,124,1003,10,5-1/2,12 11 8,1:10.17,43.0,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
9,3.0,WHISKEY NEAT (D150),H N Wong,C Fownes,128,1149,9,5-1/2,2 3 9,1:10.19,17.0,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
10,7.0,HAPPY VICTORY (B195),A Hamelin,A T Millard,125,1085,8,6,9 8 10,1:10.24,8.0,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
11,5.0,ALLOY STAR (D053),M Chadwick,T P Yung,126,1041,2,7-3/4,8 10 11,1:10.53,42.0,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
12,11.0,FORTUNE HERO (D245),M F Poon,D J Hall,117,1126,5,11-1/4,10 12 12,1:11.09,75.0,2020/07/01,ST,5,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C"" Course",23.84,45.98,1:09.29,,,,23.84,22.14,23.31,nan,nan,nan
1,3.0,THOU SHALL SING (B047),C Y Ho,K W Lui,130,1067,6,-,5 5 1,1:09.89,5.1,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
2,11.0,STAR SUPERIOR (V255),H N Wong,C W Chang,114,1068,9,N,10 6 2,1:09.96,39,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
3,10.0,RESOLUTE (D243),A Hamelin,A T Millard,118,1168,8,1-1/4,2 2 3,1:10.07,10,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
4,4.0,HANDSOME REBEL (B469),N Callan,Y S Tsui,129,1081,4,2-1/2,4 4 4,1:10.30,6.1,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
5,12.0,WAYFOONG CHARMER (B437),J Moreira,P O'Sullivan,117,1107,5,3,3 3 5,1:10.37,5.7,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
6,6.0,ALL BEST FRIENDS (A217),K Teetan,K L Man,125,1078,3,3-3/4,9 9 6,1:10.49,8.3,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
7,8.0,WELL DRAGON (C539),V Borges,W Y So,120,1167,7,4,7 7 7,1:10.52,157,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
8,2.0,COOLCELEB (C030),C L Chau,T P Yung,120,1293,12,4-1/2,6 8 8,1:10.61,5,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
9,1.0,NAMJONG SINGS (C480),Z Purton,C S Shum,133,1191,2,7-1/2,1 1 9,1:11.11,5.1,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
10,5.0,TELECOM MISSILE (D209),K H Chan,C H Yip,113,1228,1,10-3/4,12 10 10,1:11.62,87,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
11,7.0,FLYING SPIRIT (D016),T H So,D J Whyte,119,1105,10,16-1/2,11 12 11,1:12.55,82,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
12,9.0,WONDER BRAHMA (C525),M Chadwick,D J Hall,119,1097,11,17-1/2,8 11 12,1:12.69,61,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
WV,,ELITE BOY (B015),K H Chan,K H Ting,121,---,---,---,---,---,---,2020/07/01,ST,6,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.18,45.69,1:09.89,,,,23.18,22.51,24.20,nan,nan,nan
1,5.0,FALCON TURBO (B164),K Teetan,D J Whyte,124,1166,2,-,5 3 1,1:08.39,7.9,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
2,1.0,EXCELLENT PROPOSAL (D386),J Moreira,J Size,132,1055,10,SH,7 6 2,1:08.41,4.1,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
3,8.0,LORIZ (C036),V Borges,P F Yiu,121,1241,1,1-1/2,2 1 3,1:08.64,4.3,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
4,2.0,MIG ENERGY (C376),Z Purton,A S Cruz,130,1131,7,4-1/2,1 2 4,1:09.11,2,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
5,6.0,HAPPY FORTUNE (D341),T H So,L Ho,121,1057,9,8-1/2,9 9 5,1:09.74,128,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
6,4.0,TELECOM PUMA (C181),A Hamelin,K H Ting,126,1137,3,9-1/2,3 5 6,1:09.93,17,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
7,3.0,PRIVATE COUNCIL (D389),N Callan,W Y So,130,1155,5,11,6 7 7,1:10.14,127,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
8,9.0,WINNING ENDEAVOUR (C048),H W Lai,D E Ferraris,121,1072,4,11,8 8 8,1:10.16,49,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
9,10.0,HELAKU KNIGHT (C328),M L Yeung,J Moore,118,1118,6,15-3/4,4 4 9,1:10.92,56,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
WV-A,7.0,JOLLY GOOD HEART (D366),C L Chau,D J Whyte,113,---,---,---,---,---,---,2020/07/01,ST,7,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C"" Course",23.59,45.40,1:08.39,,,,23.59,21.81,22.99,nan,nan,nan
