Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
6,5.0,SUPER LEGENDS (H364),H Bowman,C S Shum,130,1098,11,3-1/2,5 6 5 6,1:23.04,28.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
7,9.0,VANTASTIC CHOICE (G401),C L Chau,C H Yip,125,1074,13,3-1/2,3 2 3 7,1:23.06,51.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
8,1.0,SUNNY DA BEST (J118),K De Melo,W Y So,135,1163,6,3-1/2,1 1 1 8,1:23.06,3.4,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
9,13.0,ISLAND GOLDEN (H018),L Hewitson,K L Man,119,1087,3,5-1/4,4 5 7 9,1:23.30,84.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
10,2.0,FOOLISH HEART (J054),K C Leung,C W Chang,134,1125,14,5-1/4,6 3 4 10,1:23.34,17.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
11,10.0,GOLDEN DARCI (H470),A Badel,D J Hall,126,1121,5,6,7 7 6 11,1:23.45,14.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
12,4.0,CELTIC TIMES (G230),K Teetan,W K Mo,130,1226,1,7-1/2,11 8 10 12,1:23.68,10.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
13,3.0,D STAR (G374),Y L Chung,A S Cruz,129,1060,8,7-3/4,13 14 14 13,1:23.74,62.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
14,6.0,WINNING TURN (J163),M F Poon,P F Yiu,126,1051,2,9-1/2,9 10 13 14,1:24.02,172.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
1,4.0,FULL CREDIT (J185),L Hewitson,M Newnham,123,1184,5,-,1 1 1,1:09.71,2.6,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
2,3.0,LADY'S CHOICE (H155),K Teetan,C W Chang,124,1114,6,1/2,2 2 2,1:09.78,6.3,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
3,6.0,MAGNIFICENT NINE (H433),Z Purton,J Size,122,1124,3,1-1/4,9 6 3,1:09.89,5.1,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
4,5.0,SUPER JOY N FUN (J164),C L Chau,T P Yung,121,1092,4,1-1/4,4 4 4,1:09.90,7.3,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
5,10.0,LUCKY EIGHT (G204),M F Poon,P F Yiu,117,1158,8,2-1/4,3 3 5,1:10.08,20.0,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
6,9.0,CHAMPION INSTINCT (H012),A Atzeni,D J Hall,120,1164,10,3-1/2,6 7 6,1:10.28,9.8,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
7,11.0,CAPTAIN WIN (E466),A Hamelin,P C Ng,118,1250,9,3-3/4,11 11 7,1:10.29,22.0,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
8,1.0,IMA SINGLE MAN (D476),Y L Chung,A S Cruz,132,1161,12,3-3/4,7 8 8,1:10.30,17.0,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
9,2.0,MOJAVE DESERT (J330),H Bowman,D A Hayes,125,1150,7,4,12 9 9,1:10.33,24.0,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
10,12.0,CONTI CONTI (J166),M Chadwick,W K Mo,118,1183,1,5-3/4,5 5 10,1:10.65,95.0,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
11,7.0,WINNING DAY (J270),C Y Ho,K W Lui,122,1160,11,6-1/4,10 12 11,1:10.70,60.0,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
12,8.0,WRITTEN CASA (J305),B Thompson,J Richards,121,1130,2,6-3/4,8 10 12,1:10.79,59.0,2024/05/19,ST,9,Class 3,1200M,80-60,GOOD,1,"TURF - ""C+3"" Course",23.84,46.38,1:09.71,,,,23.84,22.54,23.33,nan,nan,nan
1,4.0,PATCH OF THETA (H485),H Bowman,K W Lui,126,1187,9,-,5 5 6 1,1:22.15,3.7,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
2,13.0,SUNLIGHT POWER (H244),H Bentley,P F Yiu,119,1089,6,HD,10 10 8 2,1:22.18,5.6,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
3,14.0,LOST CHILD (G461),B Thompson,C W Chang,116,1194,3,1-1/4,8 9 5 3,1:22.33,21.0,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
4,1.0,CHIU CHOW SPIRIT (H175),A Badel,K L Man,135,1183,7,1-3/4,6 6 7 4,1:22.43,26.0,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
5,7.0,SKY HEART (J092),M L Yeung,C Fownes,123,1189,5,1-3/4,2 2 1 5,1:22.43,7.8,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
6,6.0,HYPER DRAGON BALL (G450),C L Chau,T P Yung,122,1130,11,5-3/4,14 14 13 6,1:23.07,108.0,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
7,9.0,AMAZING DUCK (H392),M F Poon,K H Ting,118,1084,12,7-1/4,4 4 4 7,1:23.31,22.0,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
8,3.0,YOUNG ACHIEVER (J291),Z Purton,J Richards,132,1140,1,7-1/2,11 11 9 8,1:23.36,8.1,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
9,10.0,BEAUTY GLORY (E459),B Avdulla,A S Cruz,121,1157,10,9-1/4,3 3 3 9,1:23.64,24.0,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
10,12.0,STELLAR SWIFT (J139),A Atzeni,D A Hayes,119,1173,4,9-1/2,13 13 14 10,1:23.65,20.0,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
11,2.0,KEMPES (J265),K Teetan,D J Hall,133,1175,8,9-1/2,12 12 12 11,1:23.67,77.0,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
12,5.0,EIGHTEEN PALMS (H033),C Y Ho,C S Shum,124,1217,14,10-1/4,9 8 11 12,1:23.79,91.0,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
13,8.0,LOYAL BO BO (J011),K C Leung,F C Lor,121,1180,2,15-1/4,1 1 2 13,1:24.61,3.9,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
14,11.0,BEAUTY THUNDER (J299),M Chadwick,W K Mo,120,1056,13,18-3/4,7 7 10 14,1:25.14,144.0,2024/05/19,ST,10,Class 3,1400M,80-60,GOOD,1,"TURF - ""C+3"" Course",13.31,34.55,58.27,1:22.15,,,13.31,21.24,23.72,23.88,nan,nan
