Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15
5,4.0,JIMMU (C266),J Moreira,Y S Tsui,130.0,1086,2,3-1/4,5 5 4 5,1:34.97,3.4,2021/09/12,ST,1,Class 5,1600M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",24.38,46.66,1:10.42,1:34.46,,,24.38,22.28,23.76,24.04,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.0,DIAMOND STAR (D017),Z Purton,J Size,126.0,1008,3,4,12 11 10 6,1:35.09,9.1,2021/09/12,ST,1,Class 5,1600M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",24.38,46.66,1:10.42,1:34.46,,,24.38,22.28,23.76,24.04,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12.0,JOLLY FOREVER (D331),A Hamelin,W Y So,119.0,1113,1,4-1/2,8 8 8 7,1:35.20,3.6,2021/09/12,ST,1,Class 5,1600M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",24.38,46.66,1:10.42,1:34.46,,,24.38,22.28,23.76,24.04,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5.0,MISTER MONTE (A201),K H Chan,C W Chang,123.0,1065,7,4-3/4,2 3 3 8,1:35.21,23.0,2021/09/12,ST,1,Class 5,1600M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",24.38,46.66,1:10.42,1:34.46,,,24.38,22.28,23.76,24.04,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8.0,STRATHMARTINE (D246),K C Leung,A T Millard,127.0,1069,9,5-1/4,3 2 2 9,1:35.28,56.0,2021/09/12,ST,1,Class 5,1600M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",24.38,46.66,1:10.42,1:34.46,,,24.38,22.28,23.76,24.04,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7.0,GRAND POWER (E017),T Piccone,C W Chang,127.0,1062,5,5-3/4,11 12 11 10,1:35.39,43.0,2021/09/12,ST,1,Class 5,1600M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",24.38,46.66,1:10.42,1:34.46,,,24.38,22.28,23.76,24.04,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3.0,DAZZLING FEELING (D296),L Ferraris,D E Ferraris,132.0,1265,4,8-3/4,6 7 9 11,1:35.87,14.0,2021/09/12,ST,1,Class 5,1600M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",24.38,46.66,1:10.42,1:34.46,,,24.38,22.28,23.76,24.04,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13.0,THE ELITES (D330),V Borges,F C Lor,116.0,1070,13,9,4 4 5 12,1:35.91,120.0,2021/09/12,ST,1,Class 5,1600M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",24.38,46.66,1:10.42,1:34.46,,,24.38,22.28,23.76,24.04,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6.0,CIGAR BUDDIES (D299),C Y Ho,K H Ting,128.0,1097,6,9-3/4,9 10 12 13,1:36.03,10.0,2021/09/12,ST,1,Class 5,1600M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",24.38,46.66,1:10.42,1:34.46,,,24.38,22.28,23.76,24.04,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.0,STEEL WIN (E111),J Moreira,C W Chang,121.0,1136,2,-,4 3 1,1:08.94,2.8,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11.0,THE BEST HERO (D314),H W Lai,L Ho,116.0,1152,11,SH,5 5 2,1:08.96,6.2,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.0,BLOTTING PAPER (D043),A Hamelin,R Gibson,124.0,1130,6,2,1 1 3,1:09.27,9.6,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,GLORIOUS LOVER (D191),K H Chan,C H Yip,120.0,1080,1,2-3/4,7 6 4,1:09.38,23,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10.0,SIGHT HERO (D487),C Schofield,D A Hayes,120.0,1257,7,3-3/4,2 2 5,1:09.56,11,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.0,MAGIC SUPREME (D144),R Maia,K L Man,132.0,1080,10,5,3 4 6,1:09.73,9.6,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.0,LITTLE THUNDER (C453),K Teetan,A T Millard,120.0,1087,9,7-1/2,8 7 7,1:10.14,5.3,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12.0,ORIENTAL AMIGO (D232),L Ferraris,Y S Tsui,117.0,1073,5,8,10 8 8,1:10.23,112,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7.0,LUMEN BABA (D322),C L Chau,D J Whyte,117.0,1068,3,11-3/4,11 9 9,1:10.81,31,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,HERCULES (C476),Z Purton,C H Yip,130.0,1042,8,12,9 10 10,1:10.86,10,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1.0,SUPER RED DRAGON (C191),A Badel,W Y So,133.0,1127,4,14-1/2,6 11 11,1:11.25,22,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,6.0,GOLD GOLD BABY (E220),C Y Ho,K W Lui,124.0,---,---,---,---,---,---,2021/09/12,ST,2,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.90,45.86,1:08.94,,,,23.90,21.96,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,LORD THUNDER (E390),B Shinn,D A Hayes,126.0,1121,2,-,4 3 1,1:08.72,1.4,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8.0,FORTUNE HAPPINESS (B128),J Moreira,K W Lui,118.0,1124,4,3/4,2 2 2,1:08.86,8.4,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.0,SUNNY DELIGHT (E339),K Teetan,C S Shum,124.0,1097,1,1-1/4,6 5 3,1:08.94,10.0,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11.0,AMAZING KNIGHT (D266),M Chadwick,C H Yip,114.0,1060,3,2-1/2,5 6 4,1:09.11,28.0,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9.0,JADE THEATRE (A040),H Bentley,P F Yiu,117.0,1107,9,4,9 8 5,1:09.35,44.0,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.0,HANG'S DECISION (T262),H N Wong,W Y So,130.0,1136,7,6,11 11 6,1:09.67,125.0,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10.0,DRAGON KINGDOM (E211),L Ferraris,Y S Tsui,117.0,1125,8,6,1 1 7,1:09.68,75.0,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3.0,COOLCELEB (C030),C L Chau,T P Yung,122.0,1336,11,9-1/2,10 10 8,1:10.25,20.0,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4.0,INFINITE POWER (D014),M F Poon,F C Lor,124.0,1108,6,10,3 4 9,1:10.32,10.0,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7.0,LUCKY RUBY (D338),K C Leung,K L Man,123.0,1088,10,11-1/2,8 7 10,1:10.55,30.0,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.0,SMART FOLKS (D343),A Hamelin,C W Chang,128.0,1103,5,15-1/4,7 9 11,1:11.18,25.0,2021/09/12,ST,3,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.28,45.32,1:08.72,,,,23.28,22.04,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.0,GOLDEN FOUR (B225),B Shinn,C W Chang,128.0,1037,12,-,12 11 10 1,1:22.20,15.0,2021/09/12,ST,4,Class 5,1400M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",13.40,34.72,58.08,1:22.20,,,13.40,21.32,23.36,24.12,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0,EASY FORTUNE (E242),C Schofield,K H Ting,133.0,1113,11,N,11 12 11 2,1:22.26,89.0,2021/09/12,ST,4,Class 5,1400M,40-0,GOOD TO FIRM,"TURF - ""B"" Course",13.40,34.72,58.08,1:22.20,,,13.40,21.32,23.36,24.12,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
